com.samsung.health.sleep_stage,6156001,6
start_time,sleep_id,custom,update_time,create_time,stage,time_offset,deviceuuid,pkg_name,end_time,datauuid
2021-01-01 06:20:00.000,21681481-f6d5-7aa9-f723-1e1ebfb6b7da,,2021-01-01 08:33:31.425,2021-01-01 08:33:31.425,40004,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-01 06:41:00.000,b68aede7-7e78-48eb-922b-1d4cd04a208f,
2020-12-23 06:18:30.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.623,2021-01-06 06:58:21.623,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 06:38:30.766,bfed16af-43f0-4555-8eb0-486579fe5789,
2020-12-21 23:14:01.000,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.199,2021-01-04 23:04:34.199,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-21 23:56:20.374,7ccbb23c-74aa-4843-9ccf-a00560d686de,
2020-12-18 05:51:37.897,ade3acdd-9f86-4697-8c1e-ea450c72bf25,,2020-12-31 23:29:27.556,2020-12-31 23:29:27.556,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 05:54:07.897,d76f36ba-7fbd-479c-b948-022656a510e8,
2021-01-02 04:10:04.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.165,2021-01-04 23:04:34.165,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 04:25:04.080,e362e2ab-71c6-4bc9-820d-6843ce17ccdb,
2020-12-31 08:35:06.612,e62b0ab0-c9be-4766-84a6-5b9078afcd07,,2020-12-31 23:29:27.507,2020-12-31 23:29:27.507,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-31 08:55:06.612,e701dfd9-3476-47e2-a28f-4a40025e3f5e,
2020-12-18 07:56:37.897,81c98ec5-a20b-4061-916e-993e51112390,,2021-01-01 00:01:58.429,2021-01-01 00:01:58.429,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 08:06:37.897,778ba333-63bb-47fb-be1f-416c380231e4,
2021-01-03 02:37:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.093,2021-01-03 09:02:38.093,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 03:25:00.000,de0a58d8-152d-4d0d-b980-7c57dbe9a563,
2020-12-22 00:21:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.199,2021-01-04 23:04:34.199,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 00:26:20.374,d538054d-0851-4b89-a85e-b57447265bc8,
2021-01-07 05:26:00.000,af5a236b-cb17-b0e0-28e9-99499d78fce4,,2021-01-07 07:10:39.864,2021-01-07 07:10:39.864,40004,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-07 05:27:00.000,0b62f42a-59b0-4f1d-bf15-b65655a14070,
2021-01-03 02:30:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.093,2021-01-03 09:02:38.093,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 02:32:00.000,7903ee5e-80b3-4fc5-956c-9731239bf1bb,
2020-12-31 04:49:00.000,57a1182c-44a9-46a7-e11b-8aae13902895,,2020-12-31 11:14:11.648,2020-12-31 11:14:11.648,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2020-12-31 04:50:00.000,87d8779c-d639-475f-955c-655c9b94db6c,
2020-12-22 02:51:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.199,2021-01-04 23:04:34.199,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 03:16:20.374,43c205dc-8c02-44e3-bc2a-fa054c4d931a,
2021-01-06 00:20:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.848,2021-01-06 07:19:51.848,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 00:25:00.000,b7654ce8-6f6d-4a32-ae7a-a619a8f2bb01,
2020-12-18 07:26:37.897,ade3acdd-9f86-4697-8c1e-ea450c72bf25,,2020-12-31 23:29:27.553,2020-12-31 23:29:27.553,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 07:46:37.897,225d94d5-57bd-40bf-9692-fd52d6241f59,
2020-12-18 06:19:07.897,81c98ec5-a20b-4061-916e-993e51112390,,2021-01-01 00:01:58.431,2021-01-01 00:01:58.431,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 06:44:07.897,1754b541-44b2-4afb-b96d-19096d080fa2,
2020-12-23 01:58:30.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.623,2021-01-06 06:58:21.623,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 02:03:30.766,e193b63d-3f93-4893-b94f-615c1b67a317,
2020-12-23 04:56:00.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.621,2021-01-06 06:58:21.621,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 05:13:30.766,32fd2fb6-f834-47da-8e24-770354df1f6a,
2020-12-18 00:39:07.897,81c98ec5-a20b-4061-916e-993e51112390,,2021-01-01 00:01:58.432,2021-01-01 00:01:58.432,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 00:44:07.897,c2628e7e-7d74-4d3a-bceb-0c402e33caa5,
2020-12-22 02:16:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.199,2021-01-04 23:04:34.199,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 02:31:20.374,1046f4cb-a354-4d0b-b163-dcb889d933e7,
2021-01-03 07:22:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.096,2021-01-03 09:02:38.096,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 07:26:00.000,95ec9d7f-0541-433d-ad1c-5e025877e92e,
2021-01-06 03:40:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.854,2021-01-06 07:19:51.854,40004,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 04:01:00.000,ac46e3fb-9566-4100-8ff2-692cd4f24b1a,
2020-12-31 09:12:00.000,57a1182c-44a9-46a7-e11b-8aae13902895,,2020-12-31 11:14:11.651,2020-12-31 11:14:11.651,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2020-12-31 09:16:00.000,5f21217c-a44e-4ed5-942f-447759cb5845,
2021-01-03 05:00:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.094,2021-01-03 09:02:38.094,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 05:02:00.000,30d74cb3-6c84-48de-ab3a-f28f34efef0b,
2021-01-02 01:19:00.000,e7c13872-0207-d694-0283-c1778585c612,,2021-01-02 07:28:17.199,2021-01-02 07:28:17.199,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-02 01:20:00.000,7a432582-45a8-4a3e-b885-99015aea980e,
2020-12-22 01:51:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.200,2021-01-04 23:04:34.200,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 01:56:20.374,30b896f8-0ca0-4382-b540-6021fe5ae614,
2020-12-18 02:43:00.000,290a57c6-2835-4c34-94a4-62a3ef30ec78,,2021-01-01 07:57:57.650,2021-01-01 07:57:57.650,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 02:43:59.999,789161b4-6282-4446-b083-42e03ef5b337,
2021-01-06 01:50:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.851,2021-01-06 07:19:51.851,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 01:59:00.000,e3abec0c-2a51-4f6c-8a3b-584a94b5ad0e,
2020-12-23 04:38:00.000,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.620,2021-01-06 06:58:21.620,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 04:38:59.999,284d3ecf-272f-4cd0-a715-75f9e7b3bc83,
2020-12-22 05:11:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.200,2021-01-04 23:04:34.200,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 05:21:20.374,6d8c4ac6-2fd6-48a4-81fc-9009dd0fa0fb,
2021-01-06 04:41:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.854,2021-01-06 07:19:51.854,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 04:43:00.000,c85de1eb-391b-4867-907c-9ea611c4e95c,
2020-12-31 05:04:00.000,57a1182c-44a9-46a7-e11b-8aae13902895,,2020-12-31 11:14:11.648,2020-12-31 11:14:11.648,40003,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2020-12-31 05:14:00.000,dd7fddd1-7342-4464-8938-1225fd990a7c,
2021-01-06 02:55:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.853,2021-01-06 07:19:51.853,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 02:56:00.000,8d6767dd-1f44-4ae6-bc07-597103754905,
2021-01-04 04:27:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.607,2021-01-04 07:19:48.607,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 04:29:00.000,91015d07-a197-475b-b5ca-5a87761c032e,
2021-01-01 03:46:00.000,21681481-f6d5-7aa9-f723-1e1ebfb6b7da,,2021-01-01 08:33:31.421,2021-01-01 08:33:31.421,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-01 03:54:00.000,b64651e7-003b-45fd-969f-566d29302b05,
2021-01-06 05:25:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.856,2021-01-06 07:19:51.856,40004,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 05:37:00.000,07a6b2a6-a80a-4d01-b6a4-ed95bc7e12fe,
2020-12-23 07:48:30.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.622,2021-01-06 06:58:21.622,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 07:58:30.766,5921c024-bb94-4005-b647-26ea19681d9f,
2020-12-31 06:16:00.000,57a1182c-44a9-46a7-e11b-8aae13902895,,2020-12-31 11:14:11.649,2020-12-31 11:14:11.649,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2020-12-31 06:18:00.000,e46134e3-8ac5-4529-b024-83d69b400642,
2021-01-03 06:39:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.095,2021-01-03 09:02:38.095,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 06:40:00.000,a9bab905-33df-4ede-aa5d-27f879ea0a4d,
2021-01-04 05:15:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.608,2021-01-04 07:19:48.608,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 05:16:00.000,bf6c7335-4300-4219-b282-f039101c4a7c,
2020-12-31 04:19:00.000,e62b0ab0-c9be-4766-84a6-5b9078afcd07,,2020-12-31 23:29:27.505,2020-12-31 23:29:27.505,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-31 04:20:59.999,7eb717f4-63cd-463b-b7cf-fb86bde0fe5a,
2021-01-06 02:08:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.852,2021-01-06 07:19:51.852,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 02:25:00.000,70527001-a1a3-406b-b7ab-721f59f89229,
2021-01-03 04:36:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.094,2021-01-03 09:02:38.094,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 04:37:00.000,512337d9-5b21-44f1-8959-88520b720ce4,
2021-01-04 04:35:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.607,2021-01-04 07:19:48.607,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 04:36:00.000,12e5cdb0-9c74-476a-9bae-fefcb7c60ed9,
2021-01-04 03:39:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.607,2021-01-04 07:19:48.607,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 04:27:00.000,95c0746c-1a09-431a-882f-dd76688a97c6,
2020-12-18 01:24:07.897,290a57c6-2835-4c34-94a4-62a3ef30ec78,,2021-01-01 07:57:57.650,2021-01-01 07:57:57.650,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 01:34:07.897,0c10c591-95bd-43fa-b093-142535f0374c,
2020-12-18 05:34:07.897,81c98ec5-a20b-4061-916e-993e51112390,,2021-01-01 00:01:58.431,2021-01-01 00:01:58.431,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 05:41:37.897,bedc3b7b-1218-47bd-b1b1-e908ba07a9b5,
2021-01-03 05:02:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.094,2021-01-03 09:02:38.094,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 05:03:00.000,6c86bc04-eb0f-4b0d-bc34-4bf7faf8629e,
2020-12-18 07:26:37.897,290a57c6-2835-4c34-94a4-62a3ef30ec78,,2021-01-01 07:57:57.649,2021-01-01 07:57:57.649,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 07:46:37.897,6eafa335-894a-45a4-85be-52fd5c4d1c1c,
2021-01-03 03:25:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.093,2021-01-03 09:02:38.093,40004,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 03:48:00.000,bd0eadb9-a24b-4159-ab44-266065a71904,
2020-12-18 07:56:37.897,290a57c6-2835-4c34-94a4-62a3ef30ec78,,2021-01-01 07:57:57.649,2021-01-01 07:57:57.649,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 08:06:37.897,ebba0fe5-f867-4266-bc7c-9c1d7498d872,
2021-01-05 06:10:00.000,a8a6b722-6913-c672-2010-45cb6d3f0385,,2021-01-05 06:15:56.794,2021-01-05 06:15:56.794,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-05 06:12:00.000,e9b48889-9150-47d7-8347-5b268faeec99,
2020-12-18 01:34:07.897,ade3acdd-9f86-4697-8c1e-ea450c72bf25,,2020-12-31 23:29:27.555,2020-12-31 23:29:27.555,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 01:39:07.897,80a0771b-01d2-441c-abad-f633460b01b0,
2021-01-06 07:01:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.858,2021-01-06 07:19:51.858,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 07:15:00.000,88391872-5b9d-4a8a-a17c-fae115d4c998,
2020-12-22 23:38:30.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.621,2021-01-06 06:58:21.621,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 00:26:00.766,f88a42ef-31fb-493c-b957-1d6e9035be04,
2020-12-23 06:28:30.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.622,2021-01-06 06:58:21.622,40004,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 06:33:30.766,775c892c-04d5-49d7-b68b-f9ab36442dcb,
2021-01-07 04:11:00.000,af5a236b-cb17-b0e0-28e9-99499d78fce4,,2021-01-07 07:10:39.861,2021-01-07 07:10:39.861,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-07 04:14:00.000,a199da89-25cb-4a96-b8ca-0c4c8372466a,
2020-12-23 03:33:30.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.621,2021-01-06 06:58:21.621,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 03:53:30.766,ced0a12c-26a6-4e72-9e5f-9e77d27348dc,
2021-01-06 03:37:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.854,2021-01-06 07:19:51.854,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 03:40:00.000,ef5fa623-5637-4063-8019-00993d17c6c7,
2021-01-05 05:04:00.000,a8a6b722-6913-c672-2010-45cb6d3f0385,,2021-01-05 06:15:56.793,2021-01-05 06:15:56.793,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-05 05:05:00.000,13d8e6d4-76c5-41ef-9863-1f88e1e9eed7,
2021-01-04 06:06:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.608,2021-01-04 07:19:48.608,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 06:07:00.000,2d86bc5a-8467-4422-9568-c9ae08f24ece,
2021-01-03 07:21:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.096,2021-01-03 09:02:38.096,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 07:22:00.000,381388bf-b224-48cc-9159-754b9bd110a4,
2020-12-18 02:43:00.000,81c98ec5-a20b-4061-916e-993e51112390,,2021-01-01 00:01:58.430,2021-01-01 00:01:58.430,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 02:43:59.999,7ea79d34-40d6-478d-83e7-0ce15f0daab9,
2021-01-07 01:15:00.000,af5a236b-cb17-b0e0-28e9-99499d78fce4,,2021-01-07 07:10:39.854,2021-01-07 07:10:39.854,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-07 01:16:00.000,56d9aff5-42af-4d60-a63a-cdf511d16a66,
2021-01-02 01:42:34.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.164,2021-01-04 23:04:34.164,40004,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 01:52:34.080,1bab46a7-6317-4d88-89ff-8632ca5fcd22,
2020-12-18 02:44:07.897,ade3acdd-9f86-4697-8c1e-ea450c72bf25,,2020-12-31 23:29:27.554,2020-12-31 23:29:27.554,40004,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 02:49:07.897,70812ccd-4bb6-49d4-be3b-bf4fb4cc8cd7,
2021-01-06 06:57:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.858,2021-01-06 07:19:51.858,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 06:59:00.000,e760da1f-c319-4649-b7e4-84667155f026,
2020-12-18 04:14:07.897,290a57c6-2835-4c34-94a4-62a3ef30ec78,,2021-01-01 07:57:57.651,2021-01-01 07:57:57.651,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 04:24:07.897,48c7a4c2-ca0a-494c-b39c-3a1f7c6c0ce4,
2021-01-07 05:48:00.000,af5a236b-cb17-b0e0-28e9-99499d78fce4,,2021-01-07 07:10:39.865,2021-01-07 07:10:39.865,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-07 05:49:00.000,d0ce0b3e-36bd-4131-bc8c-e1665e0cb8b9,
2021-01-02 06:00:04.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.164,2021-01-04 23:04:34.164,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 06:07:34.080,ece9b74c-0ed5-40e4-947c-eb6a015d8ab5,
2020-12-31 05:50:06.612,e62b0ab0-c9be-4766-84a6-5b9078afcd07,,2020-12-31 23:29:27.506,2020-12-31 23:29:27.506,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-31 06:20:06.612,ebab9047-bd54-4797-81b6-1b022ba6a236,
2021-01-03 01:48:00.000,bb66213f-6abb-f061-5f50-6a40cfde224d,,2021-01-03 02:26:47.989,2021-01-03 02:26:47.989,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 01:49:00.000,3d2d4d2e-9048-437a-857b-f1936e6c29e3,
2021-01-02 00:57:34.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.164,2021-01-04 23:04:34.164,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 01:02:34.080,e3a45e11-7068-4fde-a7fa-520d53f38ea9,
2020-12-22 02:36:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.199,2021-01-04 23:04:34.199,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 02:46:20.374,a52d87e3-c52e-41f1-b12c-6bef3414d534,
2021-01-03 01:56:00.000,bb66213f-6abb-f061-5f50-6a40cfde224d,,2021-01-03 02:26:47.990,2021-01-03 02:26:47.990,40004,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 02:17:00.000,1e312e96-4e07-4438-9d42-9c601790d6d4,
2021-01-02 00:50:04.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.163,2021-01-04 23:04:34.163,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 00:57:34.080,f7ef8ce1-f41f-4ca7-8c39-164114159cec,
2021-01-02 05:22:34.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.165,2021-01-04 23:04:34.165,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 05:35:04.080,80d93e4e-5115-4585-917b-aaeecdc9e47f,
2020-12-18 04:04:07.897,ade3acdd-9f86-4697-8c1e-ea450c72bf25,,2020-12-31 23:29:27.555,2020-12-31 23:29:27.555,40004,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 04:09:07.897,87aa4cff-281f-4073-b838-f1df688c6fa2,
2021-01-06 05:23:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.855,2021-01-06 07:19:51.855,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 05:24:00.000,b1eb1d18-d2eb-4a69-8329-3f477726475c,
2020-12-31 03:50:06.612,e62b0ab0-c9be-4766-84a6-5b9078afcd07,,2020-12-31 23:29:27.506,2020-12-31 23:29:27.506,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-31 04:05:06.612,deb39f50-2fb9-44ee-88f9-76b0af6cc534,
2021-01-03 04:39:00.000,b859990a-7e37-e2a0-ab41-a8626bdf84e4,,2021-01-03 09:02:38.094,2021-01-03 09:02:38.094,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-03 04:42:00.000,4c94d357-653b-4991-9c3f-d5c0e9646c19,
2021-01-04 03:12:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.607,2021-01-04 07:19:48.607,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 03:13:00.000,3ee19482-7835-4950-8187-1d51376e0289,
2021-01-07 06:55:00.000,af5a236b-cb17-b0e0-28e9-99499d78fce4,,2021-01-07 07:10:39.867,2021-01-07 07:10:39.867,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-07 07:00:00.000,22b841de-74f9-475e-af61-c3e1ad86aee6,
2021-01-01 07:46:00.000,21681481-f6d5-7aa9-f723-1e1ebfb6b7da,,2021-01-01 08:33:31.426,2021-01-01 08:33:31.426,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-01 07:50:00.000,a5ffaf87-548f-4f31-a22e-8fdd72370e77,
2020-12-22 04:14:01.000,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.199,2021-01-04 23:04:34.199,40003,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 04:26:20.374,5b8e2db9-ff74-4eb9-b647-f7886d6f1b3c,
2021-01-04 04:36:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.608,2021-01-04 07:19:48.608,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 04:42:00.000,7999aef9-ab4d-4394-a8a9-52d0c989afd5,
2020-12-18 05:51:37.897,290a57c6-2835-4c34-94a4-62a3ef30ec78,,2021-01-01 07:57:57.653,2021-01-01 07:57:57.653,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 05:54:07.897,3399d216-3d90-4c7b-b941-26b855093cc8,
2021-01-05 01:25:00.000,a8a6b722-6913-c672-2010-45cb6d3f0385,,2021-01-05 06:15:56.792,2021-01-05 06:15:56.792,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-05 01:43:00.000,dc2e778a-7e25-4634-b21d-874cc50cbab0,
2021-01-06 00:30:00.000,49459649-228a-8b61-dc8a-c3967bfaf593,,2021-01-06 07:19:51.849,2021-01-06 07:19:51.849,40002,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-06 00:38:00.000,34a95506-b300-4be0-87af-13d290759a6f,
2021-01-04 06:45:00.000,d6089257-0583-2093-2578-5b566d05917b,,2021-01-04 07:19:48.609,2021-01-04 07:19:48.609,40001,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2021-01-04 06:47:00.000,2066d525-589d-40d0-8e16-46d5282f01e4,
2020-12-18 05:01:37.897,81c98ec5-a20b-4061-916e-993e51112390,,2021-01-01 00:01:58.429,2021-01-01 00:01:58.429,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-18 05:11:37.897,ca653dca-7103-4d90-85db-f861d765ceed,
2021-01-02 04:00:04.080,d9ec5a66-b2ff-4bd5-826c-b17c48d11710,,2021-01-04 23:04:34.162,2021-01-04 23:04:34.162,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2021-01-02 04:10:04.080,db2151f8-c6e9-40e6-99df-1c7264f1051a,
2020-12-23 02:11:00.766,4b468444-43cb-4a63-8299-83659bd52d1c,,2021-01-06 06:58:21.620,2021-01-06 06:58:21.620,40001,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-23 02:21:00.766,1b9ab873-a483-4b42-8ff2-239964243fff,
2020-12-22 03:41:20.374,4fcfd066-bd3e-43c6-bf8c-01fa5c2d5226,,2021-01-04 23:04:34.200,2021-01-04 23:04:34.200,40002,UTC+0200,vC702BfhH0,com.urbandroid.sleep,2020-12-22 03:48:50.374,1b3506b8-1b88-4c71-901a-bb8c0380a6ae,
