com.samsung.shealth.tracker.pedometer_step_count,6156001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
55827,4,0,84,2021-03-19 11:43:00.000,,,2021-03-19 11:45:18.816,2021-03-19 11:45:18.816,84,1.1111112,62.03,3.33,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 11:44:00.000,4b01ead8-6196-4a8b-b676-3e74844d539c,
5495,4,0,12,2021-03-19 10:34:00.000,230002,,2021-03-19 10:35:02.146,2021-03-19 10:35:02.146,12,1.7777778,9.77,0.4,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:34:59.999,744fa2c6-bead-56d5-2288-3942a971878d,
9862,4,0,20,2021-03-17 07:02:00.000,230002,,2021-03-17 07:03:01.325,2021-03-17 07:02:55.308,20,1.6155418,15.933,0.73,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:02:59.999,605a3f23-3d62-cf82-fcde-cba660a14183,
17734,4,0,26,2021-03-16 09:01:00.000,230002,,2021-03-16 09:02:46.406,2021-03-16 09:02:46.406,26,1.0555556,18.72,1.19,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 09:01:59.999,47656677-4cfb-cf45-6a57-bcd3a7c1eb18,
11756,4,0,15,2021-03-16 09:02:00.000,230002,,2021-03-16 09:06:06.355,2021-03-16 09:06:06.355,15,0.8888889,10.45,0.59,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 09:02:59.999,6a711d79-faa2-691e-5653-989fab6b53d1,
914,4,0,2,2021-03-19 10:35:00.000,230002,,2021-03-19 10:38:03.396,2021-03-19 10:38:03.396,2,1.75,1.6,0.07,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:35:59.999,34b760fe-5701-bd90-0d09-f5ebcfb79d93,
9461,4,0,16,2021-03-19 11:44:00.000,,,2021-03-19 11:45:18.906,2021-03-19 11:45:18.906,16,1.2777778,12.09,0.62,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 11:45:00.000,c1dda2a4-80c8-445a-91aa-a218f9cb9a63,
8946,4,0,16,2021-03-16 09:14:00.000,230002,,2021-03-16 09:14:12.168,2021-03-16 09:14:01.536,16,1.3569266,12.14,0.52,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 09:14:59.999,21bf077b-a5ae-3d96-0739-e19c6c45b798,
6759,4,0,12,2021-03-17 22:25:00.000,230002,,2021-03-17 22:34:15.307,2021-03-17 22:34:15.307,12,1.3611112,9.2,0.44,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 22:25:59.999,54e8464e-0108-f861-d1bc-15280fd7d36c,
42247,4,0,73,2021-03-19 11:27:00.000,230002,,2021-03-19 11:35:02.140,2021-03-19 11:35:02.138,73,1.3333334,56.33,2.87,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:27:59.999,51979354-d5bd-d172-80e0-5b0b222d2aae,
5153,4,0,10,2021-03-19 10:36:00.000,230002,,2021-03-19 10:38:03.403,2021-03-19 10:38:03.402,10,1.5,7.73,0.38,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:36:59.999,8022ec0e-29f9-8299-7015-c70118432485,
11289,4,4,18,2021-03-16 10:03:00.000,230002,,2021-03-16 10:03:21.192,2021-03-16 10:03:16.574,22,1.4110708,15.93,1.1,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:03:59.999,521e4a64-8daa-748e-2d2f-07b6ff1f3f35,
42171,4,0,67,2021-03-19 11:28:00.000,230002,,2021-03-19 11:35:02.153,2021-03-19 11:35:02.153,67,1.1666666,49.2,2.62,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:28:59.999,f5009436-983e-d2dc-0b37-0dcdc87c39a1,
12418,4,0,24,2021-03-17 07:03:00.000,230002,,2021-03-17 07:03:49.404,2021-03-17 07:03:01.464,24,1.5242937,18.93,0.9,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:03:59.999,c4e32422-8cbd-f4fe-cf7a-64d39f0ad4df,
12397,4,0,30,2021-03-19 10:37:00.000,230002,,2021-03-19 10:38:03.409,2021-03-19 10:38:03.409,30,1.9722222,24.45,1.13,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:37:59.999,c47791e4-8290-1beb-2a47-5c2805089ba1,
13842,4,0,22,2021-03-16 10:26:00.000,230002,,2021-03-16 10:32:49.449,2021-03-16 10:32:49.449,22,1.1666666,16.15,0.81,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:26:59.999,4f439c0b-a736-bf86-a99e-d5f1f26e82af,
7552,4,0,13,2021-03-19 11:29:00.000,230002,,2021-03-19 11:35:02.162,2021-03-19 11:35:02.161,13,1.3055556,9.86,0.49,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:29:59.999,a3d7d193-0cd1-5bc8-61e4-af927c0dd6a0,
24141,4,7,40,2021-03-19 10:38:00.000,230002,,2021-03-19 10:39:07.371,2021-03-19 10:38:04.436,47,1.5250549,36.817,1.96,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:38:59.999,aee5cb86-2733-8864-bc76-ff3c81645947,
7740,4,0,14,2021-03-16 10:32:00.000,230002,,2021-03-16 10:35:03.123,2021-03-16 10:35:03.122,14,1.3888888,10.75,0.51,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:32:59.999,929fc9a5-389c-1c46-90cf-267d09225d7f,
8321,4,2,17,2021-03-18 06:36:00.000,230002,,2021-03-18 06:37:59.373,2021-03-18 06:37:59.373,19,1.9444444,16.18,0.88,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-18 06:36:59.999,0a06e3b8-6523-9ff2-600a-ce40fd3a22f1,
14228,4,0,23,2021-03-19 11:30:00.000,230002,,2021-03-19 11:35:02.169,2021-03-19 11:35:02.169,23,1.1666666,16.6,0.9,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:30:59.999,52bf8afa-8073-370e-af2c-e92cac8bf84c,
10246,4,0,16,2021-03-19 10:40:00.000,230002,,2021-03-19 10:42:04.387,2021-03-19 10:42:04.386,16,1.1388888,11.67,0.6,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:40:59.999,9656f2f2-a2f3-c5d0-af7d-976bd9297ea7,
6920,4,0,14,2021-03-16 10:35:00.000,230002,,2021-03-16 10:37:11.410,2021-03-16 10:37:11.408,14,1.6111112,11.15,0.46,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:35:59.999,7e66ece0-d9a2-b305-304b-9db85ed7c530,
40235,4,0,70,2021-03-19 11:31:00.000,230002,,2021-03-19 11:35:02.177,2021-03-19 11:35:02.177,70,1.3055556,52.53,2.71,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:31:59.999,4745e11d-344d-f4fc-9278-9a2421ce1631,
15569,4,0,29,2021-03-19 10:41:00.000,230002,,2021-03-19 10:42:04.405,2021-03-19 10:42:04.402,29,1.4444444,22.49,1.05,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:41:59.999,92b5b86a-5df9-57b1-7c82-74a0a6b6d610,
8199,4,0,13,2021-03-17 07:04:00.000,230002,,2021-03-17 07:05:35.475,2021-03-17 07:05:35.475,13,1.1111112,9.11,0.51,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:04:59.999,7747e98b-6bf4-940e-d24b-c7f1d809d15b,
8845,4,0,16,2021-03-19 11:32:00.000,230002,,2021-03-19 11:35:02.185,2021-03-19 11:35:02.184,16,1.3611112,12.04,0.53,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:32:59.999,3ee2ead8-0adb-f077-3984-91745cf23709,
6074,4,0,13,2021-03-16 10:44:00.000,230002,,2021-03-16 10:45:18.371,2021-03-16 10:45:18.371,13,1.75,10.63,0.44,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:44:59.999,28dd9caa-bb0d-1fae-d4bd-e19ac728cd7c,
21923,4,0,40,2021-03-19 10:42:00.000,230002,,2021-03-19 10:43:33.378,2021-03-19 10:42:04.413,40,1.3889037,30.45,1.41,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:42:59.999,6fe58e18-99df-5394-6f9c-75d2aee2ac15,
51144,4,0,104,2021-03-17 07:05:00.000,230002,,2021-03-17 07:15:02.124,2021-03-17 07:05:35.483,104,1.3667225,69.901,4.07,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:05:59.999,3e6c8bf4-45f7-47ec-9b3d-a16d6ee343ec,
4598,4,3,10,2021-03-18 07:04:00.000,230002,,2021-03-18 07:04:23.019,2021-03-18 07:04:21.094,13,3.3708773,15.5,0.71,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-18 07:04:59.999,06157ba6-289a-5fd0-59c0-202c54bb8032,
34720,4,0,67,2021-03-19 11:33:00.000,230002,,2021-03-19 11:35:02.193,2021-03-19 11:35:02.193,67,1.5,52.08,2.57,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:33:59.999,3df85e16-1e5a-fbd8-ea4a-003499f3264b,
6366,4,3,17,2021-03-16 10:45:00.000,230002,,2021-03-16 10:47:00.191,2021-03-16 10:47:00.190,20,2.7222223,17.33,0.84,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:45:59.999,eae6292f-cfb5-296f-0ed9-aa1f88a67734,
4951,4,0,11,2021-03-19 10:43:00.000,230002,,2021-03-19 10:43:33.395,2021-03-19 10:43:33.395,11,1.8055556,8.94,0.38,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:43:59.999,56db2356-eef0-1e54-e836-aa90d132befd,
31151,4,0,56,2021-03-17 07:06:00.000,230002,,2021-03-17 07:15:02.149,2021-03-17 07:15:02.149,56,1.3611112,42.4,2.2,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:06:59.999,f90639cd-a936-7b55-bbf6-5b085afa7778,
36057,4,0,80,2021-03-19 10:47:00.000,230002,,2021-03-19 10:52:51.466,2021-03-19 10:52:51.466,80,1.3888888,50.08,2.84,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:47:59.999,640d82e4-6212-82d7-50c3-ff3f8b0625b1,
9279,4,0,14,2021-03-19 20:10:00.000,230002,,2021-03-19 20:10:35.586,2021-03-19 20:10:31.420,14,1.0376091,9.628,0.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 20:10:59.999,16fde377-8542-9491-4aca-984e4b88d0ae,
23522,4,0,39,2021-03-16 10:47:00.000,230002,,2021-03-16 10:48:39.317,2021-03-16 10:48:39.317,39,1.2222222,28.75,1.61,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:47:59.999,3051b027-a7bf-7b64-c06a-85a6bfce57de,
7681,4,0,17,2021-03-19 11:34:00.000,230002,,2021-03-19 11:35:02.379,2021-03-19 11:35:02.378,17,1.7222222,13.23,0.61,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:34:59.999,b1bb9a4e-5e44-74cb-b284-623ff97eb11e,
58455,4,0,106,2021-03-19 10:48:00.000,230002,,2021-03-19 10:52:51.490,2021-03-19 10:52:51.489,106,1.3333334,77.94,4.13,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:48:59.999,05312e04-426f-8857-5c86-e20ff973159f,
24196,4,0,42,2021-03-17 07:07:00.000,230002,,2021-03-17 07:15:02.157,2021-03-17 07:15:02.157,42,1.3055556,31.59,1.65,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:07:59.999,1f3cf9a8-f802-573e-e0fe-bed329f6f0ad,
10771,4,0,16,2021-03-16 10:48:00.000,230002,,2021-03-16 10:49:02.300,2021-03-16 10:49:02.299,16,1.0555556,11.37,0.62,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:48:59.999,b7e03ad4-49e2-6cf2-9ff5-0618780a0a02,
7405,4,0,12,2021-03-19 11:36:00.000,230002,,2021-03-19 11:55:03.146,2021-03-19 11:55:03.145,12,1.1666666,8.64,0.5,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:36:59.999,f06f14bf-42ab-e85d-5745-28129afbd469,
60000,4,0,103,2021-03-19 10:49:00.000,230002,,2021-03-19 10:52:51.498,2021-03-19 10:52:51.497,103,1.2855,77.13,4.09,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:49:59.999,9a7079d0-311b-055b-d291-a69487f582bb,
12925,4,7,26,2021-03-16 10:49:00.000,230002,,2021-03-16 10:53:25.353,2021-03-16 10:49:12.649,33,2.157012,27.881,1.59,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:49:59.999,820cbf99-2e2b-7a27-4308-432baf7755d1,
22885,4,0,31,2021-03-17 07:19:00.000,,,2021-03-17 07:19:56.857,2021-03-17 07:19:56.495,38,1.2492552,28.59,1.48,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-17 07:20:00.000,598ded03-7a4c-48fd-949f-aaa1655bb7a2,
33814,4,0,54,2021-03-19 11:38:00.000,230002,,2021-03-19 11:55:03.157,2021-03-19 11:55:03.156,54,1.1666666,39.45,2.14,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:38:59.999,f56d6956-451a-5d55-441c-b3bef7e8714a,
60000,4,0,103,2021-03-19 10:50:00.000,230002,,2021-03-19 10:52:51.505,2021-03-19 10:52:51.505,103,1.2818333,76.91,4.1,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:50:59.999,7919152f-5308-cc21-7945-5c8d30bd7939,
10071,4,0,16,2021-03-19 20:19:00.000,,,2021-03-19 20:23:52.563,2021-03-19 20:23:52.563,16,1.1944444,12.03,0.59,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 20:20:00.000,7e495979-a942-4dd0-a516-cf1dd511491a,
20441,4,0,34,2021-03-18 07:21:00.000,230002,,2021-03-18 07:21:46.382,2021-03-18 07:21:46.381,34,1.2777778,26.12,1.24,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-18 07:21:59.999,a59160fa-5d20-fe0d-7dd1-e550646b4ac9,
60000,4,0,104,2021-03-19 10:51:00.000,230002,,2021-03-19 10:52:51.514,2021-03-19 10:52:51.513,104,1.2968333,77.81,4.16,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:51:59.999,c4ed4291-c59d-8eba-2281-a3c648512380,
19096,4,0,31,2021-03-19 11:39:00.000,230002,,2021-03-19 11:55:03.164,2021-03-19 11:55:03.164,31,1.1944444,22.81,1.17,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:39:59.999,95ff9465-40cd-1e7b-bf78-7e325d3fda11,
13988,4,0,15,2021-03-17 07:23:00.000,,,2021-03-17 07:23:19.039,2021-03-17 07:23:07.930,25,1.2217551,17.09,1.22,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-17 07:24:00.000,0eccf8da-a977-465b-8f41-f79834428be3,
12027,4,0,20,2021-03-16 10:52:00.000,230002,,2021-03-16 10:53:25.390,2021-03-16 10:53:25.389,20,1.2222222,14.7,0.75,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:52:59.999,cb6c2ac0-d5da-50a8-fa2e-0306a6244064,
54975,4,0,94,2021-03-19 10:52:00.000,230002,,2021-03-19 10:55:02.981,2021-03-19 10:52:51.541,94,1.2812918,70.44,3.76,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 10:52:59.999,8812d444-e333-d3c1-fae0-f2e3eb3aa81f,
34152,4,0,57,2021-03-19 11:41:00.000,230002,,2021-03-19 11:55:03.172,2021-03-19 11:55:03.172,57,1.25,42.69,2.06,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:41:59.999,6bfc7e72-5904-b76b-e5c5-5216f1211cd1,
7048,4,0,13,2021-03-17 07:19:00.000,230002,,2021-03-17 07:22:19.539,2021-03-17 07:22:19.539,13,1.3888888,9.79,0.52,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:19:59.999,367ee188-2753-7b5d-e9f8-55d256510a53,
6156,4,0,11,2021-03-16 10:53:00.000,230002,,2021-03-16 10:53:25.404,2021-03-16 10:53:25.404,11,1.3611112,8.38,0.4,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-16 10:53:59.999,ba48a464-dda5-dd4a-20da-68b5b6d83a71,
36720,4,0,40,2021-03-19 10:47:00.000,,,2021-03-19 10:55:02.289,2021-03-19 10:55:02.289,74,1.3055556,47.94,2.91,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 10:48:00.000,ac5d37c0-f645-4af8-b067-090b004043ec,
50784,4,0,106,2021-03-19 11:42:00.000,230002,,2021-03-19 11:55:03.182,2021-03-19 11:55:03.182,106,1.6388888,83.23,3.98,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:42:59.999,a41a4318-013f-0b36-b08e-675d81cba9b5,
11108,4,0,20,2021-03-17 07:20:00.000,230002,,2021-03-17 07:22:19.562,2021-03-17 07:22:19.562,20,1.3611112,15.12,0.76,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:20:59.999,446dc835-0e4f-3119-87da-0d70b25914da,
6137,4,0,10,2021-03-19 21:52:00.000,230002,,2021-03-19 21:54:17.478,2021-03-19 21:54:17.478,10,1.1666666,7.16,0.55,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 21:52:59.999,55a6e609-ca94-3204-9c1c-41a5aaafdd25,
55634,4,0,96,2021-03-19 10:48:00.000,,,2021-03-19 10:55:02.336,2021-03-19 10:55:02.336,98,1.3333334,74.18,3.9,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 10:49:00.000,34f75ff7-2a44-47a1-b906-d0a91c1555da,
48276,4,0,101,2021-03-19 11:43:00.000,230002,,2021-03-19 11:55:03.193,2021-03-19 11:55:03.193,101,1.6666666,80.46,3.82,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:43:59.999,4dc3962b-3ee3-e206-4bcb-28438d6be4a5,
9574,4,0,21,2021-03-17 07:21:00.000,230002,,2021-03-17 07:22:19.606,2021-03-17 07:22:19.567,21,1.8611112,17.82,0.97,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:21:59.999,ef32f676-ab76-8f07-4319-5cef8a4d6d14,
60000,4,0,103,2021-03-19 10:49:00.000,,,2021-03-19 10:55:02.378,2021-03-19 10:55:02.378,103,1.3078334,78.47,4.12,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 10:50:00.000,e65bdea6-9259-4dc6-ae72-2d23c49f2f2a,
6189,4,0,12,2021-03-19 21:56:00.000,230002,,2021-03-19 21:56:47.044,2021-03-19 21:56:46.385,12,1.4976528,9.27,0.45,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 21:56:59.999,817a49cb-49c9-a420-8339-412944139680,
6898,4,0,10,2021-03-20 09:18:00.000,230002,,2021-03-20 09:24:31.404,2021-03-20 09:24:31.404,10,1.0277778,7.09,0.37,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-20 09:18:59.999,ddec338b-dc34-9914-fc9e-ab17bace2607,
59499,4,0,102,2021-03-19 10:50:00.000,,,2021-03-19 10:55:02.421,2021-03-19 10:55:02.421,102,1.3055556,77.68,4.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 10:51:00.000,511ee021-b155-48b2-83de-4c5c5d47e993,
11500,4,0,23,2021-03-17 07:22:00.000,230002,,2021-03-17 07:25:32.384,2021-03-17 07:25:32.384,23,1.5,17.25,0.92,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:22:59.999,3977f881-06f1-abdb-9c53-659c96b50c73,
27810,4,0,49,2021-03-19 11:44:00.000,230002,,2021-03-19 11:55:03.201,2021-03-19 11:55:03.201,49,1.3333334,37.08,1.86,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 11:44:59.999,8fb8d260-0734-34e3-f863-b3690685c884,
5753,4,0,11,2021-03-19 21:57:00.000,230002,,2021-03-19 21:57:03.329,2021-03-19 21:57:03.329,11,1.5,8.63,0.4,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-19 21:57:59.999,0de07210-2978-509b-88bf-593f4c1afb07,
60000,4,0,102,2021-03-19 10:51:00.000,,,2021-03-19 10:55:02.467,2021-03-19 10:55:02.467,105,1.3395001,80.37,4.2,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 10:52:00.000,e3d3e59b-8870-4330-93df-c057479e7a30,
16033,4,0,25,2021-03-18 07:21:00.000,,,2021-03-18 07:26:40.714,2021-03-18 07:26:40.714,25,1.1388888,18.26,0.96,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-18 07:22:00.000,5a3241c4-9049-4b0a-a7a4-7bba2af2e71f,
58507,4,0,105,2021-03-19 10:52:00.000,,,2021-03-19 10:55:02.513,2021-03-19 10:55:02.513,102,1.3333334,78.01,4.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 10:53:00.000,5592af2f-8275-4d39-9f40-59a7d463f1fe,
37740,4,0,59,2021-03-19 11:59:00.000,,,2021-03-19 12:02:42.638,2021-03-19 12:02:42.638,59,1.1666666,44.03,2.31,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 12:00:00.000,c3c384ec-c2fc-4bcd-aecd-7b3d9cff0e5c,
31901,4,0,52,2021-03-17 07:23:00.000,230002,,2021-03-17 07:25:32.391,2021-03-17 07:25:32.390,52,1.0833334,34.56,2.33,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:23:59.999,757783bf-0d85-a9ac-53b9-508402cfb3e9,
12720,4,0,18,2021-03-20 01:16:00.000,230002,,2021-03-20 01:35:14.189,2021-03-20 01:35:14.189,18,1.0,12.72,0.72,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-20 01:16:59.999,ad9a4c47-3e67-c5ca-a27a-7f5ae796fafd,
40432,4,0,67,2021-03-20 19:43:00.000,,,2021-03-20 19:52:43.036,2021-03-20 19:52:43.036,67,1.25,50.54,2.66,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 19:44:00.000,564a1b74-3114-4b1b-945d-88d67c96a8f3,
12104,4,0,20,2021-03-19 12:00:00.000,,,2021-03-19 12:02:42.714,2021-03-19 12:02:42.714,20,1.25,15.13,0.78,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 12:01:00.000,46c0324a-74cb-42c4-a540-20c4ed5c7c52,
60000,4,0,103,2021-03-20 19:44:00.000,,,2021-03-20 19:52:43.460,2021-03-20 19:52:43.460,103,1.3021666,78.13,4.12,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 19:45:00.000,86aa95c5-ce90-499a-a1f6-c65e7f79be69,
7255,4,0,10,2021-03-17 07:25:00.000,230002,,2021-03-17 07:26:54.393,2021-03-17 07:26:54.393,11,1.0833334,7.86,0.45,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-17 07:25:59.999,be3c13de-6071-8785-3460-5063d4f4df9e,
17872,4,0,30,2021-03-20 09:19:00.000,230002,,2021-03-20 09:24:31.411,2021-03-20 09:24:31.410,30,1.25,22.34,1.09,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-20 09:19:59.999,ece9a912-af11-5c6d-4fc8-5efc9a7b359f,
7390,4,0,10,2021-03-18 08:05:00.000,230002,,2021-03-18 08:07:52.582,2021-03-18 08:07:52.582,10,0.9444444,6.98,0.43,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-18 08:05:59.999,798460e3-59b2-3c63-ec85-9f35adaefa7e,
53154,4,0,85,2021-03-20 19:45:00.000,,,2021-03-20 19:52:43.682,2021-03-20 19:52:43.682,85,1.1944444,63.49,3.38,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 19:46:00.000,185d3780-e6b3-49d6-b7fe-1b4ab353cd1e,
26478,4,0,47,2021-03-19 12:01:00.000,,,2021-03-19 12:02:42.809,2021-03-19 12:02:42.809,47,1.3611112,36.04,1.84,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 12:02:00.000,fcdadd86-53c0-4214-9fe9-84bdb47a1240,
13491,4,0,20,2021-03-20 14:24:00.000,,,2021-03-20 14:32:45.650,2021-03-20 14:32:45.650,20,1.1111112,14.99,0.76,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 14:25:00.000,dd4a918e-c323-4f23-9581-323b2bb5dc0a,
12444,4,0,18,2021-03-20 09:31:00.000,230002,,2021-03-20 09:32:19.391,2021-03-20 09:32:19.391,18,1.0277778,12.79,0.66,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-20 09:31:59.999,a5f75b9b-ea50-1d7a-6ef7-e24ee44ae80a,
58246,4,0,86,2021-03-20 19:46:00.000,,,2021-03-20 19:52:43.801,2021-03-20 19:52:43.801,86,1.0833334,63.1,3.44,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 19:47:00.000,ae71127d-77cb-4e55-b3df-af6182f2c20e,
18293,4,0,31,2021-03-19 12:02:00.000,,,2021-03-19 12:02:59.047,2021-03-19 12:02:42.938,31,1.2851207,23.51,1.23,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-19 12:03:00.000,19f0710e-0964-4bd2-99e7-7e5f469c56c8,
15093,4,0,23,2021-03-20 14:35:00.000,,,2021-03-20 14:35:48.453,2021-03-20 14:35:48.453,23,1.1388888,17.19,0.86,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 14:36:00.000,225617a5-d97f-4bcd-a593-406149bd8df6,
52920,4,0,76,2021-03-20 19:47:00.000,,,2021-03-20 19:52:43.999,2021-03-20 19:52:43.999,76,1.0555556,55.86,2.98,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-20 19:48:00.000,676fa551-9d61-40f8-9ad6-4269f74f8934,
