com.samsung.shealth.tracker.pedometer_step_count,6156001,2
duration,version_code,run_step,walk_step,com.samsung.health.step_count.start_time,com.samsung.health.step_count.sample_position_type,com.samsung.health.step_count.custom,com.samsung.health.step_count.update_time,com.samsung.health.step_count.create_time,com.samsung.health.step_count.count,com.samsung.health.step_count.speed,com.samsung.health.step_count.distance,com.samsung.health.step_count.calorie,com.samsung.health.step_count.time_offset,com.samsung.health.step_count.deviceuuid,com.samsung.health.step_count.pkg_name,com.samsung.health.step_count.end_time,com.samsung.health.step_count.datauuid
17547,4,0,26,2021-03-07 08:30:00.000,,,2021-03-07 08:31:22.463,2021-03-07 08:31:22.463,26,1.0833334,19.01,1.01,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 08:31:00.000,681c2903-6efb-4c3d-bcf6-47fc3d7846aa,
36927,4,45,37,2021-03-09 10:42:00.000,230002,,2021-03-09 10:42:59.909,2021-03-09 10:42:23.484,82,1.8912644,69.84,4.49,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:42:59.999,1ac070fb-37bc-94d1-6108-1ce5a0f0f644,
30685,4,0,48,2021-03-07 11:12:00.000,,,2021-03-07 11:15:01.038,2021-03-07 11:15:01.038,48,1.1666666,35.8,1.84,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 11:13:00.000,3aec9a65-9dde-49da-9f8b-eaf9b56fe459,
57019,4,153,0,2021-03-09 10:43:00.000,230002,,2021-03-09 10:43:59.985,2021-03-09 10:43:00.337,153,2.4188132,137.92,10.71,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:43:59.999,399409aa-345e-a2cb-bac6-b05c48466822,
32419,4,0,65,2021-03-07 08:22:00.000,230002,,2021-03-07 08:31:50.340,2021-03-07 08:22:16.419,65,1.5734433,51.01,2.4,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:22:59.999,14b94b20-ac4c-103a-c9b7-b44114339574,
9095,4,0,19,2021-03-09 18:05:00.000,230002,,2021-03-09 18:06:27.500,2021-03-09 18:05:54.634,19,1.6315025,14.84,0.66,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 18:05:59.999,89a21b9e-5e9c-b8c3-c582-e2d5e9eb1f46,
57610,4,147,0,2021-03-08 10:18:00.000,230002,,2021-03-08 10:18:59.675,2021-03-08 10:18:00.339,147,2.3849604,137.399,10.29,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-08 10:18:59.999,9af56506-69d3-3260-2c50-01d23d089ac9,
37426,4,0,64,2021-03-05 17:43:00.000,230002,,2021-03-05 17:44:02.368,2021-03-05 17:43:44.338,64,1.2822539,47.99,2.3,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-05 17:43:59.999,a673f292-be5d-264d-1fa3-2f667ea08c11,
58097,4,155,0,2021-03-09 10:44:00.000,230002,,2021-03-09 10:45:00.650,2021-03-09 10:44:00.384,155,2.3903084,138.87,10.85,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:44:59.999,939fabcb-c62d-0afe-6494-dd328ba8b436,
4314,4,0,10,2021-03-09 18:11:00.000,230002,,2021-03-09 18:15:01.120,2021-03-09 18:15:01.119,10,1.9166666,8.27,0.43,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 18:11:59.999,43a4a2d1-133b-a254-fb9b-0de4d61a5c8c,
28764,4,0,45,2021-03-07 08:23:00.000,230002,,2021-03-07 08:31:50.347,2021-03-07 08:31:50.346,45,1.1388888,32.76,1.75,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:23:59.999,ad2ccc75-4a4e-5748-b090-3d2f177527fc,
9438,4,1,22,2021-03-09 18:31:00.000,230002,,2021-03-09 18:35:02.144,2021-03-09 18:31:11.238,23,2.024724,19.11,0.94,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 18:31:59.999,8b76b167-ee4c-c9d1-516a-43cda477d7f4,
57668,4,152,0,2021-03-09 10:45:00.000,230002,,2021-03-09 10:45:59.847,2021-03-09 10:45:00.712,152,2.3265553,134.17,10.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:45:59.999,1367d8d8-53e6-609e-321d-d5617bbc9d76,
8438,4,0,13,2021-03-07 11:13:00.000,,,2021-03-07 11:15:08.936,2021-03-07 11:15:08.936,13,1.1388888,9.61,0.52,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 11:14:00.000,316b4042-6518-4aac-89d9-6f0aaee91c14,
24250,4,0,40,2021-03-07 08:24:00.000,230002,,2021-03-07 08:31:50.353,2021-03-07 08:31:50.353,40,1.2222222,29.64,1.52,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:24:59.999,387ae118-9e66-892b-7e76-70f91c723752,
14301,4,0,17,2021-03-09 18:42:00.000,,,2021-03-09 18:55:01.497,2021-03-09 18:55:01.497,24,1.2222222,17.48,0.92,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 18:43:00.000,df83f370-a086-4796-a851-cf4d95daaac8,
58043,4,150,0,2021-03-09 10:46:00.000,230002,,2021-03-09 10:46:59.660,2021-03-09 10:46:00.292,150,2.2869337,132.741,10.5,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:46:59.999,084e0c4c-5957-4eda-7264-6122685cf6fb,
13638,4,0,22,2021-03-07 08:29:00.000,230002,,2021-03-07 08:31:50.358,2021-03-07 08:31:50.357,22,1.1944444,16.29,0.8,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:29:59.999,874ab32a-0cd8-f6b4-a936-2731b5f4f592,
57941,4,149,0,2021-03-08 10:19:00.000,230002,,2021-03-08 10:19:59.881,2021-03-08 10:19:00.079,149,2.3422031,135.711,10.43,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-08 10:19:59.999,3846a9fb-9de4-50bc-9580-bfd9ffad38af,
16373,4,0,31,2021-03-07 08:34:00.000,,,2021-03-07 08:35:00.733,2021-03-07 08:35:00.733,31,1.5,24.56,1.15,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 08:35:00.000,5ee90ee1-b20d-4d3b-a83d-cf3cfc118893,
27490,4,0,39,2021-03-05 17:44:00.000,230002,,2021-03-05 17:44:53.433,2021-03-05 17:44:53.433,39,1.0,27.49,1.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-05 17:44:59.999,a0ae6e94-47f1-6c27-70bb-7c0ca32efd34,
58079,4,152,0,2021-03-09 10:47:00.000,230002,,2021-03-09 10:47:59.658,2021-03-09 10:47:00.078,152,2.2916667,133.099,10.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:47:59.999,edce18a9-294c-fecf-c425-4b2e66cfb0d1,
20514,4,0,31,2021-03-09 19:06:00.000,230002,,2021-03-09 19:07:40.490,2021-03-09 19:06:37.471,35,1.1791866,24.19,1.33,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 19:06:59.999,d7113419-fc72-ad4c-2d75-6b1697e6a6db,
8778,4,0,18,2021-03-07 08:34:00.000,230002,,2021-03-07 08:34:46.297,2021-03-07 08:34:46.297,18,1.6666666,14.63,0.76,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:34:59.999,fe4689a3-614e-637d-7a55-f436fabb88f2,
5220,4,0,11,2021-03-07 11:11:00.000,230002,,2021-03-07 11:12:01.345,2021-03-07 11:12:01.330,11,1.6666666,8.7,0.38,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:11:59.999,09153504-557c-6e0b-7e1f-543cb1e82e8d,
39674,4,0,65,2021-03-09 19:07:00.000,230002,,2021-03-09 19:09:04.480,2021-03-09 19:07:40.512,65,1.1844016,46.991,2.58,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 19:07:59.999,3cbd91b3-4c4e-7bf2-e46a-8594154c8d5f,
42404,4,101,10,2021-03-09 10:48:00.000,230002,,2021-03-09 10:48:59.659,2021-03-09 10:48:00.069,111,2.3179371,98.29,7.57,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:48:59.999,0c7a73b8-acf5-e8c3-fd7e-010f7d5a1b39,
11598,4,0,15,2021-03-07 08:38:00.000,230002,,2021-03-07 08:49:21.558,2021-03-07 08:49:21.558,15,0.8888889,10.31,0.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:38:59.999,ec300d32-287d-c8c9-07c0-7838549d80d2,
58170,4,152,0,2021-03-09 10:49:00.000,230002,,2021-03-09 10:50:00.008,2021-03-09 10:49:00.058,152,2.32025,134.97,10.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:49:59.999,d6672869-724e-53c3-8e28-0110e855d9c8,
25477,4,0,22,2021-03-09 19:06:00.000,,,2021-03-09 19:14:22.388,2021-03-09 19:14:22.388,35,0.9722222,24.77,1.48,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 19:07:00.000,6f623e58-a263-432c-8037-55e20078b896,
58264,4,150,0,2021-03-08 10:20:00.000,230002,,2021-03-08 10:20:59.886,2021-03-08 10:20:00.273,150,2.2974517,133.859,10.5,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-08 10:20:59.999,c41b5489-b3d7-2dec-2869-4b52eb186bf3,
57830,4,150,0,2021-03-09 10:50:00.000,230002,,2021-03-09 10:50:59.683,2021-03-09 10:50:00.384,150,2.2725172,131.42,10.5,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:50:59.999,21dc7ceb-c5e9-3b32-03cc-08af708dcf6e,
33183,4,0,61,2021-03-07 11:12:00.000,230002,,2021-03-07 11:14:20.442,2021-03-07 11:12:01.795,61,1.3928567,46.22,2.36,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:12:59.999,c371d0f3-69f7-60fe-77ba-fbb1e1986733,
6832,4,0,13,2021-03-05 17:45:00.000,230002,,2021-03-05 17:46:06.382,2021-03-05 17:46:06.381,13,1.4166666,9.68,0.44,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-05 17:45:59.999,91558054-a090-3ff5-13fe-b64589e12403,
3337,4,0,10,2021-03-07 08:41:00.000,230002,,2021-03-07 08:49:21.565,2021-03-07 08:49:21.565,10,3.7777777,12.61,0.42,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:41:59.999,84c0d5ba-bdcb-defa-c5bb-9696f4f8f9ae,
58030,4,150,0,2021-03-09 10:51:00.000,230002,,2021-03-09 10:51:59.669,2021-03-09 10:51:00.061,150,2.3058648,133.81,10.5,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 10:51:59.999,e0e3d80f-6584-48c8-86b7-68eba409b2bc,
13539,4,0,21,2021-03-05 17:43:00.000,,,2021-03-05 17:55:01.983,2021-03-05 17:55:01.983,21,1.1388888,15.42,0.8,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-05 17:44:00.000,334e9259-265e-4029-8976-05385a2b5440,
13580,4,0,15,2021-03-07 08:39:00.000,,,2021-03-07 08:55:00.734,2021-03-07 08:55:00.734,19,1.0,13.58,0.74,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 08:40:00.000,85d2438f-e666-4d61-aadb-f54a9c94dca4,
57266,4,155,0,2021-03-09 10:43:00.000,,,2021-03-09 10:55:00.572,2021-03-09 10:55:00.572,155,3.0555556,174.98,12.4,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:44:00.000,af3d7ff9-0805-4fb8-842c-93e03c70f4d4,
36324,4,0,55,2021-03-05 17:44:00.000,,,2021-03-05 17:55:02.069,2021-03-05 17:55:02.069,55,1.1111112,40.36,2.12,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-05 17:45:00.000,1d890c42-0423-4fe1-86fd-5ddba7266e59,
25002,4,0,35,2021-03-09 19:07:00.000,,,2021-03-09 19:14:22.478,2021-03-09 19:14:22.478,40,1.1111112,27.78,1.68,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 19:08:00.000,953b3054-bd3c-45be-b650-ecfd68582046,
57899,4,150,0,2021-03-08 10:21:00.000,230002,,2021-03-08 10:21:59.956,2021-03-08 10:21:00.241,150,2.2953699,132.901,10.5,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-08 10:21:59.999,7a145edf-7da6-bd0a-3251-23223494686e,
7459,4,0,12,2021-03-07 08:49:00.000,230002,,2021-03-07 08:55:01.102,2021-03-07 08:55:01.102,12,1.1944444,8.91,0.43,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 08:49:59.999,8ba9ef0e-6502-dc18-debe-57870ac5d027,
5148,4,0,12,2021-03-05 18:13:00.000,230002,,2021-03-05 18:15:02.129,2021-03-05 18:15:02.128,12,1.9444444,10.01,0.45,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-05 18:13:59.999,a35583bf-dbe3-9705-465b-7f38b7b45ff2,
1158,4,0,2,2021-03-07 11:13:00.000,230002,,2021-03-07 11:14:20.457,2021-03-07 11:14:20.457,2,1.2777778,1.48,0.08,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:13:59.999,3a5ec22c-42a6-6935-4b94-5eb65796debd,
56899,4,155,0,2021-03-09 10:44:00.000,,,2021-03-09 10:55:00.624,2021-03-09 10:55:00.624,155,3.0833333,175.44,12.4,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:45:00.000,a7acbfb7-c9aa-4fa6-a28e-a1b13a4f5339,
8685,4,0,17,2021-03-09 20:04:00.000,230002,,2021-03-09 20:04:34.481,2021-03-09 20:04:34.481,17,1.5555556,13.51,0.66,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 20:04:59.999,95b54412-17f5-d51c-fa2e-9ca5409a3612,
30522,4,0,52,2021-03-07 09:07:00.000,,,2021-03-07 09:09:12.582,2021-03-07 09:09:12.582,48,1.1666666,35.61,1.86,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 09:08:00.000,e4d032c2-c6cf-4eee-8216-bcbd5b881f64,
56896,4,152,0,2021-03-09 10:45:00.000,,,2021-03-09 10:55:00.674,2021-03-09 10:55:00.674,152,3.0,170.69,12.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:46:00.000,9a327ac0-be21-47a9-a8e0-7016f85b2f42,
13629,4,0,29,2021-03-09 20:05:00.000,230002,,2021-03-09 20:06:45.504,2021-03-09 20:06:45.504,29,1.3888888,18.93,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 20:05:59.999,f396c0dc-e6b3-5dad-eec3-1e8cf05b389a,
58197,4,151,0,2021-03-08 10:22:00.000,230002,,2021-03-08 10:22:59.864,2021-03-08 10:22:00.325,151,2.2270465,129.609,10.57,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-08 10:22:59.999,96170226-29f6-8b65-9cbe-891c9ae76c6e,
14681,4,0,19,2021-03-07 09:07:00.000,230002,,2021-03-07 09:09:11.764,2021-03-07 09:09:11.763,19,0.8888889,13.05,0.75,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 09:07:59.999,def74df3-90bd-354c-4a42-6e1a99878bcc,
57141,4,151,0,2021-03-09 10:46:00.000,,,2021-03-09 10:55:00.730,2021-03-09 10:55:00.730,151,2.9444444,168.25,12.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:47:00.000,3e135d32-025a-483e-849d-c7cf949491af,
28517,4,0,35,2021-03-09 20:05:00.000,,,2021-03-09 20:15:01.389,2021-03-09 20:15:01.389,49,1.1666666,33.27,1.91,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 20:06:00.000,8a1c6342-5007-430a-a8ad-1b4957e125b2,
57090,4,151,0,2021-03-08 10:15:00.000,,,2021-03-08 10:25:55.939,2021-03-08 10:25:55.939,151,2.9444444,168.1,12.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-08 10:16:00.000,f93c65ed-5f40-4841-8260-1195cc40a86b,
4951,4,0,10,2021-03-07 09:14:00.000,230002,,2021-03-07 09:14:15.326,2021-03-07 09:14:15.325,10,1.5833334,7.84,0.36,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 09:14:59.999,0d5193b6-0e08-ae90-10a2-3326eb4c8092,
56849,4,151,0,2021-03-09 10:47:00.000,,,2021-03-09 10:55:00.800,2021-03-09 10:55:00.800,151,2.9722223,168.97,12.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:48:00.000,b1f62514-cdb6-40db-9d8e-35a182b1a44c,
7483,4,0,10,2021-03-07 11:14:00.000,230002,,2021-03-07 11:14:37.393,2021-03-07 11:14:37.393,10,0.9166667,6.86,0.45,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:14:59.999,cd4b686c-1b76-d40d-93dd-7c690e0581c5,
35386,4,0,47,2021-03-09 21:31:00.000,,,2021-03-09 21:32:04.372,2021-03-09 21:32:04.372,62,1.2222222,43.25,3.17,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 21:32:00.000,26fd7507-7411-4845-8181-f5de564605aa,
42860,4,92,23,2021-03-09 10:48:00.000,,,2021-03-09 10:55:00.886,2021-03-09 10:55:00.886,115,2.8611112,122.63,8.23,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:49:00.000,aef63765-1660-4272-aabb-e0bce555a09f,
6826,4,0,13,2021-03-07 09:20:00.000,,,2021-03-07 09:20:30.209,2021-03-07 09:20:29.422,13,1.4956055,10.21,0.44,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 09:21:00.000,c5f3e1bb-0247-4ffa-9440-5712d0fc15f9,
56816,4,152,0,2021-03-08 10:16:00.000,,,2021-03-08 10:25:56.014,2021-03-08 10:25:56.014,152,3.0,170.45,12.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-08 10:17:00.000,dd88cabe-37df-4682-a389-151434d06e45,
6995,4,0,10,2021-03-09 21:32:00.000,,,2021-03-09 21:32:05.953,2021-03-09 21:32:04.469,10,1.0277778,7.19,0.39,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 21:33:00.000,16dba19e-b0bf-435f-a5d0-d123f4fbd375,
57874,4,152,0,2021-03-09 10:49:00.000,,,2021-03-09 10:55:00.956,2021-03-09 10:55:00.956,152,2.9166667,168.8,12.16,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:50:00.000,0c7c1cb4-9b6f-438f-9b90-0d8c5bb7d382,
13604,4,2,27,2021-03-07 09:26:00.000,230002,,2021-03-07 09:27:36.370,2021-03-07 09:26:19.350,29,1.7648084,24.01,1.31,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 09:26:59.999,bb405322-7c55-12d0-99f4-fc1de0a46ab1,
57215,4,149,0,2021-03-08 10:17:00.000,,,2021-03-08 10:25:56.133,2021-03-08 10:25:56.133,149,2.8888888,165.29,11.92,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-08 10:18:00.000,163026d9-d64e-47e1-9423-cb91e1e44ad7,
5617,4,0,10,2021-03-09 21:30:00.000,230002,,2021-03-09 21:30:47.408,2021-03-09 21:30:47.404,10,1.3333334,7.49,0.38,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 21:30:59.999,2d2f67fd-71aa-7c71-f647-f02c774e901b,
57270,4,151,0,2021-03-09 10:50:00.000,,,2021-03-09 10:55:01.005,2021-03-09 10:55:01.005,151,2.9444444,168.63,12.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:51:00.000,8042b315-4a92-461b-89cc-313561a76797,
14564,4,0,30,2021-03-07 09:27:00.000,230002,,2021-03-07 09:27:36.376,2021-03-07 09:27:36.376,30,1.6388888,23.87,1.11,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 09:27:59.999,5e0b9c0f-b460-7bc4-f81e-24e020e9ad41,
5216,4,0,10,2021-03-07 11:29:00.000,230002,,2021-03-07 11:35:01.140,2021-03-07 11:35:01.139,10,1.4722222,7.68,0.42,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:29:59.999,5532149f-361b-e28a-e32e-858f717b151f,
57250,4,147,0,2021-03-08 10:18:00.000,,,2021-03-08 10:25:56.253,2021-03-08 10:25:56.253,147,2.8333333,162.21,11.76,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-08 10:19:00.000,18275bf2-b35c-4415-b2ff-fc339db2d8e0,
20302,4,0,43,2021-03-09 21:31:00.000,230002,,2021-03-09 21:35:00.886,2021-03-09 21:35:00.885,43,1.4722222,29.89,1.74,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 21:31:59.999,6a7cfdfa-defb-8a04-8c9b-f813543c0706,
57198,4,150,0,2021-03-09 10:51:00.000,,,2021-03-09 10:55:01.091,2021-03-09 10:55:01.091,150,2.9166667,166.83,12.0,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:52:00.000,f333e439-efc0-4602-a86e-638b16452615,
14298,4,0,27,2021-03-07 09:29:00.000,230002,,2021-03-07 09:29:58.437,2021-03-07 09:29:58.437,27,1.4722222,21.05,1.04,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 09:29:59.999,b11af3ee-1f17-834f-39fa-1a56eb560ddf,
57925,4,151,0,2021-03-09 10:52:00.000,,,2021-03-09 10:55:01.134,2021-03-09 10:55:01.134,151,2.8888888,167.34,12.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:53:00.000,1dbe8ce1-7144-4af8-91a2-e251d62ecb66,
8005,4,0,12,2021-03-09 22:19:00.000,230002,,2021-03-09 22:19:31.338,2021-03-09 22:19:31.338,12,1.0555556,8.45,0.46,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 22:19:59.999,380cdd04-4a62-3c6b-7496-3b01e89ee5dc,
5565,4,0,10,2021-03-07 11:48:00.000,230002,,2021-03-07 11:55:02.345,2021-03-07 11:55:02.344,10,1.3888888,7.73,0.34,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:48:59.999,57412ec6-3fe9-60ca-dfdd-578794bf0588,
57121,4,151,0,2021-03-09 10:53:00.000,,,2021-03-09 10:55:01.181,2021-03-09 10:55:01.181,151,2.9444444,168.19,12.08,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:54:00.000,cfae6cb5-30a5-41ff-b9ba-57625368e8c9,
31174,4,0,58,2021-03-09 22:20:00.000,230002,,2021-03-09 22:21:04.557,2021-03-09 22:21:04.554,58,1.4444444,45.03,2.08,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 22:20:59.999,074219b4-6a73-d4b2-c461-d9c7175e8027,
8442,4,0,13,2021-03-07 11:55:00.000,230002,,2021-03-07 11:56:37.564,2021-03-07 11:56:37.564,13,1.1111112,9.38,0.63,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:55:59.999,1a2ee03e-96c8-379e-3d93-17df2b1d2218,
56740,4,150,0,2021-03-09 10:54:00.000,,,2021-03-09 10:55:01.227,2021-03-09 10:55:01.227,150,2.9444444,167.07,12.0,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-09 10:55:00.000,829ab52e-0218-48ec-9509-817a2a58d694,
8647,4,0,18,2021-03-09 22:21:00.000,230002,,2021-03-09 22:22:48.816,2021-03-09 22:21:04.600,18,1.6790338,14.52,0.64,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 22:21:59.999,62f9c689-fe99-ee19-3b27-571d83c795bb,
30514,4,0,43,2021-03-07 11:56:00.000,230002,,2021-03-07 11:57:21.389,2021-03-07 11:56:37.573,43,1.0051026,30.67,1.71,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:56:59.999,6c420064-6dd4-808c-bfef-dedf3a21e259,
57215,4,148,0,2021-03-08 10:19:00.000,,,2021-03-08 10:25:56.339,2021-03-08 10:25:56.339,148,2.8611112,163.7,11.84,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-08 10:20:00.000,8b759453-4bb3-48f8-8919-602dd5aa0595,
16935,4,2,30,2021-03-05 18:21:00.000,230002,,2021-03-05 18:21:31.145,2021-03-05 18:21:13.376,32,1.4897504,25.23,1.47,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-05 18:21:59.999,293466d9-2e14-a4b5-7785-8b29d0558357,
19522,4,0,33,2021-03-07 11:59:00.000,,,2021-03-07 11:59:57.172,2021-03-07 11:59:55.066,33,1.2647012,24.690002,1.2799999,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 12:00:00.000,b0ab2e82-cc35-4e6e-b567-8c11d8fb0ead,
5662,4,0,12,2021-03-09 22:25:00.000,230002,,2021-03-09 22:35:01.227,2021-03-09 22:35:01.220,12,1.75,9.91,0.46,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-09 22:25:59.999,5625cdeb-79f6-12fa-4581-3e029e021dbc,
16331,4,0,25,2021-03-07 09:30:00.000,,,2021-03-07 09:35:00.709,2021-03-07 09:35:00.709,25,1.1388888,18.6,0.95,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 09:31:00.000,4906588d-6326-4918-80d4-a88540776a4b,
38160,4,0,56,2021-03-07 12:02:00.000,,,2021-03-07 12:02:47.363,2021-03-07 12:02:47.363,56,1.0833334,41.34,2.18,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-07 12:03:00.000,59c8fa64-3f9f-451c-b178-599c68c9222a,
31294,4,0,42,2021-03-05 19:37:00.000,,,2021-03-05 19:41:13.281,2021-03-05 19:41:13.281,50,1.1666666,36.51,1.96,UTC+0300,OD8XXfRrR9,com.sec.android.app.shealth,2021-03-05 19:38:00.000,1d83fc29-da3e-4e09-8f58-80ba5c816ad3,
6222,4,0,10,2021-03-10 07:36:00.000,230002,,2021-03-10 07:37:04.773,2021-03-10 07:37:04.772,10,1.1666666,7.26,0.38,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-10 07:36:59.999,d43ba0eb-8a12-c129-c973-c9260a3d24f5,
19870,4,0,31,2021-03-07 11:59:00.000,230002,,2021-03-07 12:00:49.625,2021-03-07 12:00:49.624,31,1.1388888,22.63,1.26,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-03-07 11:59:59.999,d3e33396-1eda-d1e6-7a92-409d6cc486ec,
