com.samsung.shealth.step_daily_trend,6156001,6
binning_data,update_time,create_time,source_pkg_name,source_type,count,speed,distance,calorie,deviceuuid,pkg_name,datauuid,day_time
f673ee7e-d167-4e70-9274-42bf20b01e43.binning_data.json,2021-03-03 08:19:37.682,2021-03-03 08:19:37.682,com.sec.android.app.shealth,0,13546,1.2511619,10135.706,480.8354,OD8XXfRrR9,com.sec.android.app.shealth,f673ee7e-d167-4e70-9274-42bf20b01e43,1604880000000,
ee1bd5ec-be06-45ff-ac81-655f8a5c93c8.binning_data.json,2021-03-03 08:19:37.682,2021-03-03 08:19:37.682,com.sec.android.app.shealth,0,6341,1.2688371,4747.3438,224.61914,OD8XXfRrR9,com.sec.android.app.shealth,ee1bd5ec-be06-45ff-ac81-655f8a5c93c8,1605052800000,
7fe3ee87-792d-46e7-85dc-324dfdbc2608.binning_data.json,2021-03-03 08:19:37.683,2021-03-03 08:19:37.683,com.sec.android.app.shealth,0,5646,1.2545754,4240.449,199.82959,OD8XXfRrR9,com.sec.android.app.shealth,7fe3ee87-792d-46e7-85dc-324dfdbc2608,1605139200000,
bc498193-2caa-4269-93a5-d4ccdfabf37f.binning_data.json,2021-03-03 08:19:37.682,2021-03-03 08:19:37.682,com.sec.android.app.shealth,0,6189,1.3069555,4681.5957,218.44556,OD8XXfRrR9,com.sec.android.app.shealth,bc498193-2caa-4269-93a5-d4ccdfabf37f,1604966400000,
58b6fb13-0e5a-4f45-aefc-622f7e776ba3.binning_data.json,2021-03-03 08:19:37.682,2021-03-03 08:19:37.682,com.sec.android.app.shealth,0,13523,1.2333599,10102.361,480.99048,OD8XXfRrR9,com.sec.android.app.shealth,58b6fb13-0e5a-4f45-aefc-622f7e776ba3,1604793600000,
d05f9311-e39d-49a6-8213-683351c63070.binning_data.json,2021-03-03 08:19:37.678,2021-03-03 08:19:37.678,com.sec.android.app.shealth,0,7647,1.3449597,6001.7935,289.13995,OD8XXfRrR9,com.sec.android.app.shealth,d05f9311-e39d-49a6-8213-683351c63070,1604707200000,
f7eecc6c-b6a5-4f18-ba11-ba9b274416ac.binning_data.json,2021-03-03 08:19:37.684,2021-03-03 08:19:37.684,com.sec.android.app.shealth,0,1060,1.6017998,981.2383,50.25293,OD8XXfRrR9,com.sec.android.app.shealth,f7eecc6c-b6a5-4f18-ba11-ba9b274416ac,1605398400000,
8abea4c9-3081-4145-9938-032ad347471b.binning_data.json,2021-03-03 08:19:37.685,2021-03-03 08:19:37.685,com.sec.android.app.shealth,0,2260,1.3170793,1713.2031,80.128174,OD8XXfRrR9,com.sec.android.app.shealth,8abea4c9-3081-4145-9938-032ad347471b,1605657600000,
5e37fd24-9184-4092-96da-5ac2392eb0f8.binning_data.json,2021-03-03 08:19:37.684,2021-03-03 08:19:37.684,com.sec.android.app.shealth,0,44,1.3044219,36.046875,1.956543,OD8XXfRrR9,com.sec.android.app.shealth,5e37fd24-9184-4092-96da-5ac2392eb0f8,1605312000000,
d651ec27-a175-4064-b466-4e32d8580dd1.binning_data.json,2021-03-03 08:19:37.684,2021-03-03 08:19:37.684,com.sec.android.app.shealth,0,462,1.2320033,346.02734,16.418457,OD8XXfRrR9,com.sec.android.app.shealth,d651ec27-a175-4064-b466-4e32d8580dd1,1605571200000,
