com.samsung.shealth.rewards,6156001,4
number_of_streak,start_time,exercise_type,device_type,exercise_session_id,update_time,create_time,source_pkg_name,program_id,title,time_offset,extra_data,deviceuuid,pkg_name,controller_id,end_time,datauuid,is_visible
1202,,1002,,f4a08282-c3ce-2e56-cf81-aac34198899a,2021-02-28 13:51:14.770,2020-12-01 12:17:13.821,,,1202,UTC+0200,2.7770958,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-01 12:03:35.500,dc119c34-7231-4e1b-8884-9e613ad29103,0,
,2020-12-30 22:00:00.000,,100003,,2021-03-03 08:19:38.979,2021-03-03 08:19:38.979,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8018}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-30 22:00:00.000,7cf7396c-8062-4432-87f1-7f8f1224a082,1,
1205,,11007,,3c9fa48b-f144-5f1e-6af1-ea41f7903c03,2021-02-28 13:47:45.897,2021-02-28 13:47:45.897,,,1205,UTC+0200,1867.017,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-02-02 15:35:58.080,b79a18d8-d5b0-4b4a-bb4b-5f0391d533fb,1,
,2020-12-12 22:00:00.000,,10009,,2021-03-03 08:19:37.939,2021-03-03 08:19:37.939,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":28682}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,2caed4b8-7af3-4ed0-99ef-ba5094ba58c8,1,
3001,,11007,,cc3bf495-7c39-44e9-5523-7a8cbc61a9cd,2021-02-28 13:51:06.460,2021-02-28 13:50:31.567,,,3001,UTC+0200,3,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-01-31 12:24:24.760,65d2ad67-d0cf-420c-86a7-e245609debd3,0,
,2021-01-06 22:00:00.000,,100003,,2021-03-03 08:19:38.980,2021-03-03 08:19:38.980,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7349}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-06 22:00:00.000,4535bbd2-8920-46ef-9b94-068130e1209c,1,
,2020-11-07 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":16263}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-07 22:00:00.000,6d2b74bf-38b0-414b-98bf-1d6c22f96d76,1,
1205,,13001,,c2562aaa-455d-60a8-f762-13d6a38b81f9,2021-02-28 13:47:46.798,2021-02-28 13:47:46.798,,,1205,UTC+0200,929.112,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2021-02-10 13:51:33.160,a39e2c48-11b6-4f60-b84b-f1d9c2d97dd7,1,
,2020-11-05 22:00:00.000,,2499999,,2021-03-03 08:19:37.958,2021-03-03 08:19:37.958,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":22900}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-05 22:00:00.000,d3e2cf75-b4dc-4b6e-9e8b-a9a46a8c0d37,1,
,2021-01-21 22:00:00.000,,100003,,2021-03-03 08:19:38.980,2021-03-03 08:19:38.980,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6795}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-21 22:00:00.000,550c107d-ab58-4f8c-851e-7f2cd3a6aa7b,1,
,2020-11-15 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10580}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-15 22:00:00.000,8cac30b7-e20a-4b32-98d7-38b41f0f549a,1,
1205,,11007,,2d406375-c963-a784-fd21-808b0d8d70e8,2021-02-28 13:50:32.027,2020-12-13 12:00:15.030,,,1205,UTC+0200,1346.301,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.calories.lifetime,2020-12-13 11:52:45.680,9501df2e-0085-4b8d-8116-fd74f9d85ec7,0,
,2020-11-11 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6526}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-11 22:00:00.000,262700d6-8457-4e61-b167-14bb20c5c4e7,1,
,2021-01-29 22:00:00.000,,100003,,2021-03-03 08:19:38.981,2021-03-03 08:19:38.981,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6786}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-29 22:00:00.000,55e18577-7da5-44d5-a09a-2078fc069024,1,
,2020-12-02 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8146}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-02 22:00:00.000,d08cc9c1-99c2-4dba-a533-2474b19c49c2,1,
,2020-11-30 22:00:00.000,,2499999,,2021-03-03 08:19:37.959,2021-03-03 08:19:37.959,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8831}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-30 22:00:00.000,cf1cc6c7-122b-4ea4-8dd0-e6a5641c1822,1,
,2021-02-07 22:00:00.000,,100003,,2021-03-06 07:37:07.521,2021-03-03 08:19:38.982,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":13958}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-07 22:00:00.000,2473b2cc-5a5d-4458-83eb-f4fc3f087a1d,1,
,2020-12-11 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6408}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-11 22:00:00.000,8aa035a3-7fee-41cd-a9f0-4af49329b7eb,1,
,2020-12-08 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7064}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-08 22:00:00.000,17e16194-17f1-495b-8481-e9fc2263d3ff,1,
,2020-12-19 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":16477}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-19 22:00:00.000,416bf605-d072-49f8-a745-e3517378704e,1,
,2021-01-15 10:57:17.300,,,,2021-01-16 12:41:34.655,2021-01-15 10:57:17.364,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":72,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-01-15 10:57:17.300,3495faea-72ad-425f-999d-b4136151f870,0,
,2021-02-15 22:00:00.000,,100003,,2021-03-13 17:04:03.132,2021-03-03 08:19:38.983,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":11428}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-15 22:00:00.000,4d4fa6bd-27b0-48a0-858a-8951a82ac7db,1,
,2020-12-15 22:00:00.000,,2499999,,2021-03-03 08:19:37.960,2021-03-03 08:19:37.960,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8934}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-15 22:00:00.000,2c455689-26a8-4ef0-8c0c-4c04f0c3d658,1,
1200,,1002,,036c75b7-2f5d-dde4-e454-85b4e8e2953e,2021-02-28 13:51:11.357,2021-02-28 13:51:11.357,,,1200,UTC+0200,10716.0,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2021-01-09 12:42:59.000,a71de5e9-fb89-4bbf-bccb-117552f2edff,0,
,2021-02-21 22:00:00.000,,100003,,2021-03-21 13:13:11.814,2021-03-03 08:19:38.983,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7881}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-21 22:00:00.000,847f50b6-b1a6-4ce4-875a-fac6fc84e456,1,
1203,,11007,,a9771a44-4341-c92c-5a5b-bb322ea1d0fa,2021-02-28 13:50:31.953,2020-11-30 08:38:03.056,,,1203,UTC+0200,1164160,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2020-11-30 08:36:07.090,96323da5-ef5c-4e87-a6f5-a292a8c6dbc2,0,
,2020-12-23 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":10374}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-23 22:00:00.000,c9099249-5efb-4048-8bb1-d351576bda6a,1,
1201,,1002,,adb2f4c3-920a-098b-04dc-98689646d7b4,2021-02-28 13:51:08.790,2020-11-29 10:58:24.762,,,1201,UTC+0200,3.021,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-11-29 10:44:27.000,294983a4-8a93-4665-9d82-7fe53cce83a9,0,
,2020-12-12 22:00:00.000,,100003,,2021-03-03 08:19:38.984,2021-03-03 08:19:38.984,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":30995}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-12 22:00:00.000,5cc50b65-4803-4f76-9d49-b5ac8123505f,1,
,2020-12-30 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7943}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-30 22:00:00.000,dd30ddf8-9d68-4800-91aa-aa321927b424,1,
1202,,1002,,01724e7e-0693-f4c9-3145-09260867038b,2021-02-28 13:51:14.770,2020-12-12 16:18:27.547,,,1202,UTC+0200,2.7880514,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.pace.lifetime,2020-12-12 15:30:15.820,69071796-622c-4373-a343-6aa2d0247ab0,0,
,2020-11-08 22:00:00.000,,,,2020-11-23 19:21:29.731,2020-11-23 19:21:29.608,,,tracker_floor_reward_target_achieved,UTC+0300,"{""mTarget"":10,""mValue"":14.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-11-08 22:00:00.000,aa125200-3104-4bfc-95a2-ca35fbbf1c47,1,
,2021-03-08 22:00:00.000,,100003,,2021-03-28 16:15:07.411,2021-03-09 12:55:02.722,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6584}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-08 22:00:00.000,6cad2ae4-e220-4fca-92bd-4e7197851ae5,1,
,2021-01-08 22:00:00.000,,2499999,,2021-03-03 08:19:37.962,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12495}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-08 22:00:00.000,01b61788-8245-46f5-80f9-d4f79ce7340d,1,
3001,,11007,,b01cd733-5277-157e-41cf-867c68f2d84f,2021-02-28 13:51:06.460,2021-02-28 13:50:39.609,,,3001,UTC+0200,4,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.accumulated.distance.cycle,2021-02-04 14:13:01.420,3bb0efef-3571-4ac2-829f-ddd876123c69,0,
,2021-03-12 22:00:00.000,,2499999,,2021-03-18 22:00:07.273,2021-03-13 22:44:57.509,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":16635}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-12 22:00:00.000,72311ea7-39b7-4c10-b881-1ff6b8bd2d93,1,
,2020-11-09 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6189}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-09 22:00:00.000,cea6b764-7f88-4157-a6ae-5a8cce0049df,1,
,2021-01-24 22:00:00.000,,2499999,,2021-03-03 08:19:37.962,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6528}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-24 22:00:00.000,a2b34cb1-d49e-4c53-b402-462bdb28ff31,1,
,2021-01-08 17:51:33.223,,,,2021-01-09 12:33:50.704,2021-01-08 17:51:33.283,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":99,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-01-08 17:51:33.223,f8eb376d-7a5e-41aa-b795-074f15b39aa3,0,
,2021-03-20 16:32:25.814,,,,2021-03-21 20:05:03.655,2021-03-20 16:32:25.861,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":113,""mValue2"":60}",OD8XXfRrR9,com.sec.android.app.shealth,goal.activity,2021-03-20 16:32:25.814,7385e186-c85e-4162-9719-b2342cd8fb4f,0,
,2020-12-06 22:00:00.000,,10009,,2021-03-03 08:19:37.935,2021-03-03 08:19:37.935,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6832}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-06 22:00:00.000,0bbfe682-8d46-4981-b98c-7debf42ca76b,1,
,2021-02-08 22:00:00.000,,2499999,,2021-03-03 08:19:41.967,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6787}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-08 22:00:00.000,55b18df0-c555-41c8-9b2d-e64e0c25abcf,1,
1203,,1001,,6ba2a734-8d0a-6211-da38-4d1432f1b6a4,2021-02-28 13:47:46.900,2021-01-24 16:54:07.729,,,1203,UTC+0200,2609130,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.duration.lifetime,2021-01-24 16:42:27.210,6864396f-4e80-4a65-8da2-a770bfbbb49d,1,
,2021-03-22 16:31:23.106,,,,2021-03-23 15:08:50.200,2021-03-22 16:31:23.215,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":80,""mValue2"":60}",OD8XXfRrR9,com.sec.android.app.shealth,goal.activity,2021-03-22 16:31:23.106,4851f5a1-c28d-496a-913a-b8fde4f431c9,0,
,2021-02-16 22:00:00.000,,2499999,,2021-03-03 08:19:41.993,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6945}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-16 22:00:00.000,176da840-3a7d-4551-a8f2-fcfe78428331,1,
,2020-12-25 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":20226}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-25 22:00:00.000,96912891-70c1-475e-9cbf-aa7001e28ab6,1,
,2021-01-09 12:33:50.680,,,,2021-01-11 12:19:23.293,2021-01-09 12:33:50.718,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":78,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2021-01-09 12:33:50.680,07a7ae14-a965-4a7b-b259-edf0ccad42cb,0,
,2021-03-22 22:00:00.000,,100003,,2021-03-23 22:00:05.401,2021-03-23 22:00:05.401,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":14323}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-22 22:00:00.000,c31c4cff-dc75-45de-8582-f782558cbd67,1,
,2021-02-24 22:00:00.000,,2499999,,2021-03-03 08:19:42.011,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":8261}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-24 22:00:00.000,bfa0f165-8b71-43dc-a944-4c2ef2620155,1,
,2021-01-03 22:00:00.000,,2499999,,2021-03-03 08:19:37.961,2021-03-03 08:19:37.961,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7128}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-03 22:00:00.000,0b568779-2fb6-42e5-abbd-cc043de0a476,1,
,2020-12-23 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12276}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-23 22:00:00.000,3cf37c22-69db-4baf-8e13-48fc49b454bf,1,
,2020-11-01 22:00:00.000,,100003,,2021-03-03 08:19:38.975,2021-03-03 08:19:38.975,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6045}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-01 22:00:00.000,87da68e2-efd9-46aa-8534-8e8abc0cdfe0,1,
,2020-11-21 22:00:00.000,,,,2020-11-23 22:00:00.375,2020-11-23 19:21:29.667,,,tracker_floor_reward_target_achieved,UTC+0300,"{""mTarget"":10,""mValue"":15.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2020-11-21 22:00:00.000,44d35e25-ff69-44c6-bee3-421fac09ca66,1,
,2021-01-18 22:00:00.000,,2499999,,2021-03-03 08:19:37.962,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6393}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-18 22:00:00.000,ecd61a6a-2f63-4a09-a043-6cbbe3021a05,1,
,2020-12-31 22:00:00.000,,10009,,2021-03-03 08:19:37.936,2021-03-03 08:19:37.936,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6541}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-12-31 22:00:00.000,02832780-745b-4a7e-bdbd-d734d4bcbe43,1,
1200,,11007,,a9771a44-4341-c92c-5a5b-bb322ea1d0fa,2021-02-28 13:50:31.852,2020-11-30 08:38:03.018,,,1200,UTC+0200,4968.985,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-11-30 08:36:07.090,19a06d57-e141-4f87-ad43-e88b4a973364,0,
,2021-01-28 22:00:00.000,,2499999,,2021-03-03 08:19:37.962,2021-03-03 08:19:37.962,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6695}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-28 22:00:00.000,504e5ba1-1462-4bd4-90fc-d6b196656e4d,1,
,2021-01-08 22:00:00.000,,10009,,2021-03-03 08:19:37.937,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":12046}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-01-08 22:00:00.000,1b532d95-3e06-4ab6-bc45-3419974963af,1,
,2021-03-25 11:29:36.826,,,,2021-03-26 12:27:47.632,2021-03-25 11:29:36.964,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":130,""mValue2"":60}",OD8XXfRrR9,com.sec.android.app.shealth,goal.activity,2021-03-25 11:29:36.826,5306adc3-7731-4265-8cab-da697368229d,0,
,2021-02-01 22:00:00.000,,10009,,2021-03-03 08:19:37.937,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":14922}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-01 22:00:00.000,85d595bd-1cd7-4058-ba0e-5e3c09507db8,1,
,2021-02-10 22:00:00.000,,2499999,,2021-03-03 08:19:41.979,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7465}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-10 22:00:00.000,f51cb54e-438e-4d42-8fbb-03ed36fd5b7a,1,
,2021-03-26 12:27:47.584,,,,2021-03-27 16:21:07.271,2021-03-26 12:27:47.642,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":107,""mValue2"":60}",OD8XXfRrR9,com.sec.android.app.shealth,goal.activity,2021-03-26 12:27:47.584,ec6fdba6-719a-4749-98a2-acf4451acf63,0,
,2021-01-25 23:00:00.000,,,,2021-01-28 23:00:01.250,2021-01-26 22:58:31.774,,,tracker_floor_reward_target_achieved,UTC+0200,"{""mTarget"":10,""mValue"":15.0}",vC702BfhH0,com.sec.android.app.shealth,tracker.floor,2021-01-25 23:00:00.000,bf4c8e71-b0d8-4d2f-85c6-0b5fbb324955,1,
,2021-02-20 22:00:00.000,,2499999,,2021-03-03 08:19:41.996,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6554}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-20 22:00:00.000,9ab31193-3465-4d9f-8f2a-e63d4e3d94f8,1,
,2020-11-06 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":15923}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-06 22:00:00.000,159800c9-be2c-41f7-811a-0b9550de2395,1,
,2021-03-24 22:00:00.000,,100003,,2021-03-26 22:00:12.136,2021-03-26 22:00:12.136,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":12005}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-24 22:00:00.000,13eaf7c6-86ec-415c-b166-e574c29f53f4,1,
,2020-12-03 18:55:01.776,,,,2020-12-05 12:59:48.203,2020-12-03 18:55:01.816,,,goal_activity_reward_goal_achieved,UTC+0200,"{""mIsCompleted"":false,""mValue"":65,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-12-03 18:55:01.776,d9c649d6-1fa6-4332-b0a9-f5257dcc2bd0,0,
,2020-11-10 11:51:21.869,,,,2020-11-11 12:22:23.781,2020-11-10 11:51:21.907,,,goal_activity_reward_goal_achieved,UTC+0300,"{""mIsCompleted"":false,""mValue"":100,""mValue2"":60}",vC702BfhH0,com.sec.android.app.shealth,goal.activity,2020-11-10 11:51:21.869,80755849-3d4f-4dbb-afd0-1c27a5a085df,0,
,2020-11-12 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":17670}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-12 22:00:00.000,790e1454-9605-4a43-9ae8-b1c17c889ff8,1,
,2020-11-04 22:00:00.000,,2499999,,2021-03-03 08:19:37.963,2021-03-03 08:19:37.963,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":10895}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-04 22:00:00.000,67e1c06c-bc3a-4953-94b6-44943ad50d48,1,
,2021-03-26 22:00:00.000,,2499999,,2021-03-29 21:00:16.164,2021-03-27 22:00:05.940,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6384}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-26 22:00:00.000,acbe0c77-68df-4368-8127-c45287ad0a8c,1,
1201,,1002,,f5539231-05ae-1504-c46e-77d79bf8484b,2021-02-28 13:51:08.945,2021-02-28 13:51:08.945,,,1201,UTC+0200,5.871,vC702BfhH0,com.sec.android.app.shealth,sport.tracker.best.record.speed.lifetime,2020-12-24 15:14:29.290,649aa901-7027-4ef8-9e7c-091e20046ebc,1,
,2020-11-04 22:00:00.000,,100003,,2021-03-03 08:19:38.975,2021-03-03 08:19:38.975,,,tracker_pedometer_reward_most_walking_day,UTC+0300,"{""mTarget"":-1,""mValue"":10895}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-04 22:00:00.000,b05cc1e9-2d8e-4ad8-88e2-18fb43f9c962,1,
,2020-11-29 22:00:00.000,,100003,,2021-03-03 08:19:38.977,2021-03-03 08:19:38.977,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7182}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-29 22:00:00.000,d260354b-a05b-4efb-ae54-94b239d1caf5,1,
,2021-02-11 22:00:00.000,,10009,,2021-03-03 08:19:39.659,2021-03-03 08:19:37.937,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":6398}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-02-11 22:00:00.000,febd3e91-db21-484d-87e3-fc185850c883,1,
,2021-03-27 22:00:00.000,,2499999,,2021-03-29 21:00:16.159,2021-03-28 21:00:04.859,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":7401}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2021-03-27 22:00:00.000,e6a8a118-2bf4-464a-ba57-e54726e36b9c,1,
,2020-11-08 22:00:00.000,,100003,,2021-03-03 08:19:38.976,2021-03-03 08:19:38.976,,,tracker_pedometer_reward_target_achieved,UTC+0300,"{""mTarget"":6000,""mValue"":16825}",OD8XXfRrR9,com.sec.android.app.shealth,tracker.pedometer,2020-11-08 22:00:00.000,db5e87a7-e766-4fb9-8612-205ee1240a61,1,
1200,,1002,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6,2021-02-28 13:47:37.721,2021-02-28 13:47:35.649,,,1200,UTC+0300,5048.823,OD8XXfRrR9,com.sec.android.app.shealth,sport.tracker.best.record.distance.lifetime,2020-11-07 10:14:08.000,6e2d0001-f5a9-4b35-9066-4a6cfa045a0c,0,
