com.samsung.health.height,6156001,4
start_time,custom,height,update_time,create_time,time_offset,deviceuuid,pkg_name,datauuid
2020-11-29 11:03:49.509,,177.0,2020-11-29 11:03:49.509,2020-11-29 11:03:49.521,UTC+0200,vC702BfhH0,com.sec.android.app.shealth,2df7ac1c-0808-4e8f-8488-ff5b4dfec0e6,
