com.samsung.shealth.exercise.weather,6156001,3
uv_index,sunset_time,start_time,latitude,custom,wind_direction,phrase,sundown_time,temperature_scale,content_provider,update_time,create_time,type,longitude,temperature,humidity,time_offset,deviceuuid,exercise_id,pkg_name,wind_speed_unit,forecast_time,wind_speed,icon_info_id,datauuid
,0,2020-12-18 13:34:56.884,46.511524,,SW. 230,Partly Cloudy,0,1,TWC,2020-12-18 13:34:56.889,2020-12-18 13:34:56.889,1,6.6035085,8.0,78,UTC+0200,vC702BfhH0,688811e7-6855-4654-80b5-1b49e534f2e2,com.sec.android.app.shealth,km/h,0,3.0,2,132137d8-6521-45aa-8164-18b77c7fd1e1,
0.0,,2020-12-23 11:17:31.450,46.51526,,,Mostly Cloudy,,1,TWC,2020-12-23 12:22:56.746,2020-12-23 12:22:56.746,0,6.6078787,8.0,79,UTC+0200,RHeBeWmk3Z,13f19841-fd5e-ebe3-755e-6e59b7df3986,com.sec.android.app.shealth,,,,3,a720d8a3-b28c-6b48-08ab-cb2c44a31df8,
1.0,,2021-02-25 12:39:15.020,46.514168,,,Sunny,,1,TWC,2021-02-25 12:52:47.804,2021-02-25 12:52:47.656,0,6.607171,11.0,59,UTC+0200,RHeBeWmk3Z,388d5b42-75bf-ab23-7069-35a7df5d9b9b,com.sec.android.app.shealth,,,,1,f4f6aa42-b8a2-3234-9309-bd4aeb0cc308,
0.0,,2021-01-04 14:17:08.701,46.5154,,,Mostly Cloudy,,1,TWC,2021-01-04 14:27:52.657,2021-01-04 14:27:52.657,0,6.6078844,1.0,79,UTC+0200,RHeBeWmk3Z,6976fee5-0ff4-e010-8db2-064af4c6fe47,com.sec.android.app.shealth,,,,3,cfe41a98-0b4a-d213-8b70-47e4cb9939f6,
0.0,,2021-02-15 14:25:48.360,46.51542,,,Mostly Cloudy,,1,TWC,2021-02-15 14:37:41.979,2021-02-15 14:37:41.483,0,6.60788,6.0,50,UTC+0200,RHeBeWmk3Z,4bb5d3f8-15f1-993a-e778-a3f5b9621a05,com.sec.android.app.shealth,,,,2,76c92d87-7f8c-946e-3d5f-2683aabad0e0,
0.0,,2021-01-01 13:47:13.440,46.515236,,,Cloudy,,1,TWC,2021-01-01 14:26:25.294,2021-01-01 14:26:25.294,0,6.607865,3.0,81,UTC+0200,RHeBeWmk3Z,8ab3af9a-7061-d829-b33f-fae8e917c024,com.sec.android.app.shealth,,,,3,a284f576-c2f9-1662-c15f-c65f34284cba,
0.0,,2020-12-14 14:45:40.730,46.51539,,,Partly Cloudy,,1,TWC,2020-12-14 15:20:26.587,2020-12-14 15:20:26.587,0,6.6079497,6.0,76,UTC+0200,RHeBeWmk3Z,6fd2093f-6178-0d13-c03a-e4878d0900c3,com.sec.android.app.shealth,,,,2,b59c2af2-7dd7-5121-6307-ce30791eea51,
2.0,,2021-03-13 10:58:29.220,46.544132,,,Mostly Cloudy,,1,TWC,2021-03-13 11:14:14.543,2021-03-13 11:14:14.178,0,24.559664,7.0,75,UTC+0300,RHeBeWmk3Z,3242ce77-7659-16d0-de4d-2408b83fc82d,com.sec.android.app.shealth,,,,2,8896f473-a0a4-259b-3a8c-24beeac2fe00,
2.0,,2021-02-21 13:03:09.200,46.51503,,,Sunny,,1,TWC,2021-02-21 13:15:29.875,2021-02-21 13:15:28.951,0,6.607613,13.0,47,UTC+0200,RHeBeWmk3Z,73effd69-8083-0ad7-e401-27de38882920,com.sec.android.app.shealth,,,,1,f7bb4528-b277-8635-8b61-de38c7f71446,
0.0,,2021-01-21 17:32:40.511,46.514046,,,Rain Shower,,1,TWC,2021-01-21 17:48:16.414,2021-01-21 17:48:16.414,0,6.6075087,9.0,70,UTC+0200,RHeBeWmk3Z,89976381-15b4-1913-5193-1f2f7c81ca49,com.sec.android.app.shealth,,,,6,968affd2-5e0d-4fd7-33f5-f626c700e0ae,
0.0,,2021-03-20 16:01:29.260,46.06823,,,Mostly Cloudy,,1,TWC,2021-03-20 16:15:19.694,2021-03-20 16:15:19.410,0,23.565582,4.0,53,UTC+0300,RHeBeWmk3Z,1fa2c421-98a8-e53a-8aad-86bd38f2075f,com.sec.android.app.shealth,,,,2,4e6e37ca-c3c9-5124-0a15-01bb98a99681,
0.0,,2021-01-31 08:37:29.020,46.516125,,,Cloudy,,1,TWC,2021-01-31 08:47:05.775,2021-01-31 08:47:05.775,0,6.607632,6.0,91,UTC+0200,RHeBeWmk3Z,6dc78b02-9e62-60df-3467-3db0a5b8151f,com.sec.android.app.shealth,,,,3,6dd7ac87-b5c2-6268-9e2c-55a855f0712f,
1.0,,2021-02-25 12:02:26.080,46.515293,,,Sunny,,1,TWC,2021-02-25 12:31:29.783,2021-02-25 12:31:29.779,0,6.6076875,11.0,59,UTC+0200,RHeBeWmk3Z,ba21e389-901e-66b1-ac0c-e702b8c23244,com.sec.android.app.shealth,,,,1,08b3d8cc-e8b5-d45a-df4d-b11cb7164365,
3.0,,2021-03-23 09:52:58.630,46.777706,,,Partly Cloudy,,1,TWC,2021-03-23 10:34:26.108,2021-03-23 10:34:26.103,0,23.612411,5.0,43,UTC+0300,RHeBeWmk3Z,4e600b71-338b-62ac-ea55-01e28f3a0f3d,com.sec.android.app.shealth,,,,2,99811eb1-e591-e8c2-6aeb-e142dd2ed2c6,
3.0,,2021-03-08 10:02:08.420,45.699657,,,Partly Cloudy,,1,TWC,2021-03-08 10:35:52.632,2021-03-08 10:35:52.626,0,24.796988,3.0,43,UTC+0300,RHeBeWmk3Z,01c7e3ef-09a4-baca-4b89-5c81d3f9438d,com.sec.android.app.shealth,,,,2,e465108c-fad9-f17e-ac00-c201f1e920c5,
0.0,,2021-03-24 18:55:14.550,46.778893,,,Clear,,1,TWC,2021-03-24 19:15:18.177,2021-03-24 19:15:17.713,0,23.61775,0.0,51,UTC+0300,RHeBeWmk3Z,3146aceb-b075-0bd5-3dc9-08efb454e669,com.sec.android.app.shealth,,,,18,a0a951e4-a392-f7ac-27ba-91e57c77933d,
1.0,,2021-02-04 11:40:50.010,46.624382,,,Rain Shower,,1,TWC,2021-02-04 14:13:03.492,2021-02-04 14:13:03.492,0,8.03372,6.0,67,UTC+0200,RHeBeWmk3Z,b01cd733-5277-157e-41cf-867c68f2d84f,com.sec.android.app.shealth,,,,6,858bf068-fb30-9582-859e-751a3e1cfaf4,
0.0,,2021-03-13 16:25:50.360,46.54729,,,Fair,,1,TWC,2021-03-13 17:02:30.282,2021-03-13 17:02:29.220,0,24.573118,8.0,66,UTC+0300,RHeBeWmk3Z,03a91221-41ad-cf29-8474-3d7c52734f57,com.sec.android.app.shealth,,,,18,4e202f9b-5a4f-ae49-0db3-cf6685635ec9,
1.0,,2021-02-08 12:44:26.104,46.51548,,,Partly Cloudy,,1,TWC,2021-02-08 12:56:26.687,2021-02-08 12:56:26.687,0,6.607837,8.0,51,UTC+0200,RHeBeWmk3Z,ff3ef1a8-345d-b038-3e25-b72f6f050709,com.sec.android.app.shealth,,,,2,ca809277-c90f-7c49-0e24-7e2846794b01,
0.0,,2021-03-28 07:36:27.230,46.776367,,,Partly Cloudy,,1,TWC,2021-03-28 08:13:55.789,2021-03-28 08:13:55.511,0,23.605803,9.0,48,UTC+0400,RHeBeWmk3Z,60ae24a1-2287-b857-2898-70f3b59bd693,com.sec.android.app.shealth,,,,19,dc53663b-d9e5-c1e6-e855-46a61dd9cca7,
2.0,,2021-03-21 12:49:28.930,46.07034,,,Partly Cloudy,,1,TWC,2021-03-21 13:11:12.483,2021-03-21 13:11:12.365,0,23.558891,8.0,45,UTC+0300,RHeBeWmk3Z,5511e0ac-b93f-4080-6b94-491e1c5caf46,com.sec.android.app.shealth,,,,2,cfd31939-b92a-a62f-97dc-bcd9ff0fb63b,
1.0,,2021-01-09 11:33:25.590,46.514523,,,Partly Cloudy,,1,TWC,2021-01-09 12:12:44.561,2021-01-09 12:12:44.561,0,6.605533,0.0,68,UTC+0200,RHeBeWmk3Z,2387a6a9-0f5c-2898-8cd2-14d0cf65092b,com.sec.android.app.shealth,,,,2,0f4bde80-996e-ba7f-71e0-c651f6f5749f,
1.0,,2021-03-24 14:41:26.850,46.7715,,,Partly Cloudy,,1,TWC,2021-03-24 15:12:05.902,2021-03-24 15:12:04.978,0,23.59951,5.0,31,UTC+0300,RHeBeWmk3Z,57b58b22-5a2b-37d9-6174-22ba789a121f,com.sec.android.app.shealth,,,,2,09c596d0-cc06-9fe2-a52b-aa0b98aaee89,
0.0,,2021-02-02 08:14:24.390,46.51633,,,Rain,,1,TWC,2021-02-02 08:24:11.207,2021-02-02 08:24:11.207,0,6.6074944,7.0,87,UTC+0200,RHeBeWmk3Z,3757746a-e3c3-1bb5-0d3c-77ed35e2353d,com.sec.android.app.shealth,,,,5,b499284b-4731-4da0-0e32-d8cf1e0f3eaa,
4.0,,2021-03-26 09:53:19.620,46.773365,,,Sunny,,1,TWC,2021-03-26 10:22:32.096,2021-03-26 10:22:31.393,0,23.59747,9.0,41,UTC+0300,RHeBeWmk3Z,78d6e584-f0e1-708d-5fd6-fe1ec1f201b2,com.sec.android.app.shealth,,,,1,2eda4a6a-b495-88fa-4e62-7027004fdf69,
1.0,,2020-12-02 10:53:16.570,46.516,,,Mostly Cloudy,,1,TWC,2020-12-02 11:49:12.826,2020-12-02 11:49:12.826,0,6.607588,3.0,77,UTC+0200,RHeBeWmk3Z,4ab75664-467d-a435-33da-6661e2c8b7e9,com.sec.android.app.shealth,,,,3,b39e77b0-392b-30dd-2df6-8c13e7171915,
1.0,,2020-12-18 12:27:39.740,46.51519,,,Partly Cloudy,,1,TWC,2020-12-18 13:33:05.057,2020-12-18 13:33:05.057,0,6.6078854,8.0,77,UTC+0200,RHeBeWmk3Z,a2ce1048-0d1a-fc55-c0f6-58fcca52c0bd,com.sec.android.app.shealth,,,,2,87141758-87fd-4a8c-8216-07646b8cf1ba,
1.0,,2020-12-08 12:32:53.524,46.515247,,,Mostly Cloudy,,1,TWC,2020-12-08 12:45:17.053,2020-12-08 12:45:17.053,0,6.6077495,4.0,70,UTC+0200,RHeBeWmk3Z,e97b46f2-4580-91c9-2e78-1da49feb87fb,com.sec.android.app.shealth,,,,3,35fcaf35-ebe3-d804-ad03-ac263bd6dd96,
1.0,,2020-12-19 11:42:30.680,46.65925,,,Mostly Cloudy,,1,TWC,2020-12-19 14:06:18.215,2020-12-19 14:06:18.215,0,6.347615,5.0,71,UTC+0200,RHeBeWmk3Z,82ba609c-9816-9c72-799e-109bd4fa087d,com.sec.android.app.shealth,,,,3,45549b41-50a6-ed74-d44a-61bb9ec56a42,
1.0,,2021-01-07 12:00:57.490,46.515312,,,Fair,,1,TWC,2021-01-07 12:34:19.181,2021-01-07 12:34:19.181,0,6.60785,2.0,63,UTC+0200,RHeBeWmk3Z,42546e61-4e2f-ff0c-cb93-ba29697b65de,com.sec.android.app.shealth,,,,1,7b58bba0-3b98-4c0a-d963-d0262672bb17,
1.0,,2021-01-29 11:54:06.321,46.515182,,,Mostly Cloudy,,1,TWC,2021-01-29 12:06:08.359,2021-01-29 12:06:08.359,0,6.6076856,10.0,70,UTC+0200,RHeBeWmk3Z,196555cd-6ad5-8646-a507-d8ec354f0efa,com.sec.android.app.shealth,,,,2,a85f1396-99f0-18dd-6001-ab9e78ec3567,
0.0,,2020-12-26 13:58:54.820,47.368366,,,Partly Cloudy,,1,TWC,2020-12-26 14:32:20.845,2020-12-26 14:32:20.845,0,8.544458,3.0,51,UTC+0200,RHeBeWmk3Z,0382efca-b650-4dc0-6854-251af11c5437,com.sec.android.app.shealth,,,,2,1eefa018-20ef-3c65-1524-d1ba9f4d5001,
2.0,,2021-02-17 13:01:42.740,46.514534,,,Fair,,1,TWC,2021-02-17 13:18:33.735,2021-02-17 13:18:33.328,0,6.6060967,12.0,59,UTC+0200,RHeBeWmk3Z,141b13b2-1936-7057-2d79-03fce92c06be,com.sec.android.app.shealth,,,,1,864d02ce-0a24-42c7-7d9f-20170e307f94,
0.0,,2020-12-24 14:27:32.910,47.355297,,,Cloudy,,1,TWC,2020-12-24 15:14:31.558,2020-12-24 15:14:31.558,0,8.535112,9.0,66,UTC+0200,RHeBeWmk3Z,f5539231-05ae-1504-c46e-77d79bf8484b,com.sec.android.app.shealth,,,,3,8f5d42f0-f092-6a54-1ecf-9662c3a0c95a,
0.0,,2021-01-21 16:59:49.808,46.516563,,,Cloudy,,1,TWC,2021-01-21 17:29:42.873,2021-01-21 17:29:42.873,0,6.608468,9.0,69,UTC+0200,RHeBeWmk3Z,83db060a-39ec-62ae-0f3b-432655810445,com.sec.android.app.shealth,,,,3,c6bd3583-8955-7acc-f804-bfc7c1b6a0d6,
1.0,,2021-01-29 11:22:32.890,46.515152,,,Rain,,1,TWC,2021-01-29 11:53:46.325,2021-01-29 11:53:46.325,0,6.6078553,10.0,71,UTC+0200,RHeBeWmk3Z,241cf3ab-5b2c-7870-199d-8750c0350b70,com.sec.android.app.shealth,,,,5,3bc9d0f8-f454-432a-fe90-9019d3a0915f,
1.0,,2021-02-09 12:04:10.920,46.51535,,,Partly Cloudy,,1,TWC,2021-02-09 12:34:54.653,2021-02-09 12:34:54.653,0,6.6077027,7.0,69,UTC+0200,RHeBeWmk3Z,177367d5-fac2-4cd6-882b-bff9d0af3b44,com.sec.android.app.shealth,,,,2,c73c2850-12d1-c04a-6727-932ebeb0e779,
1.0,,2021-02-12 12:54:21.670,46.51534,,,Cloudy,,1,TWC,2021-02-12 13:25:20.859,2021-02-12 13:25:20.855,0,6.6079454,-4.0,78,UTC+0200,RHeBeWmk3Z,0ed44dae-46ee-dd17-bec7-7aee9bde437f,com.sec.android.app.shealth,,,,3,c59e5a08-375d-ab15-648c-69bfcdc25345,
0.0,,2021-01-20 06:18:48.690,46.51569,,,Partly Cloudy,,1,TWC,2021-01-20 06:36:10.958,2021-01-20 06:36:10.958,0,6.607782,2.0,71,UTC+0200,RHeBeWmk3Z,f2efcec3-ee5e-b61e-8839-cb4129f6995f,com.sec.android.app.shealth,,,,19,3f7cc52a-45c8-353e-da29-3beb4168b509,
1.0,,2020-11-29 10:47:56.320,46.515476,,,Mostly Cloudy,,1,TWC,2020-11-29 11:00:53.615,2020-11-29 11:00:53.615,0,6.6080456,1.0,92,UTC+0200,RHeBeWmk3Z,5022ad68-c661-2209-2c0d-6a6b5a00898f,com.sec.android.app.shealth,,,,3,856fd47e-d407-75c8-1941-1218bfb57055,
0.0,,2020-12-13 14:53:56.592,46.520424,,,Mostly Cloudy,,1,TWC,2020-12-13 15:17:41.445,2020-12-13 15:17:41.445,0,6.6303754,7.0,72,UTC+0200,RHeBeWmk3Z,1221a9bc-c651-bd8e-ad78-0b822d71d99f,com.sec.android.app.shealth,,,,3,0225640b-11c3-82fa-2e8e-7c9509888ea5,
3.0,,2021-03-09 10:42:37.600,45.6997,,,Mostly Cloudy,,1,TWC,2021-03-09 11:15:05.609,2021-03-09 11:15:05.604,0,24.796928,3.0,55,UTC+0300,RHeBeWmk3Z,7ba1c3d2-f10a-fe15-6a65-7aeb4f572f62,com.sec.android.app.shealth,,,,2,073eb601-4323-e93c-2d86-5da61aaa461e,
0.0,,2021-03-19 10:47:24.890,46.7786,,,Snow,,1,TWC,2021-03-19 11:21:32.922,2021-03-19 11:21:32.213,0,23.61507,-1.0,98,UTC+0300,RHeBeWmk3Z,3b6cd9d6-9023-1d3b-8d5a-a5fa65f260ff,com.sec.android.app.shealth,,,,12,9311a426-fddf-7db3-7497-f9841ec5607a,
2.0,,2021-03-22 09:52:33.510,46.781242,,,Mostly Cloudy,,1,TWC,2021-03-22 10:31:05.061,2021-03-22 10:31:05.054,0,23.608433,3.0,50,UTC+0300,RHeBeWmk3Z,7e4d6ba8-7b5c-d344-fb92-442b6ad8cd3b,com.sec.android.app.shealth,,,,2,b3a7a038-c2ea-49f3-09b0-d97fe84b6650,
0.0,,2021-03-24 16:01:41.220,46.775555,,,Partly Cloudy,,1,TWC,2021-03-24 16:22:43.297,2021-03-24 16:22:42.675,0,23.614788,4.0,31,UTC+0300,RHeBeWmk3Z,806defad-6a95-8d5c-0153-20a7b54335c1,com.sec.android.app.shealth,,,,2,cf3b17b0-256e-1450-43f1-99b314328de8,
3.0,,2021-03-26 12:06:37.030,46.768993,,,Fair,,1,TWC,2021-03-26 12:55:23.852,2021-03-26 12:55:23.580,0,23.589369,12.0,36,UTC+0300,RHeBeWmk3Z,5d28be11-d31e-df31-46a6-8f55e17e7b4a,com.sec.android.app.shealth,,,,1,4784da25-babb-cb22-9a1a-9a7d1b62809b,
