com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
55,3ddbfd00-6d5b-4459-a073-c94c078536e2.binning_data.json,48929,6000,0,2021-01-27 23:00:01.596,com.sec.android.app.shealth,2021-01-27 23:00:01.596,,0.84931767,41.557007,2.011097,55,vC702BfhH0,com.sec.android.app.shealth,0,3ddbfd00-6d5b-4459-a073-c94c078536e2.achievement.json,3ddbfd00-6d5b-4459-a073-c94c078536e2,1611705600000,
5708,d1bff54e-7de7-4818-ae57-606e24181219.binning_data.json,3173408,6000,17,2020-11-26 22:00:01.464,com.sec.android.app.shealth,2020-11-26 22:00:01.464,,1.3746665,4362.3784,201.24387,5691,vC702BfhH0,com.sec.android.app.shealth,0,d1bff54e-7de7-4818-ae57-606e24181219.achievement.json,d1bff54e-7de7-4818-ae57-606e24181219,1606348800000,
12325,2e46ebc7-384b-45d9-acff-4df4faa13a53.binning_data.json,7089970,6000,51,2020-11-22 22:00:03.076,com.sec.android.app.shealth,2020-11-22 22:00:03.076,,1.2540286,8891.026,452.6485,12274,RHeBeWmk3Z,com.sec.android.app.shealth,0,2e46ebc7-384b-45d9-acff-4df4faa13a53.achievement.json,2e46ebc7-384b-45d9-acff-4df4faa13a53,1606003200000,
5786,3c4a3fd3-4b05-4c2e-bb64-eb15fa267ef0.binning_data.json,2443461,6000,4180,2021-01-19 23:00:01.539,com.sec.android.app.shealth,2021-01-19 23:00:01.539,,2.411464,5892.3193,399.76068,1606,vC702BfhH0,com.sec.android.app.shealth,0,3c4a3fd3-4b05-4c2e-bb64-eb15fa267ef0.achievement.json,3c4a3fd3-4b05-4c2e-bb64-eb15fa267ef0,1611014400000,
6434,3f3dae71-8d7d-4f1e-b615-4145678c417e.binning_data.json,3567613,6000,88,2021-02-20 21:35:06.429,com.sec.android.app.shealth,2021-02-19 23:15:05.320,3f3dae71-8d7d-4f1e-b615-4145678c417e.source_info.json,1.3478315,4808.542,256.2132,6346,VfS0qUERdZ,com.sec.android.app.shealth,0,3f3dae71-8d7d-4f1e-b615-4145678c417e.achievement.json,3f3dae71-8d7d-4f1e-b615-4145678c417e,1613779200000,
7671,7e54bc1e-5178-4efe-a9fd-4b4ca1c7ad3a.binning_data.json,3399084,6000,4500,2021-02-25 23:00:01.614,com.sec.android.app.shealth,2021-02-25 23:00:01.614,,2.2031803,7488.795,485.12207,3171,vC702BfhH0,com.sec.android.app.shealth,0,7e54bc1e-5178-4efe-a9fd-4b4ca1c7ad3a.achievement.json,7e54bc1e-5178-4efe-a9fd-4b4ca1c7ad3a,1614211200000,
620,7e692120-6ecc-43ed-9d5c-33207fb3371f.binning_data.json,353368,6000,14,2021-02-01 21:35:01.918,com.sec.android.app.shealth,2021-01-31 23:14:55.874,7e692120-6ecc-43ed-9d5c-33207fb3371f.source_info.json,1.3626941,481.53342,24.063124,606,VfS0qUERdZ,com.sec.android.app.shealth,0,7e692120-6ecc-43ed-9d5c-33207fb3371f.achievement.json,7e692120-6ecc-43ed-9d5c-33207fb3371f,1612137600000,
6695,c80521b3-e516-4030-b646-500b8ce97cc2.binning_data.json,2863260,6000,4687,2021-01-30 23:00:04.730,com.sec.android.app.shealth,2021-01-29 23:00:02.925,,1.9754436,5656.21,405.93,2008,RHeBeWmk3Z,com.sec.android.app.shealth,0,c80521b3-e516-4030-b646-500b8ce97cc2.achievement.json,c80521b3-e516-4030-b646-500b8ce97cc2,1611878400000,
5342,4880986f-9091-4c75-b866-43bae778ac85.binning_data.json,2227534,6000,4246,2021-01-17 23:00:01.962,com.sec.android.app.shealth,2021-01-17 23:00:01.962,,2.4964623,5560.957,387.06198,1096,vC702BfhH0,com.sec.android.app.shealth,0,4880986f-9091-4c75-b866-43bae778ac85.achievement.json,4880986f-9091-4c75-b866-43bae778ac85,1610841600000,
4043,2bcb2cc5-0a74-490a-a342-a9786a4f4a63.binning_data.json,2146803,6000,175,2021-02-20 23:00:06.527,com.sec.android.app.shealth,2021-02-20 23:00:06.527,,1.3433157,2883.835,181.67076,3868,RHeBeWmk3Z,com.sec.android.app.shealth,0,2bcb2cc5-0a74-490a-a342-a9786a4f4a63.achievement.json,2bcb2cc5-0a74-490a-a342-a9786a4f4a63,1613779200000,
4859,0986625e-995b-422b-ae16-8e161209ffc1.binning_data.json,2766256,6000,0,2021-02-26 23:00:02.679,com.sec.android.app.shealth,2021-02-26 23:00:02.679,,1.3656429,3777.719,178.29393,4859,vC702BfhH0,com.sec.android.app.shealth,0,0986625e-995b-422b-ae16-8e161209ffc1.achievement.json,0986625e-995b-422b-ae16-8e161209ffc1,1614297600000,
3299,725d6134-b9f6-46eb-b58a-349cfce6522f.binning_data.json,2041465,6000,0,2020-12-17 23:00:01.409,com.sec.android.app.shealth,2020-12-17 23:00:01.409,,1.2306664,2512.3633,124.08301,3299,vC702BfhH0,com.sec.android.app.shealth,0,725d6134-b9f6-46eb-b58a-349cfce6522f.achievement.json,725d6134-b9f6-46eb-b58a-349cfce6522f,1608163200000,
19,162adfda-5152-4796-8e3d-7e2e7c04b1e7.binning_data.json,11492,6000,0,2020-12-12 23:00:01.403,com.sec.android.app.shealth,2020-12-12 23:00:01.403,,1.2391465,14.240967,0.7157593,19,vC702BfhH0,com.sec.android.app.shealth,0,162adfda-5152-4796-8e3d-7e2e7c04b1e7.achievement.json,162adfda-5152-4796-8e3d-7e2e7c04b1e7,1607731200000,
606,c5fa2bf6-c2d2-4f76-86ef-e0719c33de27.binning_data.json,396171,6000,0,2020-11-27 18:42:57.351,com.sec.android.app.shealth,2020-11-27 06:57:13.478,c5fa2bf6-c2d2-4f76-86ef-e0719c33de27.source_info.json,1.156109,458.0171,21.478638,606,VfS0qUERdZ,com.sec.android.app.shealth,0,c5fa2bf6-c2d2-4f76-86ef-e0719c33de27.achievement.json,c5fa2bf6-c2d2-4f76-86ef-e0719c33de27,1606435200000,
6408,8274147a-8256-4275-929f-64be1c15bbfe.binning_data.json,3882916,6000,40,2020-12-29 23:00:52.116,com.sec.android.app.shealth,2020-12-28 23:05:25.275,8274147a-8256-4275-929f-64be1c15bbfe.source_info.json,1.2418346,4821.9404,248.63387,6368,VfS0qUERdZ,com.sec.android.app.shealth,0,8274147a-8256-4275-929f-64be1c15bbfe.achievement.json,8274147a-8256-4275-929f-64be1c15bbfe,1609200000000,
1685,b9e29afe-3213-4bc9-83cf-78e342cf3796.binning_data.json,960446,6000,54,2021-01-20 23:00:03.704,com.sec.android.app.shealth,2021-01-20 23:00:03.704,,1.3405997,1287.5739,69.23769,1631,RHeBeWmk3Z,com.sec.android.app.shealth,0,b9e29afe-3213-4bc9-83cf-78e342cf3796.achievement.json,b9e29afe-3213-4bc9-83cf-78e342cf3796,1611100800000,
7557,22adf3d2-172b-4864-a5bf-3a61cb9b0298.binning_data.json,3268397,6000,5006,2021-01-05 23:01:51.917,com.sec.android.app.shealth,2021-01-04 23:02:40.789,22adf3d2-172b-4864-a5bf-3a61cb9b0298.source_info.json,2.247056,7344.273,494.86722,2551,VfS0qUERdZ,com.sec.android.app.shealth,0,22adf3d2-172b-4864-a5bf-3a61cb9b0298.achievement.json,22adf3d2-172b-4864-a5bf-3a61cb9b0298,1609804800000,
6341,7f9566f3-571f-4c5b-9a90-74b55a5e04f2.binning_data.json,3741492,6000,0,2020-11-11 22:00:02.569,com.sec.android.app.shealth,2020-11-11 22:00:02.569,,1.268837,4747.3438,224.61914,6341,vC702BfhH0,com.sec.android.app.shealth,0,7f9566f3-571f-4c5b-9a90-74b55a5e04f2.achievement.json,7f9566f3-571f-4c5b-9a90-74b55a5e04f2,1605052800000,
6832,750c6b89-a339-4ca1-bfd0-e21122766156.binning_data.json,2795814,6000,5490,2020-12-07 23:00:01.509,com.sec.android.app.shealth,2020-12-07 23:00:01.509,,2.5747325,7198.474,508.5926,1342,vC702BfhH0,com.sec.android.app.shealth,0,750c6b89-a339-4ca1-bfd0-e21122766156.achievement.json,750c6b89-a339-4ca1-bfd0-e21122766156,1607299200000,
19,d05275ed-903a-43eb-9f07-c2adbd1d45f7.binning_data.json,64230,6000,0,2020-11-27 22:00:02.304,com.sec.android.app.shealth,2020-11-27 22:00:02.304,,0.21965852,14.108887,0.6755829,19,RHeBeWmk3Z,com.sec.android.app.shealth,0,d05275ed-903a-43eb-9f07-c2adbd1d45f7.achievement.json,d05275ed-903a-43eb-9f07-c2adbd1d45f7,1606435200000,
4651,9fb03e6b-7454-4f70-819b-314504aaa956.binning_data.json,2881309,6000,87,2021-01-15 22:07:21.249,com.sec.android.app.shealth,2021-01-15 01:29:39.206,9fb03e6b-7454-4f70-819b-314504aaa956.source_info.json,1.2107896,3488.6597,181.18095,4564,VfS0qUERdZ,com.sec.android.app.shealth,0,9fb03e6b-7454-4f70-819b-314504aaa956.achievement.json,9fb03e6b-7454-4f70-819b-314504aaa956,1610668800000,
4605,b974f8b2-7b3b-4416-be9e-117a5718bf3a.binning_data.json,2749280,6000,0,2021-02-20 23:00:03.329,com.sec.android.app.shealth,2021-02-20 23:00:03.329,,1.2897018,3545.752,169.75293,4605,vC702BfhH0,com.sec.android.app.shealth,0,b974f8b2-7b3b-4416-be9e-117a5718bf3a.achievement.json,b974f8b2-7b3b-4416-be9e-117a5718bf3a,1613779200000,
92,f50444d1-d79c-4da6-99fd-1493b3409ca8.binning_data.json,67624,6000,0,2020-11-24 22:00:01.351,com.sec.android.app.shealth,2020-11-24 22:00:01.351,,1.0023625,67.78418,3.2973022,92,vC702BfhH0,com.sec.android.app.shealth,0,f50444d1-d79c-4da6-99fd-1493b3409ca8.achievement.json,f50444d1-d79c-4da6-99fd-1493b3409ca8,1606176000000,
13523,95e76146-f296-431f-9665-5659002b74c8.binning_data.json,8190927,6000,11,2020-11-08 22:00:01.410,com.sec.android.app.shealth,2020-11-08 22:00:01.410,,1.2333599,10102.361,480.99048,13512,vC702BfhH0,com.sec.android.app.shealth,0,95e76146-f296-431f-9665-5659002b74c8.achievement.json,95e76146-f296-431f-9665-5659002b74c8,1604793600000,
292,f11c4cd4-5de3-4070-b6dd-dca2f2b5668d.binning_data.json,191268,6000,0,2020-11-20 20:00:31.681,com.sec.android.app.shealth,2020-11-19 22:08:47.525,f11c4cd4-5de3-4070-b6dd-dca2f2b5668d.source_info.json,1.1399243,218.0321,10.400642,292,VfS0qUERdZ,com.sec.android.app.shealth,0,f11c4cd4-5de3-4070-b6dd-dca2f2b5668d.achievement.json,f11c4cd4-5de3-4070-b6dd-dca2f2b5668d,1605830400000,
7064,8f415578-7607-4d88-ba6a-50c829efff12.binning_data.json,2883167,6000,5099,2020-12-09 23:00:03.290,com.sec.android.app.shealth,2020-12-09 23:00:03.290,,2.2372363,6450.326,465.0,1965,RHeBeWmk3Z,com.sec.android.app.shealth,0,8f415578-7607-4d88-ba6a-50c829efff12.achievement.json,8f415578-7607-4d88-ba6a-50c829efff12,1607472000000,
5070,4a0fd6df-558a-4c14-b513-01711f9cf41b.binning_data.json,3313559,6000,0,2021-01-31 23:00:21.974,com.sec.android.app.shealth,2021-01-31 23:00:21.974,,1.1431093,3787.7612,187.56427,5070,vC702BfhH0,com.sec.android.app.shealth,0,4a0fd6df-558a-4c14-b513-01711f9cf41b.achievement.json,4a0fd6df-558a-4c14-b513-01711f9cf41b,1612051200000,
6398,37540f64-b026-4e0e-9a7d-1abba6bf95e1.binning_data.json,2662948,6000,4806,2021-02-12 23:00:01.596,com.sec.android.app.shealth,2021-02-12 23:00:01.596,,2.4892206,6628.665,454.00018,1592,vC702BfhH0,com.sec.android.app.shealth,0,37540f64-b026-4e0e-9a7d-1abba6bf95e1.achievement.json,37540f64-b026-4e0e-9a7d-1abba6bf95e1,1613088000000,
13212,4fd6aceb-fe1e-45a3-bea5-962803570c60.binning_data.json,5293831,6000,10315,2020-12-23 22:53:07.114,com.sec.android.app.shealth,2020-12-22 23:15:02.136,4fd6aceb-fe1e-45a3-bea5-962803570c60.source_info.json,2.2557437,11941.528,861.1601,2897,VfS0qUERdZ,com.sec.android.app.shealth,0,4fd6aceb-fe1e-45a3-bea5-962803570c60.achievement.json,4fd6aceb-fe1e-45a3-bea5-962803570c60,1608681600000,
7079,60fd2e62-bdb5-4890-82e9-67067b34ada8.binning_data.json,2811934,6000,6021,2021-01-02 23:00:03.722,com.sec.android.app.shealth,2021-01-01 23:00:04.889,,2.2334306,6280.2617,473.3466,1058,RHeBeWmk3Z,com.sec.android.app.shealth,0,60fd2e62-bdb5-4890-82e9-67067b34ada8.achievement.json,60fd2e62-bdb5-4890-82e9-67067b34ada8,1609459200000,
10269,29710a4d-ca58-440d-a5fd-98713917100a.binning_data.json,4768187,6000,4775,2021-01-26 22:58:31.788,com.sec.android.app.shealth,2021-01-25 23:09:09.150,29710a4d-ca58-440d-a5fd-98713917100a.source_info.json,1.8947393,9034.472,580.1872,5494,VfS0qUERdZ,com.sec.android.app.shealth,0,29710a4d-ca58-440d-a5fd-98713917100a.achievement.json,29710a4d-ca58-440d-a5fd-98713917100a,1611619200000,
2034,68f2fd8e-2a7c-47f6-b8dc-e3c9f3926e74.binning_data.json,1128404,6000,29,2020-11-16 05:25:20.726,com.sec.android.app.shealth,2020-11-15 07:55:01.143,68f2fd8e-2a7c-47f6-b8dc-e3c9f3926e74.source_info.json,1.5242823,1720.007,87.16037,2005,VfS0qUERdZ,com.sec.android.app.shealth,0,68f2fd8e-2a7c-47f6-b8dc-e3c9f3926e74.achievement.json,68f2fd8e-2a7c-47f6-b8dc-e3c9f3926e74,1605398400000,
7865,ca7bbf7e-53bf-408d-bfed-44fc2aeb748e.binning_data.json,4405913,6000,3,2020-11-16 22:00:01.261,com.sec.android.app.shealth,2020-11-16 22:00:01.261,,1.3691425,6032.324,280.59595,7862,vC702BfhH0,com.sec.android.app.shealth,0,ca7bbf7e-53bf-408d-bfed-44fc2aeb748e.achievement.json,ca7bbf7e-53bf-408d-bfed-44fc2aeb748e,1605484800000,
11762,7c5a135b-3084-4791-9414-dd8653fe0d17.binning_data.json,6314752,6000,90,2021-01-24 23:00:04.328,com.sec.android.app.shealth,2021-01-24 23:00:04.328,,1.3541873,8551.358,467.21967,11672,RHeBeWmk3Z,com.sec.android.app.shealth,0,7c5a135b-3084-4791-9414-dd8653fe0d17.achievement.json,7c5a135b-3084-4791-9414-dd8653fe0d17,1611446400000,
8146,ed821491-0ca5-477f-8043-858a50fb2c08.binning_data.json,3566517,6000,5155,2020-12-03 23:00:03.336,com.sec.android.app.shealth,2020-12-03 23:00:03.336,,1.9369648,6908.219,483.649,2991,RHeBeWmk3Z,com.sec.android.app.shealth,0,ed821491-0ca5-477f-8043-858a50fb2c08.achievement.json,ed821491-0ca5-477f-8043-858a50fb2c08,1606953600000,
1621,90507193-02c0-496a-b2c4-552c81c09a35.binning_data.json,851936,6000,6,2020-12-10 23:00:01.953,com.sec.android.app.shealth,2020-12-10 23:00:01.953,,1.5112126,1287.4564,60.38054,1615,vC702BfhH0,com.sec.android.app.shealth,0,90507193-02c0-496a-b2c4-552c81c09a35.achievement.json,90507193-02c0-496a-b2c4-552c81c09a35,1607558400000,
4520,eee0a43e-4f15-4177-b92f-1c6f57a42fdb.binning_data.json,2941876,6000,4,2020-12-29 23:00:03.444,com.sec.android.app.shealth,2020-12-29 23:00:03.444,,1.150915,3385.85,169.55022,4516,vC702BfhH0,com.sec.android.app.shealth,0,eee0a43e-4f15-4177-b92f-1c6f57a42fdb.achievement.json,eee0a43e-4f15-4177-b92f-1c6f57a42fdb,1609200000000,
427,c72f5cb0-95b0-44c4-a627-d9354a1473c0.binning_data.json,252846,6000,0,2021-02-06 23:00:01.904,com.sec.android.app.shealth,2021-02-06 23:00:01.904,,1.3590286,343.625,16.342468,427,vC702BfhH0,com.sec.android.app.shealth,0,c72f5cb0-95b0-44c4-a627-d9354a1473c0.achievement.json,c72f5cb0-95b0-44c4-a627-d9354a1473c0,1612569600000,
3211,e6664cb0-5b78-4863-abf7-b1e1bbc5f4a9.binning_data.json,1718973,6000,254,2020-12-06 23:02:31.813,com.sec.android.app.shealth,2020-12-05 23:00:04.621,,1.4744904,2534.6099,141.55959,2957,RHeBeWmk3Z,com.sec.android.app.shealth,0,e6664cb0-5b78-4863-abf7-b1e1bbc5f4a9.achievement.json,e6664cb0-5b78-4863-abf7-b1e1bbc5f4a9,1607126400000,
5767,51c3e02f-17d9-4f58-93d6-f67faf28c5d7.binning_data.json,3179695,6000,106,2020-11-28 23:00:02.764,com.sec.android.app.shealth,2020-11-28 12:20:54.147,,1.3410326,4264.0757,213.70473,5661,RHeBeWmk3Z,com.sec.android.app.shealth,0,51c3e02f-17d9-4f58-93d6-f67faf28c5d7.achievement.json,51c3e02f-17d9-4f58-93d6-f67faf28c5d7,1606521600000,
21482,85f89f11-64c9-4eb1-93a1-2a8d2aaafa76.binning_data.json,13448957,6000,57,2020-12-26 22:35:03.131,com.sec.android.app.shealth,2020-12-26 00:15:03.629,85f89f11-64c9-4eb1-93a1-2a8d2aaafa76.source_info.json,1.1776217,15837.784,835.16223,21425,VfS0qUERdZ,com.sec.android.app.shealth,0,85f89f11-64c9-4eb1-93a1-2a8d2aaafa76.achievement.json,85f89f11-64c9-4eb1-93a1-2a8d2aaafa76,1608940800000,
11957,28bd21a2-058c-4fd9-80ab-2186b8458f60.binning_data.json,4751879,6000,10294,2020-12-18 23:14:51.921,com.sec.android.app.shealth,2020-12-18 23:14:51.921,,2.6888807,12777.236,920.1288,1663,vC702BfhH0,com.sec.android.app.shealth,0,28bd21a2-058c-4fd9-80ab-2186b8458f60.achievement.json,28bd21a2-058c-4fd9-80ab-2186b8458f60,1608249600000,
5553,df86e154-0a75-4e26-9cef-3f51b30481f4.binning_data.json,3017283,6000,109,2020-11-07 08:33:48.224,com.sec.android.app.shealth,2020-11-07 08:33:48.224,df86e154-0a75-4e26-9cef-3f51b30481f4.source_info.json,1.3606879,4105.581,203.54,5444,VfS0qUERdZ,com.sec.android.app.shealth,0,df86e154-0a75-4e26-9cef-3f51b30481f4.achievement.json,df86e154-0a75-4e26-9cef-3f51b30481f4,1604361600000,
981,1d85e821-a281-4749-a1a4-190479752a47.binning_data.json,508633,6000,24,2021-01-28 23:00:03.472,com.sec.android.app.shealth,2021-01-27 23:00:03.674,,1.5181592,772.186,38.61,957,RHeBeWmk3Z,com.sec.android.app.shealth,0,1d85e821-a281-4749-a1a4-190479752a47.achievement.json,1d85e821-a281-4749-a1a4-190479752a47,1611705600000,
5646,b4d9a173-360e-4b4d-b385-77bbc9ed5cf2.binning_data.json,3379987,6000,0,2020-11-12 22:00:01.580,com.sec.android.app.shealth,2020-11-12 22:00:01.580,,1.2545755,4240.449,199.82959,5646,vC702BfhH0,com.sec.android.app.shealth,0,b4d9a173-360e-4b4d-b385-77bbc9ed5cf2.achievement.json,b4d9a173-360e-4b4d-b385-77bbc9ed5cf2,1605139200000,
92,2886416e-bc91-4702-8f8a-7473686c2665.binning_data.json,67624,6000,0,2020-11-24 16:03:00.919,com.sec.android.app.shealth,2020-11-24 07:20:51.904,2886416e-bc91-4702-8f8a-7473686c2665.source_info.json,1.0023625,67.78418,3.2973022,92,VfS0qUERdZ,com.sec.android.app.shealth,0,2886416e-bc91-4702-8f8a-7473686c2665.achievement.json,2886416e-bc91-4702-8f8a-7473686c2665,1606176000000,
11478,dbc482e0-a1a6-4c3e-99a5-26693584206d.binning_data.json,6155781,6000,335,2020-12-19 22:55:02.264,com.sec.android.app.shealth,2020-12-18 23:23:15.503,dbc482e0-a1a6-4c3e-99a5-26693584206d.source_info.json,1.4427822,8881.451,456.1989,11143,VfS0qUERdZ,com.sec.android.app.shealth,0,dbc482e0-a1a6-4c3e-99a5-26693584206d.achievement.json,dbc482e0-a1a6-4c3e-99a5-26693584206d,1608336000000,
30,4797afc4-5981-4abb-9895-4d768e30338e.binning_data.json,20992,6000,0,2020-12-21 23:00:01.730,com.sec.android.app.shealth,2020-12-21 23:00:01.730,,1.1267658,23.65398,1.1384361,30,vC702BfhH0,com.sec.android.app.shealth,0,4797afc4-5981-4abb-9895-4d768e30338e.achievement.json,4797afc4-5981-4abb-9895-4d768e30338e,1608508800000,
7337,e6ae6c71-76a8-4417-b79c-1472cece03ba.binning_data.json,3153067,6000,4757,2021-02-19 23:01:05.479,com.sec.android.app.shealth,2021-02-19 07:45:18.511,e6ae6c71-76a8-4417-b79c-1472cece03ba.source_info.json,2.2223835,7007.3247,477.81448,2580,VfS0qUERdZ,com.sec.android.app.shealth,0,e6ae6c71-76a8-4417-b79c-1472cece03ba.achievement.json,e6ae6c71-76a8-4417-b79c-1472cece03ba,1613692800000,
14018,df2d9fc8-5fd9-4c9f-ba4d-905017e7569f.binning_data.json,8104743,6000,40,2020-12-25 22:55:04.072,com.sec.android.app.shealth,2020-12-25 00:09:20.760,df2d9fc8-5fd9-4c9f-ba4d-905017e7569f.source_info.json,1.3102999,10619.645,537.6444,13978,VfS0qUERdZ,com.sec.android.app.shealth,0,df2d9fc8-5fd9-4c9f-ba4d-905017e7569f.achievement.json,df2d9fc8-5fd9-4c9f-ba4d-905017e7569f,1608854400000,
