com.samsung.shealth.tracker.pedometer_day_summary,6156001,5
step_count,binning_data,active_time,recommendation,run_step_count,update_time,source_package_name,create_time,source_info,speed,distance,calorie,walk_step_count,deviceuuid,pkg_name,healthy_step,achievement,datauuid,day_time
22900,4385c06e-dcb3-4f8a-8d9f-d7102bb1c394.binning_data.json,11909300,6000,5251,2020-11-07 08:33:48.011,com.sec.android.app.shealth,2020-11-07 08:33:48.011,4385c06e-dcb3-4f8a-8d9f-d7102bb1c394.source_info.json,1.4908903,17755.46,985.381,17649,VfS0qUERdZ,com.sec.android.app.shealth,0,4385c06e-dcb3-4f8a-8d9f-d7102bb1c394.achievement.json,4385c06e-dcb3-4f8a-8d9f-d7102bb1c394,1604620800000,
14686,67e6150f-dc97-4756-9b6a-2dc491a38271.binning_data.json,8438062,6000,2,2020-12-20 23:00:02.530,com.sec.android.app.shealth,2020-12-20 23:00:02.530,,1.3285725,11210.578,547.3184,14684,vC702BfhH0,com.sec.android.app.shealth,0,67e6150f-dc97-4756-9b6a-2dc491a38271.achievement.json,67e6150f-dc97-4756-9b6a-2dc491a38271,1608422400000,
467,57bc8791-e688-46bc-a513-fc76b0644ddb.binning_data.json,274016,6000,69,2021-01-03 23:00:05.477,com.sec.android.app.shealth,2021-01-03 23:00:05.477,,1.5987939,438.0964,24.343582,398,vC702BfhH0,com.sec.android.app.shealth,0,57bc8791-e688-46bc-a513-fc76b0644ddb.achievement.json,57bc8791-e688-46bc-a513-fc76b0644ddb,1609632000000,
7745,a2bee75b-9782-4f35-b293-bbe7d468dc1a.binning_data.json,3225299,6000,5453,2021-02-23 23:00:04.756,com.sec.android.app.shealth,2021-02-22 23:00:18.701,,2.1876433,7055.8057,502.95425,2292,RHeBeWmk3Z,com.sec.android.app.shealth,0,a2bee75b-9782-4f35-b293-bbe7d468dc1a.achievement.json,a2bee75b-9782-4f35-b293-bbe7d468dc1a,1613952000000,
5773,9510cc2d-90d6-4dde-b9a8-145ce390509c.binning_data.json,2784588,6000,606,2020-12-19 23:00:05.008,com.sec.android.app.shealth,2020-12-19 23:00:05.008,,1.6149422,4496.9487,269.75812,5167,RHeBeWmk3Z,com.sec.android.app.shealth,0,9510cc2d-90d6-4dde-b9a8-145ce390509c.achievement.json,9510cc2d-90d6-4dde-b9a8-145ce390509c,1608336000000,
6679,eca005e2-35cf-4477-b475-ae535e506b14.binning_data.json,2862741,6000,4339,2021-01-06 22:55:02.397,com.sec.android.app.shealth,2021-01-05 23:07:45.126,eca005e2-35cf-4477-b475-ae535e506b14.source_info.json,2.2509363,6443.85,439.9505,2340,VfS0qUERdZ,com.sec.android.app.shealth,0,eca005e2-35cf-4477-b475-ae535e506b14.achievement.json,eca005e2-35cf-4477-b475-ae535e506b14,1609891200000,
3723,57c3dca5-b784-4a14-87ce-716f4431927a.binning_data.json,2136191,6000,23,2021-02-27 22:41:22.049,com.sec.android.app.shealth,2021-02-27 22:41:22.049,,1.41322,3018.9084,148.96591,3700,vC702BfhH0,com.sec.android.app.shealth,0,57c3dca5-b784-4a14-87ce-716f4431927a.achievement.json,57c3dca5-b784-4a14-87ce-716f4431927a,1614384000000,
5797,b7154f47-a91d-4a81-a554-58b97988e277.binning_data.json,2485189,6000,4272,2021-01-17 23:12:40.848,com.sec.android.app.shealth,2021-01-16 23:16:29.047,b7154f47-a91d-4a81-a554-58b97988e277.source_info.json,2.291725,5695.37,394.90622,1525,VfS0qUERdZ,com.sec.android.app.shealth,0,b7154f47-a91d-4a81-a554-58b97988e277.achievement.json,b7154f47-a91d-4a81-a554-58b97988e277,1610841600000,
690,c64e38b8-7107-4b71-970e-d7e5a2905f19.binning_data.json,388056,6000,14,2021-01-14 22:35:03.621,com.sec.android.app.shealth,2021-01-13 23:55:01.842,c64e38b8-7107-4b71-970e-d7e5a2905f19.source_info.json,1.3667825,530.38934,27.437174,676,VfS0qUERdZ,com.sec.android.app.shealth,0,c64e38b8-7107-4b71-970e-d7e5a2905f19.achievement.json,c64e38b8-7107-4b71-970e-d7e5a2905f19,1610582400000,
7128,95c223bb-771c-4622-8ca5-8d3a8069f670.binning_data.json,3041890,6000,5061,2021-01-05 23:00:07.026,com.sec.android.app.shealth,2021-01-04 23:00:05.036,,1.9953312,6069.579,437.06,2067,RHeBeWmk3Z,com.sec.android.app.shealth,0,95c223bb-771c-4622-8ca5-8d3a8069f670.achievement.json,95c223bb-771c-4622-8ca5-8d3a8069f670,1609718400000,
2260,3bd4fe43-587e-45c8-9a9e-fddf7a8bf518.binning_data.json,1300759,6000,3,2020-11-18 22:00:02.102,com.sec.android.app.shealth,2020-11-18 22:00:02.102,,1.3170793,1713.2031,80.128174,2257,vC702BfhH0,com.sec.android.app.shealth,0,3bd4fe43-587e-45c8-9a9e-fddf7a8bf518.achievement.json,3bd4fe43-587e-45c8-9a9e-fddf7a8bf518,1605657600000,
436,bcb5a31d-ceeb-4a1f-b7e0-b3d0fe2b0b96.binning_data.json,235308,6000,13,2021-02-03 23:00:03.070,com.sec.android.app.shealth,2021-02-03 23:00:03.070,,1.4611006,343.81,16.97,423,RHeBeWmk3Z,com.sec.android.app.shealth,0,bcb5a31d-ceeb-4a1f-b7e0-b3d0fe2b0b96.achievement.json,bcb5a31d-ceeb-4a1f-b7e0-b3d0fe2b0b96,1612310400000,
2246,9de81c0b-15b3-4363-abc1-ad6ac1f8c594.binning_data.json,1315286,6000,53,2020-12-27 23:00:01.936,com.sec.android.app.shealth,2020-12-27 23:00:01.936,,1.3626579,1792.2853,88.93448,2193,vC702BfhH0,com.sec.android.app.shealth,0,9de81c0b-15b3-4363-abc1-ad6ac1f8c594.achievement.json,9de81c0b-15b3-4363-abc1-ad6ac1f8c594,1609027200000,
6528,db6b9d6d-388c-4663-90dd-21d105d4e6e8.binning_data.json,2836533,6000,4545,2021-01-25 23:00:05.100,com.sec.android.app.shealth,2021-01-25 23:00:05.100,,1.9803293,5617.2705,396.1809,1983,RHeBeWmk3Z,com.sec.android.app.shealth,0,db6b9d6d-388c-4663-90dd-21d105d4e6e8.achievement.json,db6b9d6d-388c-4663-90dd-21d105d4e6e8,1611532800000,
5338,0fd73533-3407-472d-ba70-afe45234fc73.binning_data.json,2801105,6000,525,2020-12-04 21:29:58.116,com.sec.android.app.shealth,2020-12-04 07:06:09.752,0fd73533-3407-472d-ba70-afe45234fc73.source_info.json,1.4564921,4079.7878,227.6842,4813,VfS0qUERdZ,com.sec.android.app.shealth,0,0fd73533-3407-472d-ba70-afe45234fc73.achievement.json,0fd73533-3407-472d-ba70-afe45234fc73,1607040000000,
3467,74ac8b1d-6bdc-4599-8ee0-dc62a810fc1b.binning_data.json,2338980,6000,19,2021-01-20 22:19:20.733,com.sec.android.app.shealth,2021-01-20 05:46:40.477,74ac8b1d-6bdc-4599-8ee0-dc62a810fc1b.source_info.json,1.0939279,2558.6758,135.9403,3448,VfS0qUERdZ,com.sec.android.app.shealth,0,74ac8b1d-6bdc-4599-8ee0-dc62a810fc1b.achievement.json,74ac8b1d-6bdc-4599-8ee0-dc62a810fc1b,1611100800000,
46,f5465ea2-73c8-4268-a518-ba3ea7b09011.binning_data.json,32244,6000,0,2021-01-14 23:00:01.511,com.sec.android.app.shealth,2021-01-14 23:00:01.511,,1.0801508,34.828613,1.6852417,46,vC702BfhH0,com.sec.android.app.shealth,0,f5465ea2-73c8-4268-a518-ba3ea7b09011.achievement.json,f5465ea2-73c8-4268-a518-ba3ea7b09011,1610582400000,
2496,e653a941-f5fe-4bb7-95f0-9daa6f370566.binning_data.json,1365474,6000,45,2021-01-24 23:00:04.237,com.sec.android.app.shealth,2021-01-23 23:01:29.796,,1.3962507,1906.5448,100.547516,2451,RHeBeWmk3Z,com.sec.android.app.shealth,0,e653a941-f5fe-4bb7-95f0-9daa6f370566.achievement.json,e653a941-f5fe-4bb7-95f0-9daa6f370566,1611360000000,
6638,b787c0e2-5bc2-4508-8f15-d8ac53e9636d.binning_data.json,2795829,6000,4997,2021-01-04 23:00:02.998,com.sec.android.app.shealth,2021-01-04 23:00:02.998,,2.429581,6792.6934,473.54242,1641,vC702BfhH0,com.sec.android.app.shealth,0,b787c0e2-5bc2-4508-8f15-d8ac53e9636d.achievement.json,b787c0e2-5bc2-4508-8f15-d8ac53e9636d,1609718400000,
6787,40ec8744-99d7-4344-82b1-73e8fd2d59a8.binning_data.json,2810904,6000,4814,2021-02-09 23:00:03.882,com.sec.android.app.shealth,2021-02-09 23:00:03.882,,2.1687682,6096.2,427.988,1973,RHeBeWmk3Z,com.sec.android.app.shealth,0,40ec8744-99d7-4344-82b1-73e8fd2d59a8.achievement.json,40ec8744-99d7-4344-82b1-73e8fd2d59a8,1612828800000,
11428,66f526e6-3aa3-4628-884d-aa3ac8376206.binning_data.json,6576036,6000,20,2021-02-16 22:15:03.638,com.sec.android.app.shealth,2021-02-15 23:14:47.918,66f526e6-3aa3-4628-884d-aa3ac8376206.source_info.json,1.3023537,8564.326,447.7291,11408,VfS0qUERdZ,com.sec.android.app.shealth,0,66f526e6-3aa3-4628-884d-aa3ac8376206.achievement.json,66f526e6-3aa3-4628-884d-aa3ac8376206,1613433600000,
17221,e72cded9-5f37-446d-bdaa-cc2122030da6.binning_data.json,9250988,6000,327,2020-11-08 22:15:03.599,com.sec.android.app.shealth,2020-11-07 22:15:44.811,e72cded9-5f37-446d-bdaa-cc2122030da6.source_info.json,1.3599846,12581.202,670.7855,16894,VfS0qUERdZ,com.sec.android.app.shealth,0,e72cded9-5f37-446d-bdaa-cc2122030da6.achievement.json,e72cded9-5f37-446d-bdaa-cc2122030da6,1604793600000,
5721,30eabf64-2cd4-4a63-a808-9618875b44f7.binning_data.json,3600031,6000,0,2020-12-05 23:00:02.754,com.sec.android.app.shealth,2020-12-05 23:00:02.754,,1.1963822,4307.0137,215.71434,5721,vC702BfhH0,com.sec.android.app.shealth,0,30eabf64-2cd4-4a63-a808-9618875b44f7.achievement.json,30eabf64-2cd4-4a63-a808-9618875b44f7,1607126400000,
6859,9475e8bc-e84b-43c8-af18-7c6fc279c11e.binning_data.json,2859354,6000,4852,2021-02-24 23:02:32.732,com.sec.android.app.shealth,2021-02-23 23:55:03.940,9475e8bc-e84b-43c8-af18-7c6fc279c11e.source_info.json,2.346617,6709.8105,461.1483,2007,VfS0qUERdZ,com.sec.android.app.shealth,0,9475e8bc-e84b-43c8-af18-7c6fc279c11e.achievement.json,9475e8bc-e84b-43c8-af18-7c6fc279c11e,1614124800000,
10895,3fe056a3-b430-425f-b6c7-d62bfc7a1018.binning_data.json,6083686,6000,67,2020-11-07 08:33:48.047,com.sec.android.app.shealth,2020-11-07 08:33:48.047,3fe056a3-b430-425f-b6c7-d62bfc7a1018.source_info.json,1.3313582,8099.566,388.51,10828,VfS0qUERdZ,com.sec.android.app.shealth,0,3fe056a3-b430-425f-b6c7-d62bfc7a1018.achievement.json,3fe056a3-b430-425f-b6c7-d62bfc7a1018,1604534400000,
7132,97afa2c9-55d8-4348-bc6e-2f47e0c1a229.binning_data.json,2887649,6000,5960,2021-01-01 23:03:10.603,com.sec.android.app.shealth,2020-12-31 23:15:29.559,97afa2c9-55d8-4348-bc6e-2f47e0c1a229.source_info.json,2.525248,7292.03,528.2076,1172,VfS0qUERdZ,com.sec.android.app.shealth,0,97afa2c9-55d8-4348-bc6e-2f47e0c1a229.achievement.json,97afa2c9-55d8-4348-bc6e-2f47e0c1a229,1609459200000,
13958,18078aa7-8b41-48a4-8f6a-cb2cbc8cf6a8.binning_data.json,5692158,6000,10471,2021-02-08 21:55:02.989,com.sec.android.app.shealth,2021-02-07 23:31:32.274,18078aa7-8b41-48a4-8f6a-cb2cbc8cf6a8.source_info.json,2.4761305,14094.526,963.89056,3487,VfS0qUERdZ,com.sec.android.app.shealth,0,18078aa7-8b41-48a4-8f6a-cb2cbc8cf6a8.achievement.json,18078aa7-8b41-48a4-8f6a-cb2cbc8cf6a8,1612742400000,
5023,ab8eb264-0631-40a5-845a-ccd80addb512.binning_data.json,3342145,6000,0,2021-01-23 23:00:26.108,com.sec.android.app.shealth,2021-01-23 23:00:26.108,,1.1161748,3730.4185,188.55042,5023,vC702BfhH0,com.sec.android.app.shealth,0,ab8eb264-0631-40a5-845a-ccd80addb512.achievement.json,ab8eb264-0631-40a5-845a-ccd80addb512,1611360000000,
8967,87a50cf0-f3f7-454f-be07-ce7a57cd6735.binning_data.json,3862383,6000,5443,2020-12-16 23:03:36.935,com.sec.android.app.shealth,2020-12-16 06:58:14.902,87a50cf0-f3f7-454f-be07-ce7a57cd6735.source_info.json,2.0385714,7873.743,554.75867,3524,VfS0qUERdZ,com.sec.android.app.shealth,0,87a50cf0-f3f7-454f-be07-ce7a57cd6735.achievement.json,87a50cf0-f3f7-454f-be07-ce7a57cd6735,1608076800000,
5650,067b5903-f9e2-492e-a641-24ffad92ded1.binning_data.json,2405570,6000,4234,2021-01-18 23:00:03.201,com.sec.android.app.shealth,2021-01-17 23:00:46.064,,2.0449963,4919.3833,357.0789,1416,RHeBeWmk3Z,com.sec.android.app.shealth,0,067b5903-f9e2-492e-a641-24ffad92ded1.achievement.json,067b5903-f9e2-492e-a641-24ffad92ded1,1610841600000,
17670,e65ed2df-6d3b-42b5-8c2e-1e5804077a62.binning_data.json,9928815,6000,117,2020-11-13 21:24:01.755,com.sec.android.app.shealth,2020-11-12 22:00:20.977,e65ed2df-6d3b-42b5-8c2e-1e5804077a62.source_info.json,1.3243735,13149.46,633.12695,17553,VfS0qUERdZ,com.sec.android.app.shealth,0,e65ed2df-6d3b-42b5-8c2e-1e5804077a62.achievement.json,e65ed2df-6d3b-42b5-8c2e-1e5804077a62,1605225600000,
10933,309a1b12-9713-4724-a828-541154051d56.binning_data.json,6007799,6000,38,2020-11-16 21:27:20.749,com.sec.android.app.shealth,2020-11-15 22:08:24.499,309a1b12-9713-4724-a828-541154051d56.source_info.json,1.3882321,8340.221,394.55017,10895,VfS0qUERdZ,com.sec.android.app.shealth,0,309a1b12-9713-4724-a828-541154051d56.achievement.json,309a1b12-9713-4724-a828-541154051d56,1605484800000,
4681,7dcf7ea8-3a97-4d5e-bf75-c09989dec47c.binning_data.json,2450285,6000,121,2020-11-30 23:00:02.904,com.sec.android.app.shealth,2020-11-30 23:00:02.904,,1.4543686,3563.618,189.54,4560,RHeBeWmk3Z,com.sec.android.app.shealth,0,7dcf7ea8-3a97-4d5e-bf75-c09989dec47c.achievement.json,7dcf7ea8-3a97-4d5e-bf75-c09989dec47c,1606694400000,
100,9ee89b29-1ffa-4507-a424-5e06496a0625.binning_data.json,58797,6000,0,2020-12-15 23:00:01.564,com.sec.android.app.shealth,2020-12-15 23:00:01.564,,1.3005377,76.46875,3.7358398,100,vC702BfhH0,com.sec.android.app.shealth,0,9ee89b29-1ffa-4507-a424-5e06496a0625.achievement.json,9ee89b29-1ffa-4507-a424-5e06496a0625,1607990400000,
13675,39110a5b-dfba-451f-a64a-d8e89fd1ea50.binning_data.json,5536603,6000,10402,2021-02-08 23:00:03.685,com.sec.android.app.shealth,2021-02-08 23:00:03.685,,2.2740552,12590.542,895.941,3273,RHeBeWmk3Z,com.sec.android.app.shealth,0,39110a5b-dfba-451f-a64a-d8e89fd1ea50.achievement.json,39110a5b-dfba-451f-a64a-d8e89fd1ea50,1612742400000,
653,161ebe52-25af-4c9f-a0d9-a4f41957e72f.binning_data.json,359222,6000,35,2021-01-29 23:00:02.900,com.sec.android.app.shealth,2021-01-28 23:00:03.468,,1.469173,527.76,27.81,618,RHeBeWmk3Z,com.sec.android.app.shealth,0,161ebe52-25af-4c9f-a0d9-a4f41957e72f.achievement.json,161ebe52-25af-4c9f-a0d9-a4f41957e72f,1611792000000,
281,3fde2ee8-41bf-4d25-ab53-a6f0a1a99750.binning_data.json,200767,6000,0,2020-11-21 22:00:01.470,com.sec.android.app.shealth,2020-11-21 22:00:01.470,,1.0376923,208.3352,10.05983,281,vC702BfhH0,com.sec.android.app.shealth,0,3fde2ee8-41bf-4d25-ab53-a6f0a1a99750.achievement.json,3fde2ee8-41bf-4d25-ab53-a6f0a1a99750,1605916800000,
6522,a5de4758-276c-40d3-9731-ff309367b1df.binning_data.json,2826250,6000,4440,2021-01-13 23:15:01.742,com.sec.android.app.shealth,2021-01-13 06:28:24.102,a5de4758-276c-40d3-9731-ff309367b1df.source_info.json,2.215998,6262.965,421.60147,2082,VfS0qUERdZ,com.sec.android.app.shealth,0,a5de4758-276c-40d3-9731-ff309367b1df.achievement.json,a5de4758-276c-40d3-9731-ff309367b1df,1610496000000,
6146,414c4ba4-20b9-426d-85cd-54a2c7342f0e.binning_data.json,2551844,6000,4690,2021-02-05 23:00:01.989,com.sec.android.app.shealth,2021-02-05 23:00:01.989,,2.4914038,6357.675,431.02625,1456,vC702BfhH0,com.sec.android.app.shealth,0,414c4ba4-20b9-426d-85cd-54a2c7342f0e.achievement.json,414c4ba4-20b9-426d-85cd-54a2c7342f0e,1612483200000,
3021,c5d4ae4d-85f7-437a-b0a2-b858955b9a34.binning_data.json,1595498,6000,269,2021-02-18 23:00:03.999,com.sec.android.app.shealth,2021-02-18 23:00:03.999,,1.4788728,2359.539,133.83507,2752,RHeBeWmk3Z,com.sec.android.app.shealth,0,c5d4ae4d-85f7-437a-b0a2-b858955b9a34.achievement.json,c5d4ae4d-85f7-437a-b0a2-b858955b9a34,1613606400000,
6801,19150fd2-0268-45e6-bbb6-1ff3b60efb7c.binning_data.json,2958336,6000,4680,2021-01-29 23:00:42.447,com.sec.android.app.shealth,2021-01-28 23:14:53.490,19150fd2-0268-45e6-bbb6-1ff3b60efb7c.source_info.json,2.2181756,6562.111,442.8261,2121,VfS0qUERdZ,com.sec.android.app.shealth,0,19150fd2-0268-45e6-bbb6-1ff3b60efb7c.achievement.json,19150fd2-0268-45e6-bbb6-1ff3b60efb7c,1611878400000,
563,9be06749-3d98-4169-8b56-9b85e68134da.binning_data.json,310041,6000,2,2021-02-14 23:00:05.533,com.sec.android.app.shealth,2021-02-14 23:00:05.533,,1.4033283,435.09,20.98,561,RHeBeWmk3Z,com.sec.android.app.shealth,0,9be06749-3d98-4169-8b56-9b85e68134da.achievement.json,9be06749-3d98-4169-8b56-9b85e68134da,1613260800000,
14811,228428c2-f6d0-4d88-bb27-fe740ea9ac67.binning_data.json,6330213,6000,10339,2020-12-18 23:23:15.974,com.sec.android.app.shealth,2020-12-17 23:12:18.810,228428c2-f6d0-4d88-bb27-fe740ea9ac67.source_info.json,2.3086462,14614.223,1017.0766,4472,VfS0qUERdZ,com.sec.android.app.shealth,0,228428c2-f6d0-4d88-bb27-fe740ea9ac67.achievement.json,228428c2-f6d0-4d88-bb27-fe740ea9ac67,1608249600000,
5827,4b6be587-43e6-4308-a231-057538f9af83.binning_data.json,2446057,6000,4510,2021-01-25 23:00:02.273,com.sec.android.app.shealth,2021-01-25 23:00:02.273,,2.455888,6007.244,415.63336,1317,vC702BfhH0,com.sec.android.app.shealth,0,4b6be587-43e6-4308-a231-057538f9af83.achievement.json,4b6be587-43e6-4308-a231-057538f9af83,1611532800000,
97,5360aea7-3f16-4135-9eef-01526bfd48ee.binning_data.json,54126,6000,3,2021-01-10 23:00:01.599,com.sec.android.app.shealth,2021-01-10 23:00:01.599,,1.4198922,76.85341,3.8663316,94,vC702BfhH0,com.sec.android.app.shealth,0,5360aea7-3f16-4135-9eef-01526bfd48ee.achievement.json,5360aea7-3f16-4135-9eef-01526bfd48ee,1610236800000,
7398,94a7dac2-e946-41cb-8e13-2c29c5007c78.binning_data.json,4254837,6000,47,2020-11-12 21:15:03.425,com.sec.android.app.shealth,2020-11-11 22:00:37.105,94a7dac2-e946-41cb-8e13-2c29c5007c78.source_info.json,1.2922806,5498.443,267.3767,7351,VfS0qUERdZ,com.sec.android.app.shealth,0,94a7dac2-e946-41cb-8e13-2c29c5007c78.achievement.json,94a7dac2-e946-41cb-8e13-2c29c5007c78,1605139200000,
7110,9f4665cb-51a8-481e-b499-b8c4658f81ee.binning_data.json,2981139,6000,5369,2021-02-22 23:00:16.428,com.sec.android.app.shealth,2021-02-22 23:00:16.428,,2.4910145,7426.0625,508.89526,1741,vC702BfhH0,com.sec.android.app.shealth,0,9f4665cb-51a8-481e-b499-b8c4658f81ee.achievement.json,9f4665cb-51a8-481e-b499-b8c4658f81ee,1613952000000,
4173,8426a4bc-8461-4aeb-baf6-fbc43dabf5a7.binning_data.json,2296112,6000,74,2021-01-31 23:00:24.431,com.sec.android.app.shealth,2021-01-30 23:00:04.712,,1.3400984,3077.0173,168.68279,4099,RHeBeWmk3Z,com.sec.android.app.shealth,0,8426a4bc-8461-4aeb-baf6-fbc43dabf5a7.achievement.json,8426a4bc-8461-4aeb-baf6-fbc43dabf5a7,1611964800000,
16477,2c1b2f03-f0a7-4333-80f5-1ccc5694c171.binning_data.json,9120312,6000,26,2020-12-21 23:00:04.111,com.sec.android.app.shealth,2020-12-20 23:00:04.830,,1.2812935,11685.797,655.61,16451,RHeBeWmk3Z,com.sec.android.app.shealth,0,2c1b2f03-f0a7-4333-80f5-1ccc5694c171.achievement.json,2c1b2f03-f0a7-4333-80f5-1ccc5694c171,1608422400000,
10229,b32a89f9-21ff-41d7-a775-78bb8e3f643c.binning_data.json,6116986,6000,0,2020-11-22 22:00:01.786,com.sec.android.app.shealth,2020-11-22 22:00:01.786,,1.2533163,7666.518,363.6164,10229,vC702BfhH0,com.sec.android.app.shealth,0,b32a89f9-21ff-41d7-a775-78bb8e3f643c.achievement.json,b32a89f9-21ff-41d7-a775-78bb8e3f643c,1606003200000,
606,40276944-08a2-41ff-a437-2ca7cceac83f.binning_data.json,396171,6000,0,2020-11-27 22:00:01.196,com.sec.android.app.shealth,2020-11-27 22:00:01.196,,1.156109,458.0171,21.478638,606,vC702BfhH0,com.sec.android.app.shealth,0,40276944-08a2-41ff-a437-2ca7cceac83f.achievement.json,40276944-08a2-41ff-a437-2ca7cceac83f,1606435200000,
7349,c94766ed-ff68-4c4d-a3ef-7c935f82a916.binning_data.json,3137724,6000,5138,2021-01-07 22:35:01.884,com.sec.android.app.shealth,2021-01-06 23:04:55.732,c94766ed-ff68-4c4d-a3ef-7c935f82a916.source_info.json,2.3144467,7262.096,493.1179,2211,VfS0qUERdZ,com.sec.android.app.shealth,0,c94766ed-ff68-4c4d-a3ef-7c935f82a916.achievement.json,c94766ed-ff68-4c4d-a3ef-7c935f82a916,1609977600000,
6262,11066f03-07d6-4012-99fb-1ffce9ae03aa.binning_data.json,2572637,6000,4751,2021-02-24 23:00:02.886,com.sec.android.app.shealth,2021-02-24 23:00:02.886,,2.5253036,6496.6895,445.74084,1511,vC702BfhH0,com.sec.android.app.shealth,0,11066f03-07d6-4012-99fb-1ffce9ae03aa.achievement.json,11066f03-07d6-4012-99fb-1ffce9ae03aa,1614124800000,
7626,47b5a66b-ac2c-42d1-a4e5-be67ea94b54b.binning_data.json,3132910,6000,5500,2020-12-07 23:00:03.192,com.sec.android.app.shealth,2020-12-07 23:00:03.192,,2.1993136,6890.2524,494.11838,2126,RHeBeWmk3Z,com.sec.android.app.shealth,0,47b5a66b-ac2c-42d1-a4e5-be67ea94b54b.achievement.json,47b5a66b-ac2c-42d1-a4e5-be67ea94b54b,1607299200000,
12046,3e41bc46-86ae-4108-8d2f-79e4fa861492.binning_data.json,4823754,6000,9846,2021-01-09 23:00:01.692,com.sec.android.app.shealth,2021-01-09 23:00:01.692,,2.6236572,12655.877,882.5807,2200,vC702BfhH0,com.sec.android.app.shealth,0,3e41bc46-86ae-4108-8d2f-79e4fa861492.achievement.json,3e41bc46-86ae-4108-8d2f-79e4fa861492,1610150400000,
5801,18b8d388-17ae-4204-a125-438a82ba707d.binning_data.json,3167261,6000,22,2020-11-23 21:35:01.890,com.sec.android.app.shealth,2020-11-22 22:07:54.541,18b8d388-17ae-4204-a125-438a82ba707d.source_info.json,1.3890761,4399.568,208.90456,5779,VfS0qUERdZ,com.sec.android.app.shealth,0,18b8d388-17ae-4204-a125-438a82ba707d.achievement.json,18b8d388-17ae-4204-a125-438a82ba707d,1606089600000,
12618,2f86cb65-52cf-49fc-ab5f-b25dde7b4374.binning_data.json,6796535,6000,97,2021-01-24 19:50:58.008,com.sec.android.app.shealth,2021-01-23 23:29:41.771,2f86cb65-52cf-49fc-ab5f-b25dde7b4374.source_info.json,1.4075445,9566.425,505.08237,12521,VfS0qUERdZ,com.sec.android.app.shealth,0,2f86cb65-52cf-49fc-ab5f-b25dde7b4374.achievement.json,2f86cb65-52cf-49fc-ab5f-b25dde7b4374,1611446400000,
5553,99416c98-d90f-4610-9ef2-1d890996d0b1.binning_data.json,3017283,6000,109,2020-11-07 08:33:41.199,com.sec.android.app.shealth,2020-11-07 08:33:41.199,,1.3606879,4105.581,203.54,5444,RHeBeWmk3Z,com.sec.android.app.shealth,0,99416c98-d90f-4610-9ef2-1d890996d0b1.achievement.json,99416c98-d90f-4610-9ef2-1d890996d0b1,1604361600000,
292,4930faf6-19ad-4e82-9681-d25020ff9cc1.binning_data.json,191268,6000,0,2020-11-20 22:00:01.403,com.sec.android.app.shealth,2020-11-20 22:00:01.403,,1.1399243,218.0321,10.400642,292,vC702BfhH0,com.sec.android.app.shealth,0,4930faf6-19ad-4e82-9681-d25020ff9cc1.achievement.json,4930faf6-19ad-4e82-9681-d25020ff9cc1,1605830400000,
15923,7414c4da-5d69-446a-ba66-b9cf41411fcc.binning_data.json,8098578,6000,4872,2020-11-07 21:52:08.059,com.sec.android.app.shealth,2020-11-07 08:33:40.568,7414c4da-5d69-446a-ba66-b9cf41411fcc.source_info.json,1.5818738,12810.929,738.7532,11051,VfS0qUERdZ,com.sec.android.app.shealth,0,7414c4da-5d69-446a-ba66-b9cf41411fcc.achievement.json,7414c4da-5d69-446a-ba66-b9cf41411fcc,1604707200000,
7554,34faec6b-ec20-4625-b9bd-c0e0fa8eee38.binning_data.json,3222962,6000,5107,2020-11-29 23:00:02.476,com.sec.android.app.shealth,2020-11-29 23:00:02.476,,1.9608762,6319.831,433.49182,2447,RHeBeWmk3Z,com.sec.android.app.shealth,0,34faec6b-ec20-4625-b9bd-c0e0fa8eee38.achievement.json,34faec6b-ec20-4625-b9bd-c0e0fa8eee38,1606608000000,
4724,823fc91d-ae40-42ea-9631-17f0b4ac68dd.binning_data.json,2743394,6000,0,2020-11-30 23:00:01.321,com.sec.android.app.shealth,2020-11-30 23:00:01.321,,1.3259474,3637.597,176.36815,4724,vC702BfhH0,com.sec.android.app.shealth,0,823fc91d-ae40-42ea-9631-17f0b4ac68dd.achievement.json,823fc91d-ae40-42ea-9631-17f0b4ac68dd,1606694400000,
2807,e3d52239-788e-4a8a-b0cc-528a75e3d453.binning_data.json,1587883,6000,32,2021-02-06 20:05:51.033,com.sec.android.app.shealth,2021-02-05 23:15:24.454,e3d52239-788e-4a8a-b0cc-528a75e3d453.source_info.json,1.3312675,2113.8977,109.419136,2775,VfS0qUERdZ,com.sec.android.app.shealth,0,e3d52239-788e-4a8a-b0cc-528a75e3d453.achievement.json,e3d52239-788e-4a8a-b0cc-528a75e3d453,1612569600000,
10611,8be7ca73-6390-463a-b894-30d3ff803722.binning_data.json,6079509,6000,42,2021-02-28 20:55:03.247,com.sec.android.app.shealth,2021-02-27 23:30:13.388,8be7ca73-6390-463a-b894-30d3ff803722.source_info.json,1.3266622,8065.455,404.76392,10569,VfS0qUERdZ,com.sec.android.app.shealth,0,8be7ca73-6390-463a-b894-30d3ff803722.achievement.json,8be7ca73-6390-463a-b894-30d3ff803722,1614470400000,
