com.samsung.shealth.calories_burned.details,6156001,1
version,extra_data,com.samsung.shealth.calories_burned.tef_calorie,com.samsung.shealth.calories_burned.active_time,com.samsung.shealth.calories_burned.rest_calorie,com.samsung.shealth.calories_burned.update_time,com.samsung.shealth.calories_burned.create_time,com.samsung.shealth.calories_burned.active_calorie,com.samsung.shealth.calories_burned.deviceuuid,com.samsung.shealth.calories_burned.pkg_name,com.samsung.shealth.calories_burned.datauuid,com.samsung.shealth.calories_burned.day_time
,e5a8a58c-5959-4b2b-9c30-6763f9d37176.extra_data.json,0.0,2247189,1653.6246,2021-03-05 21:49:03.078,2021-02-28 13:46:14.880,187.63414,OD8XXfRrR9,com.sec.android.app.shealth,e5a8a58c-5959-4b2b-9c30-6763f9d37176,1612569600000,
,a65e3962-3de9-473e-81db-f60fa048e531.extra_data.json,0.0,409802,1689.7299,2021-02-28 20:55:04.017,2021-02-28 13:46:14.837,24.063124,OD8XXfRrR9,com.sec.android.app.shealth,a65e3962-3de9-473e-81db-f60fa048e531,1612137600000,
,bbeda9a8-f613-49d4-aa64-632004d56d31.extra_data.json,0.0,3078455,1637.29,2021-03-04 21:35:04.257,2021-02-28 13:46:14.874,413.0679,OD8XXfRrR9,com.sec.android.app.shealth,bbeda9a8-f613-49d4-aa64-632004d56d31,1612483200000,
,de0979ff-90fe-474d-bde1-d78e7f2669de.extra_data.json,0.0,7464166,1558.7212,2021-03-15 20:39:18.677,2021-02-28 13:46:14.953,462.20654,OD8XXfRrR9,com.sec.android.app.shealth,de0979ff-90fe-474d-bde1-d78e7f2669de,1613433600000,
,d9c280fb-6c73-4fbe-bdb5-88fa17ea0ab3.extra_data.json,0.0,370717,1698.7932,2021-03-12 20:22:10.305,2021-02-28 13:46:14.931,22.396036,OD8XXfRrR9,com.sec.android.app.shealth,d9c280fb-6c73-4fbe-bdb5-88fa17ea0ab3,1613174400000,
,ccc6798c-471d-43bb-adea-23ee8736fcd1.extra_data.json,0.0,4122077,1623.6864,2021-03-24 21:55:06.480,2021-02-28 13:46:15.043,472.62305,OD8XXfRrR9,com.sec.android.app.shealth,ccc6798c-471d-43bb-adea-23ee8736fcd1,1614211200000,
,6db49afb-8489-4eb2-b930-69d207ab8933.extra_data.json,0.0,3777432,1630.4877,2021-03-22 21:55:06.108,2021-02-28 13:46:15.026,519.1133,OD8XXfRrR9,com.sec.android.app.shealth,6db49afb-8489-4eb2-b930-69d207ab8933,1614038400000,
,d6e69bff-b4a3-4a2a-9945-a5beeac32d95.extra_data.json,0.0,390995,1698.393,2021-03-13 17:42:03.130,2021-02-28 13:46:14.936,21.860518,OD8XXfRrR9,com.sec.android.app.shealth,d6e69bff-b4a3-4a2a-9945-a5beeac32d95,1613260800000,
,c727a6ca-15f0-479e-a555-771893b2cbe6.extra_data.json,0.0,4827575,1608.5878,2021-02-12 21:45:11.795,2021-01-15 23:00:00.439,435.6168,vC702BfhH0,com.sec.android.app.shealth,c727a6ca-15f0-479e-a555-771893b2cbe6,1610755200000,
,19807312-d266-4c7b-9ba4-0b73ce51cb31.extra_data.json,0.0,25311180,1210.8405,2021-01-09 22:47:03.384,2020-12-12 23:00:00.379,2307.1006,vC702BfhH0,com.sec.android.app.shealth,19807312-d266-4c7b-9ba4-0b73ce51cb31,1607817600000,
,a6bc3a7b-5146-465c-8e0d-5a0a7ed8c3e3.extra_data.json,0.0,3076139,1644.3271,2021-03-23 21:47:46.719,2021-02-28 13:46:15.033,411.13034,OD8XXfRrR9,com.sec.android.app.shealth,a6bc3a7b-5146-465c-8e0d-5a0a7ed8c3e3,1614124800000,
,ea76efbf-5289-4e37-975e-172f0059ae98.extra_data.json,0.0,12492753,1464.1587,2021-01-20 22:19:21.622,2020-12-23 23:00:00.442,849.8484,vC702BfhH0,com.sec.android.app.shealth,ea76efbf-5289-4e37-975e-172f0059ae98,1608768000000,
,21ba4116-1034-4129-b757-811b8f3036c9.extra_data.json,0.0,3350261,1646.1274,2021-01-10 22:35:03.778,2020-12-13 23:00:00.603,523.59094,vC702BfhH0,com.sec.android.app.shealth,21ba4116-1034-4129-b757-811b8f3036c9,1607904000000,
,6ac1c04e-b043-4394-bc5f-bf98510a9f6c.extra_data.json,0.0,187427,1714.4827,2020-12-18 18:24:45.789,2020-11-20 22:00:00.946,10.05983,vC702BfhH0,com.sec.android.app.shealth,6ac1c04e-b043-4394-bc5f-bf98510a9f6c,1605916800000,
,3990811a-9f44-4235-85dc-7c7e6647ae98.extra_data.json,0.0,2852799,1647.5299,2021-02-16 22:15:04.443,2021-01-19 23:00:00.605,285.1318,vC702BfhH0,com.sec.android.app.shealth,3990811a-9f44-4235-85dc-7c7e6647ae98,1611100800000,
,f0116763-69ff-47eb-8265-6268d17859e4.extra_data.json,0.0,6955807,1579.882,2020-12-13 22:15:02.397,2020-11-15 22:00:00.533,422.54163,vC702BfhH0,com.sec.android.app.shealth,f0116763-69ff-47eb-8265-6268d17859e4,1605484800000,
,7e5d05a7-0e81-4f80-a3fb-19452e829fa6.extra_data.json,0.0,3954266,1531.2454,2020-11-29 22:55:04.173,2020-11-07 08:33:38.832,554.82825,vC702BfhH0,com.sec.android.app.shealth,7e5d05a7-0e81-4f80-a3fb-19452e829fa6,1604275200000,
,ebe1c099-fa95-498b-b620-370db8ccf7c5.extra_data.json,0.0,0,1604.687,2020-11-21 21:57:56.490,2020-11-07 08:33:38.588,0.0,vC702BfhH0,com.sec.android.app.shealth,ebe1c099-fa95-498b-b620-370db8ccf7c5,1603584000000,
,a8ae6c90-df14-4d99-a238-7b1cd8dd6bd4.extra_data.json,196.90001,4987541,1612.8425,2021-01-23 19:04:13.775,2020-12-26 23:00:00.749,553.1918,vC702BfhH0,com.sec.android.app.shealth,a8ae6c90-df14-4d99-a238-7b1cd8dd6bd4,1609027200000,
,ee56f000-cd75-4d42-9a95-be7e3a41c77a.extra_data.json,0.0,3131045,1636.2566,2021-02-25 22:53:58.744,2021-01-28 23:00:01.312,442.05444,vC702BfhH0,com.sec.android.app.shealth,ee56f000-cd75-4d42-9a95-be7e3a41c77a,1611878400000,
,18479637-7037-4206-9e92-31a9fed668e6.extra_data.json,150.0,447460,1681.8623,2021-02-06 21:42:43.313,2021-01-09 23:00:00.462,26.19145,vC702BfhH0,com.sec.android.app.shealth,18479637-7037-4206-9e92-31a9fed668e6,1610236800000,
,37fc1378-8740-4485-ac5f-95a483a6f120.extra_data.json,0.0,0,1604.687,2020-11-22 21:46:58.535,2020-11-07 08:33:38.609,0.0,vC702BfhH0,com.sec.android.app.shealth,37fc1378-8740-4485-ac5f-95a483a6f120,1603670400000,
,d1047f8d-4c4b-4b22-a012-e756f2c7fe32.extra_data.json,0.0,2628903,1660.4255,2021-01-13 22:55:02.458,2020-12-16 23:00:01.497,260.4511,vC702BfhH0,com.sec.android.app.shealth,d1047f8d-4c4b-4b22-a012-e756f2c7fe32,1608163200000,
,5a80bd38-c506-4d1f-99cc-a8d5e3d2a94e.extra_data.json,0.0,194764,1714.3367,2020-12-17 21:41:25.844,2020-11-19 22:00:00.437,10.400642,vC702BfhH0,com.sec.android.app.shealth,5a80bd38-c506-4d1f-99cc-a8d5e3d2a94e,1605830400000,
,d7c2e728-6863-46a8-93e6-ecb075df89cd.extra_data.json,0.0,3107823,1643.7019,2021-03-26 20:23:50.824,2021-02-26 23:00:01.488,197.27873,OD8XXfRrR9,com.sec.android.app.shealth,d7c2e728-6863-46a8-93e6-ecb075df89cd,1614384000000,
,0c410b4f-b9c5-4898-92e1-be6b15e72197.extra_data.json,214.2,6003661,1585.6333,2021-02-04 22:55:02.556,2021-01-07 23:00:00.737,471.00858,vC702BfhH0,com.sec.android.app.shealth,0c410b4f-b9c5-4898-92e1-be6b15e72197,1610064000000,
