com.samsung.health.floors_climbed,6156001,5
start_time,custom,update_time,create_time,floor,time_offset,deviceuuid,pkg_name,end_time,datauuid
2021-02-10 12:27:46.535,,2021-02-10 12:31:30.637,2021-02-10 12:31:30.569,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-10 12:29:26.541,2c1ff7ee-095e-f426-716b-4f70d98d3353,
2021-01-30 06:45:05.324,,2021-01-30 06:53:23.457,2021-01-30 06:53:23.430,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-30 06:45:27.328,8b5a9811-fe6f-dd73-eec1-b1c3e5a3ac4d,
2020-12-13 19:22:09.571,,2020-12-13 19:22:49.611,2020-12-13 19:22:49.576,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 19:22:41.573,a17c527c-e6af-0e16-b242-6893c9d822e7,
2021-01-02 13:15:17.767,,2021-01-02 13:19:17.854,2021-01-02 13:19:17.807,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-02 13:15:41.769,6dca4d70-3d39-d35b-6c46-58ee8a2e3de5,
2020-11-08 17:25:45.338,,2020-11-08 17:30:06.495,2020-11-08 17:30:06.397,2.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-08 17:26:46.341,82db4c0c-c891-8faa-048e-e5eec70fe0f9,
2021-02-18 11:14:45.137,,2021-02-18 11:25:25.215,2021-02-18 11:25:25.190,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-18 11:14:57.139,fc2f435e-b6bc-c57e-8cd3-e0d7d39e293e,
2021-01-17 13:11:50.932,,2021-01-17 13:12:35.816,2021-01-17 13:12:21.958,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-17 13:12:22.772,a002149e-6b9d-3816-4f45-5183e2d1cb11,
2021-02-15 09:25:22.133,,2021-02-15 09:28:04.221,2021-02-15 09:28:04.165,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-15 09:25:48.137,6e71c566-101a-e1c8-1b58-ad0e6b557856,
2020-11-08 12:22:06.335,,2020-11-08 12:23:15.476,2020-11-08 12:23:15.348,3.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-08 12:23:12.346,c8286ca4-01e9-b7dc-dbba-afa5ea7ec4a5,
2021-01-30 06:58:35.238,,2021-01-30 07:01:33.385,2021-01-30 07:01:33.359,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-30 06:59:01.240,65bd2363-a98c-fe77-4444-bc57099493c8,
2021-01-30 10:06:38.230,,2021-01-30 10:08:08.398,2021-01-30 10:07:28.266,5.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-30 10:08:07.351,f78dda53-44fe-1302-774d-1b362809a534,
2021-01-11 06:48:27.602,,2021-01-11 06:50:42.690,2021-01-11 06:50:42.639,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-11 06:48:45.604,64caa295-3188-73b5-a6c6-e1b318d12f78,
2020-11-03 17:35:41.593,,2020-11-03 17:36:35.715,2020-11-03 17:36:35.609,2.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-03 17:36:18.607,ae07589f-fb1a-03c6-41ca-46dce49bb6af,
2021-01-26 16:49:05.577,,2021-01-26 16:50:21.845,2021-01-26 16:50:21.807,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-26 16:49:38.580,327111f1-b138-e973-4d86-e9d83b551cb8,
2020-12-29 14:35:56.180,,2020-12-29 14:37:32.614,2020-12-29 14:36:40.187,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-29 14:36:59.421,2ee02640-b014-711e-dea9-934340998bb3,
2020-12-31 13:50:14.688,,2020-12-31 13:53:41.436,2020-12-31 13:50:39.697,11.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-31 13:53:35.406,1b12cd80-1781-6b9d-cdaf-1c9e69bb08ad,
2020-12-13 10:53:57.714,,2020-12-13 10:54:29.771,2020-12-13 10:54:20.720,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 10:54:28.728,0e21fa22-9323-c5a8-d47c-d1bf8cb39fb0,
2021-01-15 10:42:57.051,,2021-01-15 10:44:17.135,2021-01-15 10:44:17.086,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-15 10:43:29.053,4bc56bf4-cfef-5c4f-7bb8-b9649aacfa30,
2021-01-15 06:58:26.838,,2021-01-15 06:59:45.004,2021-01-15 06:59:44.882,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-15 06:59:17.841,b15d5bf8-0e7b-af7a-0a04-59945d44c36f,
2021-01-16 12:10:59.677,,2021-01-16 12:13:38.215,2021-01-16 12:11:34.787,8.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-16 12:13:15.994,8f5ac360-2a13-d00c-b3c7-72aea50329ab,
2021-01-09 11:58:04.703,,2021-01-09 11:58:29.764,2021-01-09 11:58:29.730,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-09 11:58:22.705,079f8ee4-3dfe-90df-6eea-166c9cf13ea8,
2021-01-16 11:26:42.436,,2021-01-16 11:26:42.720,2021-01-16 11:26:42.662,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-16 11:26:42.438,cf1360e8-e27e-47d5-a0c1-d9a2019df110,
2020-11-22 10:33:26.085,,2020-11-22 10:33:54.658,2020-11-22 10:33:54.609,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-22 10:33:53.109,8f1356c7-89e1-7cc6-6b7f-216be6eac7e5,
2020-11-03 06:32:53.075,,2020-11-03 06:49:01.126,2020-11-03 06:49:01.102,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-03 06:33:16.082,ab725afa-df81-0ddd-b6e7-614a42d52494,
2021-02-18 11:20:54.139,,2021-02-18 11:25:25.350,2021-02-18 11:25:25.233,5.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-18 11:22:47.142,2f868449-b64a-0e9f-4979-006f71a11e8d,
2021-01-26 16:24:05.663,,2021-01-26 16:26:04.836,2021-01-26 16:26:04.770,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-26 16:25:14.673,ee5d3249-0028-ecb2-72a1-609262f15720,
2020-12-19 08:41:43.900,,2020-12-19 08:42:33.018,2020-12-19 08:42:02.905,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-19 08:42:10.990,4cb44c86-36d3-53e9-4859-e8fe777273c2,
2020-12-10 15:02:55.429,,2020-12-10 15:03:02.475,2020-12-10 15:03:02.436,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-10 15:03:02.432,cb431bfb-0473-0602-6c1f-d8e8ecf7cca9,
2020-11-11 07:23:59.657,,2020-11-11 07:24:32.728,2020-11-11 07:24:32.683,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-11 07:24:13.666,270e4755-6e4d-7dad-bc85-d3077f260e5e,
2020-11-28 07:57:38.464,,2020-11-28 07:57:38.506,2020-11-28 07:57:38.467,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-28 07:57:38.466,dac9bc7e-b8ff-acf8-cf57-6e0ccec3bad5,
2020-11-06 07:41:58.719,,2020-11-06 07:43:07.761,2020-11-06 07:43:07.722,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-06 07:42:17.721,7f8a77dd-dad9-2be7-720e-3fa9d43f1b24,
2020-12-13 19:04:23.090,,2020-12-13 19:08:34.248,2020-12-13 19:08:34.172,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 19:04:46.092,9301b5e0-8d12-d02c-f8ab-4231c2cd1a1f,
2020-11-10 14:56:05.413,,2020-11-10 14:56:05.655,2020-11-10 14:56:05.425,7.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 14:56:05.422,374ea53d-9356-8019-2015-905b5a4670c4,
2021-02-12 13:39:36.183,,2021-02-12 14:14:10.290,2021-02-12 14:14:10.190,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-12 13:40:10.186,941dc677-149c-1814-f7ec-75c196339d0e,
2020-11-09 13:49:36.377,,2020-11-09 13:55:32.419,2020-11-09 13:55:32.381,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-09 13:50:01.379,11369ba1-29aa-74e4-8e58-06427db28c9b,
2020-11-04 15:49:04.851,,2020-11-04 15:49:15.858,2020-11-04 15:49:15.858,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-04 15:49:16.851,6d7552ab-e224-1876-9d48-1e8a0e4011ac,
2021-02-20 11:17:30.240,,2021-02-20 11:21:41.328,2021-02-20 11:21:41.267,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-20 11:17:50.243,fb6aaed8-5e93-79cc-8e3f-ca645572450c,
2021-01-16 11:56:57.102,,2021-01-16 11:58:21.174,2021-01-16 11:58:21.111,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-16 11:57:33.106,3d522736-e703-4dec-e379-4bc0d2fedd4f,
2021-02-28 03:33:39.803,,2021-02-28 03:34:46.165,2021-02-28 03:34:46.091,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-28 03:33:48.805,833ea8aa-a6eb-f804-055c-6fc28345e161,
2021-01-11 16:19:47.652,,2021-01-11 16:34:58.260,2021-01-11 16:34:58.205,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-11 16:20:20.692,393f7b0c-7530-2ef9-82a9-ab6432f6cc0a,
2021-02-16 18:09:15.444,,2021-02-16 18:09:24.499,2021-02-16 18:09:24.449,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 18:09:23.447,2037edb8-7f89-31db-4e53-117b228f7ba0,
2021-01-26 17:47:02.119,,2021-01-26 17:47:41.233,2021-01-26 17:47:41.131,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-26 17:47:33.121,5e9a2c76-bc2d-e9bc-7417-b0b7ba38834a,
2021-01-24 13:41:37.408,,2021-01-24 13:43:21.110,2021-01-24 13:42:51.460,4.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-24 13:43:21.086,748fd692-8a18-a1de-02a7-1f7d8178b782,
2020-12-17 13:42:49.998,,2020-12-17 13:44:58.122,2020-12-17 13:43:10.005,5.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-17 13:44:56.104,b4f37548-844a-5824-c377-bc67874568ea,
2021-02-16 06:55:08.280,,2021-02-16 07:00:49.894,2021-02-16 07:00:49.850,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 06:55:37.282,257a4735-55c3-8cbe-7874-5649b8e27d4e,
2020-12-17 13:51:58.804,,2020-12-17 13:55:10.726,2020-12-17 13:54:15.840,7.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-17 13:55:08.702,48a4a283-fa23-2be8-a815-96806d97580f,
2020-11-06 15:07:46.100,,2020-11-06 15:08:33.150,2020-11-06 15:08:03.106,2.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-06 15:08:31.117,b6ec9173-70f8-01a5-3cd8-68d7509aa693,
2020-12-13 19:00:33.089,,2020-12-13 19:08:34.130,2020-12-13 19:08:34.129,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 19:00:38.089,570beaf4-e5f6-4449-3336-729df60ec1bc,
2021-01-02 13:57:10.170,,2021-01-02 14:00:03.346,2021-01-02 14:00:03.290,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-02 13:57:39.172,8ea27528-8655-6961-7c41-508c427836b0,
2020-12-13 08:19:13.516,,2020-12-13 08:20:03.705,2020-12-13 08:20:03.522,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 08:19:40.519,5d233da3-003f-a87b-a2c1-421b88dae49f,
2021-01-21 18:28:16.628,,2021-01-21 18:30:07.757,2021-01-21 18:30:07.714,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-21 18:28:48.630,698bb351-4404-0c93-180f-1890fd3eb0e0,
2021-02-20 10:30:53.351,,2021-02-20 10:32:45.450,2021-02-20 10:32:29.466,5.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-20 10:32:38.423,a970b338-148c-0845-df10-7828a1ca934e,
2021-01-07 12:47:28.939,,2021-01-07 12:48:11.010,2021-01-07 12:48:10.969,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-07 12:48:04.942,ce3c6f7b-2437-4b93-da46-7bb79b96c8dc,
2020-12-31 13:56:47.192,,2020-12-31 14:00:24.359,2020-12-31 13:57:25.220,10.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-31 14:00:20.326,7bb7ee1b-0123-0c67-88b9-ece6165bdf74,
2020-12-26 14:42:35.334,,2020-12-26 15:03:32.451,2020-12-26 15:03:32.415,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-26 14:43:01.336,7c273418-e6e1-0004-6578-1eae82db46db,
2020-11-13 07:45:05.304,,2020-11-13 07:49:10.399,2020-11-13 07:49:10.334,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-13 07:45:22.306,59753283-4e6c-b4d6-dcbb-537b5a915368,
2021-01-11 06:40:22.929,,2021-01-11 06:41:41.749,2021-01-11 06:40:41.942,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-11 06:41:36.695,aa2e7194-d3f8-fc73-a113-49ef2e11a19b,
2021-02-28 04:12:26.108,,2021-02-28 04:35:35.804,2021-02-28 04:12:48.559,6.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-28 04:14:09.647,02ea0b0a-ee08-0ce7-e27f-f0d74205545c,
2020-11-10 11:48:34.888,,2020-11-10 11:54:13.923,2020-11-10 11:54:13.901,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 11:48:47.889,0da3acb9-ce4e-a98b-b25e-f4a09a7d18c7,
2020-12-13 10:16:30.612,,2020-12-13 10:19:43.904,2020-12-13 10:18:27.621,9.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 10:19:38.883,356c73e6-7b67-a972-80db-1057d0a17695,
2020-11-10 10:12:13.521,,2020-11-10 10:12:41.572,2020-11-10 10:12:41.525,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 10:12:39.523,30d958ee-a1f3-54ea-bf23-13adc6e8114b,
2020-12-19 13:41:49.126,,2020-12-19 13:43:06.234,2020-12-19 13:43:06.133,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-19 13:42:39.130,c57755db-4d03-9bea-a119-86a9d98abd52,
2020-11-09 15:15:51.302,,2020-11-09 15:20:59.454,2020-11-09 15:20:59.351,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-09 15:16:40.321,f9f70795-b3e2-daae-af43-f753f3a1a73e,
2020-12-14 15:34:19.612,,2020-12-14 15:34:56.693,2020-12-14 15:34:56.637,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-14 15:34:51.615,a73cba79-7f4b-6435-5604-7b734bcb68f9,
2021-02-16 18:10:40.019,,2021-02-16 18:10:52.060,2021-02-16 18:10:52.036,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 18:10:51.022,61771b1c-5b85-c774-d0ce-4a35f22954e3,
2020-12-19 09:37:26.676,,2020-12-19 09:45:37.801,2020-12-19 09:45:37.684,5.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-19 09:38:06.683,d089d0d1-b08f-9e72-ba65-f34486972444,
