com.samsung.health.floors_climbed,6156001,5
start_time,custom,update_time,create_time,floor,time_offset,deviceuuid,pkg_name,end_time,datauuid
2020-12-13 18:02:41.710,,2020-12-13 18:03:45.831,2020-12-13 18:03:45.784,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 18:03:07.713,bdde075b-b806-6d44-5cf6-a0a870147f9f,
2020-12-02 10:53:42.948,,2020-12-02 10:57:12.249,2020-12-02 10:53:58.950,7.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-02 10:56:38.143,2e372adf-9942-07e4-c5bb-dc8479992081,
2020-12-27 12:07:45.431,,2020-12-27 12:10:17.008,2020-12-27 12:10:16.949,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-27 12:08:24.434,f83beb9c-953e-bcb7-e31e-309bcf4b6cd0,
2020-11-06 21:36:18.399,,2020-11-06 21:36:18.488,2020-11-06 21:36:18.414,2.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-06 21:36:18.404,8634067b-2762-9bb1-0179-ac0dc3517c60,
2021-01-30 06:47:29.328,,2021-01-30 06:53:23.492,2021-01-30 06:53:23.471,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-30 06:47:47.332,1e39ad53-feb1-74ed-7824-dd4764240bfc,
2020-11-10 18:37:29.792,,2020-11-10 19:08:26.819,2020-11-10 19:08:26.796,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 18:37:44.794,d34bb5b9-a14d-169f-37cf-4db3bbde6da7,
2020-12-05 09:30:06.780,,2020-12-05 09:30:13.784,2020-12-05 09:30:13.783,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-05 09:30:11.780,2da43c51-bc38-f625-78c5-7a36cfa51562,
2021-01-21 13:19:02.928,,2021-01-21 13:21:15.014,2021-01-21 13:21:14.938,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-21 13:19:35.934,14405b5d-7ab1-d175-2156-cdaaa6df415b,
2021-02-19 09:56:03.967,,2021-02-19 09:57:40.263,2021-02-19 09:57:40.222,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-19 09:56:33.969,716170dd-6cc5-142b-c983-19c25aace8d7,
2020-12-02 10:58:48.252,,2020-12-02 10:59:13.285,2020-12-02 10:59:09.258,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-02 10:59:13.258,b8ff3f6d-b44c-3d52-0680-d9786291814f,
2020-12-12 15:46:13.537,,2020-12-12 15:46:52.571,2020-12-12 15:46:52.541,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-12 15:46:44.540,ff25cbf2-aa28-03a2-a8ce-9a7cdcadaf0c,
2021-02-18 13:03:14.183,,2021-02-18 13:06:05.310,2021-02-18 13:06:05.228,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-18 13:03:46.186,ff8c631f-94ef-443d-6d5f-d49ad3bbca06,
2020-11-08 13:27:02.572,,2020-11-08 13:42:22.825,2020-11-08 13:42:22.776,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-08 13:27:11.574,8b0f7059-0333-1f56-3156-a23c051779b9,
2021-02-27 13:12:35.639,,2021-02-27 13:14:58.785,2021-02-27 13:14:58.648,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-27 13:13:10.642,b3514e01-ad7a-0236-1d60-5e4bc1e61b7b,
2021-02-20 10:34:20.305,,2021-02-20 10:34:59.347,2021-02-20 10:34:59.328,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-20 10:34:35.306,ac5edeee-419d-1000-3037-de240f913f42,
2021-01-25 12:37:00.097,,2021-01-25 12:38:33.700,2021-01-25 12:37:30.173,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-25 12:37:32.637,c0d5322d-de0f-4bdf-f36c-3c55654dceb9,
2021-02-02 08:23:09.174,,2021-02-02 08:24:35.376,2021-02-02 08:24:35.295,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-02 08:23:52.179,2f758d89-a308-b7f3-0b33-50e9d4d072b6,
2020-12-19 14:09:28.508,,2020-12-19 14:10:33.600,2020-12-19 14:10:33.540,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-19 14:10:01.520,5226c549-ed49-6a1c-4bf9-1b896fed14c6,
2020-12-20 14:44:43.892,,2020-12-20 15:11:40.688,2020-12-20 15:11:40.658,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-20 14:44:49.894,f17e544c-af80-3e71-317c-56f78a532975,
2020-11-30 08:43:07.659,,2020-11-30 08:44:02.696,2020-11-30 08:44:02.663,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-30 08:43:22.661,2364170c-e6de-f794-6e78-3521add2b017,
2020-11-30 11:09:57.388,,2020-11-30 11:11:23.469,2020-11-30 11:11:23.399,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-30 11:10:23.391,371200f3-ccc2-b993-53eb-409560cd2ff4,
2020-11-10 08:19:55.372,,2020-11-10 08:22:45.428,2020-11-10 08:22:45.379,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 08:20:07.378,94b12f7a-e88a-8a48-2bac-521e130db51a,
2021-02-22 11:07:05.141,,2021-02-22 11:07:36.266,2021-02-22 11:07:36.153,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-22 11:07:29.144,517397f6-54a9-06c7-235f-2d6f6e65b567,
2021-02-26 07:53:10.615,,2021-02-26 08:04:25.658,2021-02-26 08:04:25.619,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-26 07:53:43.618,1b52f286-68d8-1b6a-f253-0ada25bf2ecf,
2020-12-04 09:54:28.675,,2020-12-04 09:55:11.731,2020-12-04 09:55:11.679,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-04 09:54:56.677,e57ace48-9d7d-9bba-fd08-5a94b83ccfb1,
2020-12-28 13:51:53.216,,2020-12-28 13:52:06.295,2020-12-28 13:52:06.246,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-28 13:52:06.219,0375bf36-a5f1-2997-1148-c7ebea52e5ef,
2020-11-09 15:22:06.432,,2020-11-09 15:28:17.066,2020-11-09 15:25:16.467,6.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-09 15:25:39.995,097a6997-6698-5505-6285-42a25259449d,
2021-02-15 14:35:33.917,,2021-02-15 14:37:04.737,2021-02-15 14:35:56.337,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-15 14:36:10.692,6d0476db-ffc2-d20b-8309-daedb2f8ebb3,
2020-12-11 10:25:06.243,,2020-12-11 10:26:17.326,2020-12-11 10:26:17.253,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-11 10:25:38.247,c2a488d1-50c6-d70e-2615-ace533c6a334,
2020-12-19 10:59:32.841,,2020-12-19 11:02:03.883,2020-12-19 11:01:35.950,7.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-19 11:02:02.856,fd24f883-8d0f-33eb-06fc-69cc095a046b,
2020-12-26 16:18:24.619,,2020-12-26 16:19:09.702,2020-12-26 16:19:09.643,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-26 16:18:50.642,c435ec52-e9e0-446f-d007-58f64a6dee99,
2021-01-11 19:37:51.903,,2021-01-11 19:38:30.968,2021-01-11 19:38:30.912,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-11 19:38:18.905,2f9bb711-9bc9-9642-2f8f-a28c25cf0e0e,
2020-11-05 15:49:56.663,,2020-11-05 15:51:34.712,2020-11-05 15:51:34.680,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-05 15:50:19.665,dcb4ff4e-944b-ed1d-bc05-08ef3cfb4485,
2020-12-01 13:18:06.136,,2020-12-01 13:19:22.308,2020-12-01 13:19:22.140,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-01 13:18:21.138,ba539f4f-b32b-83ff-c82d-cbfbc2ac441d,
2020-11-10 10:55:22.165,,2020-11-10 11:00:05.394,2020-11-10 11:00:05.187,3.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 10:57:31.171,c1e8da6e-2dac-3efb-c8b5-88113f7b6fa7,
2021-02-02 08:15:15.168,,2021-02-02 08:24:35.205,2021-02-02 08:24:35.181,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-02 08:15:27.171,8c7ef632-d584-8028-4064-c1e85cc47b5b,
2021-02-04 18:30:17.476,,2021-02-04 18:32:19.547,2021-02-04 18:32:19.484,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-04 18:30:54.479,48217955-23d5-56b3-9c82-e2324edd13b6,
2020-11-26 10:07:59.067,,2020-11-26 10:08:24.185,2020-11-26 10:08:24.102,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-26 10:08:14.069,ab8e4ad4-f680-0e1e-8f66-7eb4c09671cc,
2021-02-20 12:08:30.854,,2021-02-20 12:10:14.084,2021-02-20 12:10:14.039,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-20 12:08:59.857,15bcfa5d-6f40-d320-06b6-156f968c9cac,
2021-01-06 11:14:39.847,,2021-01-06 11:15:26.905,2021-01-06 11:15:26.858,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-06 11:15:08.849,3c7620d2-640b-4ffe-1888-894bf6d32c8f,
2021-02-20 10:20:09.338,,2021-02-20 10:32:29.437,2021-02-20 10:32:29.364,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-20 10:20:33.351,ce716948-046e-f230-277b-67a1cd132cce,
2021-02-16 11:47:46.478,,2021-02-16 11:50:09.813,2021-02-16 11:50:09.768,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 11:48:17.480,43b1b82d-2a1f-4cd7-73b8-454c5bae2352,
2021-02-06 09:11:40.332,,2021-02-06 09:14:20.598,2021-02-06 09:14:20.385,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-06 09:12:20.337,2e73f192-e70b-0c9f-8472-aeac9269f9ff,
2020-12-01 12:50:04.245,,2020-12-01 12:52:13.365,2020-12-01 12:52:13.259,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-01 12:50:59.252,9d6f82f1-d731-8ed9-69fe-eed01961c788,
2020-11-04 17:44:54.294,,2020-11-04 17:46:54.389,2020-11-04 17:46:54.372,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-04 17:45:04.295,621e43f4-6257-2bdd-8c8e-2773f3059fc2,
2021-02-10 12:22:13.104,,2021-02-10 12:25:46.166,2021-02-10 12:25:46.131,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-10 12:23:53.106,ece05cca-b235-b0a2-efc6-d90dadafa600,
2021-01-22 13:10:35.375,,2021-01-22 13:11:19.508,2021-01-22 13:10:50.380,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-22 13:11:11.471,48185960-8ed4-1084-c2c6-3a0685abd998,
2020-11-29 10:57:06.530,,2020-11-29 10:57:38.601,2020-11-29 10:57:38.546,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-29 10:57:34.533,ff9ff559-c434-3fd5-f806-306d3db8265c,
2020-12-18 13:52:37.474,,2020-12-18 13:53:16.571,2020-12-18 13:53:16.525,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-18 13:53:09.476,73ad1795-61ff-23a5-652f-376fe647b2eb,
2021-02-28 03:04:39.780,,2021-02-28 03:34:45.831,2021-02-28 03:34:45.807,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-28 03:04:51.799,2a2bd0a6-a438-d1b8-4b47-40a07d4630dc,
2020-11-12 16:47:03.829,,2020-11-12 16:49:18.139,2020-11-12 16:49:18.000,4.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-12 16:48:09.834,23be8bed-8536-9f06-a85c-154b66023c66,
2021-01-24 18:13:34.630,,2021-01-24 18:14:50.758,2021-01-24 18:14:50.728,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-24 18:14:01.632,19d15495-c3bf-edca-4d42-c8a06df7c668,
2020-12-31 14:16:01.754,,2020-12-31 14:17:04.907,2020-12-31 14:17:04.865,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-31 14:16:30.756,17e3b6b2-9afc-788e-b7e4-cfd6ee027c6d,
2021-02-28 03:12:13.800,,2021-02-28 03:34:45.934,2021-02-28 03:34:45.909,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-28 03:12:26.801,6250a8e2-94a0-c897-09a8-c9e8d8478f33,
2021-02-10 13:28:47.202,,2021-02-10 13:51:24.291,2021-02-10 13:51:24.255,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-10 13:29:25.204,0fea71da-1bdd-c893-7a34-f9611f0ab9a2,
2020-11-06 19:06:53.214,,2020-11-06 19:08:04.592,2020-11-06 19:07:05.216,2.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-06 19:07:26.572,90c13f65-3c20-b753-d0d2-0e2150a768c2,
2020-11-10 09:01:22.886,,2020-11-10 09:07:00.016,2020-11-10 09:06:59.955,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 09:01:38.888,ee2472ec-5a40-5a6f-aa5c-f6b4daaf5b9b,
2020-12-19 11:15:32.675,,2020-12-19 11:16:01.714,2020-12-19 11:15:52.678,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-19 11:16:00.674,d95196bc-dfe6-a751-e048-b763b436afae,
2020-12-24 07:32:26.794,,2020-12-24 07:33:11.942,2020-12-24 07:33:11.892,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-24 07:32:42.796,66a2c566-3df5-f947-469d-748e6c16f576,
2021-01-08 16:20:57.003,,2021-01-08 16:30:47.059,2021-01-08 16:30:47.022,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-08 16:21:11.005,43e2df00-be74-354b-0b53-74cd677c07f6,
2020-12-11 09:42:02.685,,2020-12-11 09:42:40.726,2020-12-11 09:42:40.692,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-11 09:42:21.688,f3422f05-3fc4-ee14-5c17-904c647a90ac,
2020-12-26 15:01:22.336,,2020-12-26 15:03:32.509,2020-12-26 15:03:32.470,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-26 15:01:50.338,c32f9b9a-7338-99dd-c848-227014e89bfd,
2020-12-16 07:10:54.768,,2020-12-16 07:11:34.533,2020-12-16 07:11:07.770,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-16 07:11:24.474,5b994a3d-59a8-72e3-5f6a-7c059685be53,
2021-01-20 10:37:20.540,,2021-01-20 10:37:55.597,2021-01-20 10:37:55.546,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-20 10:37:48.544,e13ab76f-0e11-0f51-5d88-da4c9e88b6de,
2020-12-13 09:49:19.739,,2020-12-13 09:49:48.516,2020-12-13 09:49:42.744,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-13 09:49:46.407,54e52201-60fa-a682-2368-c0e64278527a,
2021-01-16 20:01:34.859,,2021-01-16 20:02:09.930,2021-01-16 20:02:09.893,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-16 20:02:01.862,e2f67cef-b36c-90b9-20dd-010b81fc235e,
2021-01-16 21:18:18.882,,2021-01-16 21:29:07.266,2021-01-16 21:29:07.231,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-16 21:18:42.884,b94ad161-b1b0-1da8-715c-8139819af61c,
2021-02-02 13:55:35.820,,2021-02-02 14:02:06.909,2021-02-02 14:02:06.846,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-02 13:55:58.824,4c10b8d9-70d1-77ee-ff43-80134a7b14dc,
2021-02-20 10:37:35.855,,2021-02-20 10:40:41.971,2021-02-20 10:40:41.869,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-20 10:38:42.859,d9d40ef8-195b-3590-4b63-fae4c2d67f90,
2021-01-09 12:55:55.402,,2021-01-09 12:56:26.720,2021-01-09 12:56:10.405,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-09 12:56:24.668,f777fd91-5fdd-751b-2dd6-acff3837a94f,
2021-01-26 20:13:27.051,,2021-01-26 20:13:27.281,2021-01-26 20:13:27.227,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-26 20:13:27.053,bbee52dd-4e84-9bbc-1949-a2dedb1f070f,
2020-12-20 16:59:51.058,,2020-12-20 17:13:05.734,2020-12-20 17:01:31.529,9.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-20 17:05:35.380,34a2f170-201f-d4f8-fae6-f81f93015a0f,
2020-12-29 16:22:19.931,,2020-12-29 16:26:46.953,2020-12-29 16:26:46.935,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-29 16:22:31.933,3041ee8b-6708-10f5-a799-c7dac0fcef29,
2020-12-04 15:46:17.393,,2020-12-04 15:46:46.373,2020-12-04 15:46:30.396,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-04 15:46:46.346,51877c47-dad7-28fb-aa0d-89ef8dbcbf50,
2020-12-07 12:58:14.048,,2020-12-07 13:00:20.213,2020-12-07 13:00:20.108,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-07 12:58:42.103,6c34e12a-3f3e-2a11-e632-c4674d757b5e,
2021-02-06 09:13:20.338,,2021-02-06 09:16:45.204,2021-02-06 09:14:20.614,7.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-06 09:16:45.182,481c156d-3fe4-c91b-52b3-07195bb5211a,
2021-02-16 20:19:30.075,,2021-02-16 20:27:39.475,2021-02-16 20:27:39.405,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 20:19:52.078,69b7900a-dcbd-70d0-5e98-3ff049f395d9,
2021-01-06 12:03:46.848,,2021-01-06 12:04:38.836,2021-01-06 12:04:04.971,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-06 12:04:18.751,1f78af4a-12df-6042-a681-0aaf1e9c2032,
2020-11-09 12:41:07.460,,2020-11-09 13:05:47.544,2020-11-09 13:05:47.477,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-09 12:41:14.472,6dcfe321-65fb-5053-c6ba-17c1d8b3c360,
2021-01-02 12:33:53.179,,2021-01-02 12:45:11.416,2021-01-02 12:45:11.188,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-02 12:34:15.181,d93f043e-4b47-77cf-ec83-0462174bf391,
2020-11-10 08:13:44.756,,2020-11-10 08:13:44.827,2020-11-10 08:13:44.769,2.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 08:13:44.758,d16b7994-a291-fb02-7a72-dbf5d696fe82,
2020-12-26 18:40:48.859,,2020-12-26 18:42:59.893,2020-12-26 18:42:59.863,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-26 18:41:09.861,f40602a3-7017-d077-0c83-007e45fb5dd7,
2021-02-10 09:08:33.805,,2021-02-10 09:10:09.104,2021-02-10 09:10:09.068,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-10 09:09:01.827,22665864-61a2-a479-a206-1202cae00fb6,
2020-12-20 16:49:48.045,,2020-12-20 17:01:31.507,2020-12-20 17:01:31.397,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-20 16:51:36.058,875eb8bf-8f65-cda9-b559-e19754dedab2,
2020-12-29 15:50:41.748,,2020-12-29 15:51:40.856,2020-12-29 15:51:40.798,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-29 15:51:14.750,4c07b9a4-3fdb-6942-6af4-377e2964a69a,
2021-02-10 09:24:58.409,,2021-02-10 09:34:18.598,2021-02-10 09:34:18.572,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-10 09:25:09.424,20209587-4223-e388-1e29-66c84a32b844,
2021-01-01 14:27:43.769,,2021-01-01 14:28:19.838,2021-01-01 14:28:19.795,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-01 14:28:16.773,1510513b-8895-f198-d851-f3d3d605686b,
2021-01-13 14:32:11.657,,2021-01-13 14:32:53.817,2021-01-13 14:32:53.737,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-13 14:32:41.660,58e7851a-3fc3-b97e-96d6-7627b7207e43,
2020-12-04 07:13:01.435,,2020-12-04 07:15:06.464,2020-12-04 07:15:06.440,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-04 07:13:32.437,bc0ee788-f8b1-dfb6-d5d5-a0a108751a61,
2021-02-10 17:36:55.204,,2021-02-10 17:36:55.470,2021-02-10 17:36:55.233,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-10 17:36:55.205,b5c2d0f7-fb09-83a8-f9ef-056020568d4a,
2020-12-29 14:30:52.964,,2020-12-29 14:32:55.167,2020-12-29 14:32:55.040,4.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-29 14:32:40.969,e8378a24-7df6-9986-af8d-7b599e8375fd,
2020-11-10 11:02:21.495,,2020-11-10 11:24:07.603,2020-11-10 11:24:07.575,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 11:02:38.496,d07427d8-d43c-7957-0aec-1461c61af383,
2021-01-04 14:26:22.279,,2021-01-04 14:27:07.387,2021-01-04 14:27:07.349,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-04 14:26:52.325,b7870d9f-981f-5079-b35a-671db221d5db,
2021-02-04 11:02:08.265,,2021-02-04 11:02:08.440,2021-02-04 11:02:08.381,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-04 11:02:08.266,d34645ac-2723-82a6-7098-b42908c4a0f4,
2021-02-27 18:59:43.585,,2021-02-27 19:08:36.865,2021-02-27 19:08:36.810,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-27 19:00:07.588,6fc5e76b-1e4b-55e5-06f7-1caa63999be6,
2020-11-10 12:14:57.331,,2020-11-10 12:18:37.504,2020-11-10 12:18:37.350,5.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-10 12:17:12.348,5c0445ed-4f3b-8285-3ee3-9afe3879db0d,
2021-02-02 08:53:48.433,,2021-02-02 09:21:36.711,2021-02-02 09:21:36.663,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-02 08:54:16.435,df98ec13-b424-a4f4-63d1-5ac17dc175b8,
2021-02-25 11:43:59.095,,2021-02-25 11:45:05.181,2021-02-25 11:45:05.133,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-25 11:44:36.116,51daff8f-1719-81d2-ab1b-0f7cf6f41572,
2020-12-30 14:26:05.163,,2020-12-30 14:27:41.539,2020-12-30 14:26:41.183,4.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-30 14:27:39.526,2b863204-be31-7678-2d39-96ea47a7f08b,
2021-02-04 16:29:10.932,,2021-02-04 16:40:05.002,2021-02-04 16:40:04.962,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-04 16:29:43.940,786d06b4-52ae-5892-d1cb-e617be2a502e,
2021-01-30 11:08:52.651,,2021-01-30 11:10:10.738,2021-01-30 11:10:10.656,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-30 11:09:18.654,7b32e728-d44a-8978-b306-f8fcc128aec8,
2020-11-18 11:52:08.650,,2020-11-18 11:54:08.770,2020-11-18 11:54:08.724,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-18 11:52:25.654,0d99fa9d-623f-9e71-a721-fe050ac33791,
2021-01-03 15:20:13.881,,2021-01-03 15:20:49.735,2021-01-03 15:20:31.049,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-03 15:20:42.689,4b0b31b8-2fbf-1f31-96b5-178f808fae38,
2020-12-27 15:03:38.378,,2020-12-27 15:04:21.552,2020-12-27 15:04:21.443,2.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-12-27 15:04:13.383,4aa882aa-b505-8781-b66e-56f5e85dac36,
2021-02-02 13:13:12.019,,2021-02-02 13:14:09.010,2021-02-02 13:13:59.062,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-02 13:14:06.993,c95770d2-4432-334d-c0dd-0dc626cc052d,
2021-02-16 06:29:02.969,,2021-02-16 06:32:51.308,2021-02-16 06:32:51.263,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 06:29:27.971,b45cea96-715f-6a99-4df5-8f370492b5de,
2021-02-16 09:33:40.407,,2021-02-16 09:33:55.538,2021-02-16 09:33:55.526,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-16 09:33:51.409,9844ca53-ab50-9516-31f3-e962dd99e7ec,
2021-02-28 03:10:29.799,,2021-02-28 03:34:45.885,2021-02-28 03:34:45.860,1.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2021-02-28 03:10:41.801,87d58c5d-533c-bddf-028d-6c1e66027d7d,
2020-11-30 08:28:24.924,,2020-11-30 08:30:20.015,2020-11-30 08:30:19.932,3.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-30 08:29:29.931,4097743e-9419-7425-86b1-35ab2468d350,
2020-11-08 12:51:53.248,,2020-11-08 12:58:00.396,2020-11-08 12:58:00.259,3.0,UTC+0300,RHeBeWmk3Z,com.sec.android.app.shealth,2020-11-08 12:52:45.258,94c07a88-fe1a-3535-b99e-8971d61a5252,
2021-01-23 13:49:14.836,,2021-01-23 13:50:12.894,2021-01-23 13:50:12.845,1.0,UTC+0200,RHeBeWmk3Z,com.sec.android.app.shealth,2021-01-23 13:49:41.838,74afceea-172b-a63e-7e26-789aa971978b,
