com.samsung.shealth.exercise,6156001,11
live_data_internal,mission_value,subset_data,total_calorie,completion_status,pace_info_id,pace_live_data,sensing_status,source_type,mission_type,tracking_status,program_id,reward_status,heart_rate_sample_count,mission_extra_value,program_schedule_id,heart_rate_deviceuuid,location_data_internal,additional_internal,com.samsung.health.exercise.duration,com.samsung.health.exercise.additional,com.samsung.health.exercise.mean_caloricburn_rate,com.samsung.health.exercise.location_data,com.samsung.health.exercise.start_time,com.samsung.health.exercise.exercise_type,com.samsung.health.exercise.custom,com.samsung.health.exercise.max_altitude,com.samsung.health.exercise.incline_distance,com.samsung.health.exercise.mean_heart_rate,com.samsung.health.exercise.count_type,com.samsung.health.exercise.mean_rpm,com.samsung.health.exercise.min_altitude,com.samsung.health.exercise.max_heart_rate,com.samsung.health.exercise.update_time,com.samsung.health.exercise.create_time,com.samsung.health.exercise.max_power,com.samsung.health.exercise.max_speed,com.samsung.health.exercise.mean_cadence,com.samsung.health.exercise.min_heart_rate,com.samsung.health.exercise.count,com.samsung.health.exercise.distance,com.samsung.health.exercise.max_caloricburn_rate,com.samsung.health.exercise.calorie,com.samsung.health.exercise.max_cadence,com.samsung.health.exercise.decline_distance,com.samsung.health.exercise.vo2_max,com.samsung.health.exercise.time_offset,com.samsung.health.exercise.deviceuuid,com.samsung.health.exercise.max_rpm,com.samsung.health.exercise.comment,com.samsung.health.exercise.live_data,com.samsung.health.exercise.mean_power,com.samsung.health.exercise.mean_speed,com.samsung.health.exercise.pkg_name,com.samsung.health.exercise.altitude_gain,com.samsung.health.exercise.altitude_loss,com.samsung.health.exercise.exercise_custom_type,com.samsung.health.exercise.end_time,com.samsung.health.exercise.datauuid
,0,,43.0,0,,,,4,0,,,0,1,0.0,,,,,600000,,,2c459f3f-0549-ae5d-ac59-b446c80939e4.com.samsung.health.exercise.location_data.json,2021-02-24 11:53:53.540,1001,,,,87.0,30001,,,87.0,2021-02-24 12:04:30.045,2021-02-24 12:04:30.045,,1.4565,,87.0,1066,808.477,,43.0,,,,UTC+0200,RHeBeWmk3Z,,,2c459f3f-0549-ae5d-ac59-b446c80939e4.com.samsung.health.exercise.live_data.json,,1.4056098,com.sec.android.app.shealth,,,,2021-02-24 12:03:53.540,2c459f3f-0549-ae5d-ac59-b446c80939e4,
b7d5b1fb-c91b-2b59-7766-0436cfcd0985.live_data_internal.json,0,,261.43137,0,,,,1,0,,,1,1185,0.0,,,b7d5b1fb-c91b-2b59-7766-0436cfcd0985.location_data_internal.json,,3071320,,,b7d5b1fb-c91b-2b59-7766-0436cfcd0985.com.samsung.health.exercise.location_data.json,2020-12-24 13:00:18.550,11007,,480.71823,765.983,110.0,,,407.706,130.0,2020-12-24 13:55:02.769,2020-12-24 13:51:34.122,,7.923,,79.0,,8613.846,,261.389,,1151.942,,UTC+0200,RHeBeWmk3Z,,,b7d5b1fb-c91b-2b59-7766-0436cfcd0985.com.samsung.health.exercise.live_data.json,,2.8046072,com.sec.android.app.shealth,,,,2020-12-24 13:51:31.990,b7d5b1fb-c91b-2b59-7766-0436cfcd0985,
,0,,55.0,0,,,,4,0,,,0,4,0.0,,,,,660943,,,1b6be5b3-89b5-3e33-7f9f-c4437c160fd3.com.samsung.health.exercise.location_data.json,2021-02-07 13:30:48.512,1001,,,,101.0,30001,,,107.0,2021-02-07 13:42:51.495,2021-02-07 13:42:51.495,,1.4705337,,97.0,1147,869.1702,,55.0,,,,UTC+0200,RHeBeWmk3Z,,,1b6be5b3-89b5-3e33-7f9f-c4437c160fd3.com.samsung.health.exercise.live_data.json,,1.3748555,com.sec.android.app.shealth,,,,2021-02-07 13:41:49.455,1b6be5b3-89b5-3e33-7f9f-c4437c160fd3,
d5858290-7231-70c1-583d-05ad89e520a7.live_data_internal.json,0,,340.8625,0,,,d5858290-7231-70c1-583d-05ad89e520a7.sensing_status.json,1,0,,,1,1555,0.0,,,d5858290-7231-70c1-583d-05ad89e520a7.location_data_internal.json,d5858290-7231-70c1-583d-05ad89e520a7.additional_internal.json,1865700,,,d5858290-7231-70c1-583d-05ad89e520a7.com.samsung.health.exercise.location_data.json,2021-02-15 13:46:24.360,1002,,374.39114,18.323,151.0,30001,,370.54654,165.0,2021-02-15 14:25:00.250,2021-02-15 14:17:32.619,,3.112,153.49734,98.0,4773,5344.829,,340.828,161.097,20.798,48.7,UTC+0200,RHeBeWmk3Z,,,d5858290-7231-70c1-583d-05ad89e520a7.com.samsung.health.exercise.live_data.json,,2.8647847,com.sec.android.app.shealth,,,,2021-02-15 14:17:31.800,d5858290-7231-70c1-583d-05ad89e520a7,
3ff5690c-2e85-66e9-d105-6a5e3b11604b.live_data_internal.json,0,,302.72247,0,,,,1,0,,,1,1480,0.0,,,3ff5690c-2e85-66e9-d105-6a5e3b11604b.location_data_internal.json,,2257060,,,3ff5690c-2e85-66e9-d105-6a5e3b11604b.com.samsung.health.exercise.location_data.json,2021-01-16 11:41:54.750,11007,,490.05695,1190.076,114.0,,,364.99887,140.0,2021-01-16 13:31:53.135,2021-01-16 13:15:05.578,,11.109,,82.0,,8725.838,,237.502,,1237.725,,UTC+0200,RHeBeWmk3Z,,,3ff5690c-2e85-66e9-d105-6a5e3b11604b.com.samsung.health.exercise.live_data.json,,3.8660195,com.sec.android.app.shealth,,,,2021-01-16 13:15:04.940,3ff5690c-2e85-66e9-d105-6a5e3b11604b,
,0,,45.0,0,,,,4,0,,,0,,0.0,,,,,716778,,,,2020-11-06 20:39:49.965,1001,,,,,30001,,,,2020-11-06 20:52:48.608,2020-11-06 20:52:48.608,,1.8055556,,,906,676.72,,45.0,,,,UTC+0300,RHeBeWmk3Z,,,00f34250-39dc-a464-c6c1-f8d1902835f6.com.samsung.health.exercise.live_data.json,,1.4058586,com.sec.android.app.shealth,,,,2020-11-06 20:51:46.743,00f34250-39dc-a464-c6c1-f8d1902835f6,
,,,,1,,,,4,0,0,,,,,,,,,1061975,,,,2021-01-04 13:56:00.000,1002,,,,,,,,,2021-01-04 14:14:14.714,2021-01-04 14:14:14.714,,2.908039,,,,2927.9966,,218.67345,,,,UTC+0200,vC702BfhH0,,,4d669169-c590-49f1-a07e-d211312f1105.com.samsung.health.exercise.live_data.json,,2.7571237,com.sec.android.app.shealth,,,,2021-01-04 14:13:42.000,4d669169-c590-49f1-a07e-d211312f1105,
26283d17-2971-2791-9220-71d2f03d7a07.live_data_internal.json,0,,156.61247,0,,,,1,0,,,1,1078,0.0,,,26283d17-2971-2791-9220-71d2f03d7a07.location_data_internal.json,,1625400,,,26283d17-2971-2791-9220-71d2f03d7a07.com.samsung.health.exercise.location_data.json,2020-12-10 15:01:15.210,11007,,429.8146,749.161,125.0,,,370.54956,155.0,2020-12-10 16:15:03.814,2020-12-10 15:29:59.300,,10.327,,85.0,,3951.617,,154.659,,824.949,,UTC+0200,RHeBeWmk3Z,,,26283d17-2971-2791-9220-71d2f03d7a07.com.samsung.health.exercise.live_data.json,,2.431166,com.sec.android.app.shealth,,,,2020-12-10 15:29:58.840,26283d17-2971-2791-9220-71d2f03d7a07,
ac9ef518-c083-595d-b033-a9506d7251c3.live_data_internal.json,0,,1272.5997,0,,,,1,0,,,1,7988,0.0,,,ac9ef518-c083-595d-b033-a9506d7251c3.location_data_internal.json,,9991990,,,ac9ef518-c083-595d-b033-a9506d7251c3.com.samsung.health.exercise.location_data.json,2021-01-02 10:38:24.690,11007,,1351.5072,677.946,125.0,,,370.75018,166.0,2021-01-02 14:37:22.144,2021-01-02 13:53:06.145,,14.252,,91.0,,35442.785,,1239.082,,9555.441,,UTC+0200,RHeBeWmk3Z,,,ac9ef518-c083-595d-b033-a9506d7251c3.com.samsung.health.exercise.live_data.json,,3.5471199,com.sec.android.app.shealth,,,,2021-01-02 13:53:03.740,ac9ef518-c083-595d-b033-a9506d7251c3,
,0,,48.0,0,,,,4,0,,,0,1,0.0,,,,,677400,,,73effd69-8083-0ad7-e401-27de38882920.com.samsung.health.exercise.location_data.json,2021-02-21 13:03:09.200,1001,,,,100.0,30001,,,100.0,2021-02-21 13:15:28.951,2021-02-21 13:15:28.951,,1.4298333,,100.0,1175,882.17377,,48.0,,,,UTC+0200,RHeBeWmk3Z,,,73effd69-8083-0ad7-e401-27de38882920.com.samsung.health.exercise.live_data.json,,1.3655611,com.sec.android.app.shealth,,,,2021-02-21 13:14:26.600,73effd69-8083-0ad7-e401-27de38882920,
5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6.live_data_internal.json,0,,425.1799,0,,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6.sensing_status.json,1,0,,,1,1851,0.0,,,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6.additional_internal.json,1877259,,,,2020-11-07 09:42:48.430,1002,,346.86523,4.9,174.0,30001,,339.53754,185.0,2020-11-29 09:17:05.960,2020-11-07 10:14:09.241,,2.953,153.3192,113.0,4797,5048.823,,425.137,161.207,0.0,46.661,UTC+0300,RHeBeWmk3Z,,,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6.com.samsung.health.exercise.live_data.json,,2.6894639,com.sec.android.app.shealth,,,,2020-11-07 10:14:08.000,5fe8bd34-476b-fd39-b6b2-c4e3a14cb4d6,
a9771a44-4341-c92c-5a5b-bb322ea1d0fa.live_data_internal.json,0,,133.32468,0,,,,1,0,,,1,200,0.0,,,a9771a44-4341-c92c-5a5b-bb322ea1d0fa.location_data_internal.json,,1164160,,,a9771a44-4341-c92c-5a5b-bb322ea1d0fa.com.samsung.health.exercise.location_data.json,2020-11-30 08:16:40.080,11007,,420.75903,216.67,130.0,,,384.4927,140.0,2020-11-30 14:43:32.113,2020-11-30 08:36:08.033,,9.26,,112.0,,4968.985,,133.268,,290.829,,UTC+0200,RHeBeWmk3Z,,,a9771a44-4341-c92c-5a5b-bb322ea1d0fa.com.samsung.health.exercise.live_data.json,,4.2683005,com.sec.android.app.shealth,,,,2020-11-30 08:36:07.090,a9771a44-4341-c92c-5a5b-bb322ea1d0fa,
,0,,42.0,0,,,,4,0,,,0,,0.0,,,,,699360,,,,2020-11-16 12:14:41.241,1001,,,,,30001,,,,2020-11-16 12:27:20.829,2020-11-16 12:27:20.829,,1.5833334,,,1004,762.734,,42.0,,,,UTC+0300,RHeBeWmk3Z,,,00ecd755-55a6-cad0-85f3-8d2d6ded4b4f.com.samsung.health.exercise.live_data.json,,1.4280869,com.sec.android.app.shealth,,,,2020-11-16 12:26:20.601,00ecd755-55a6-cad0-85f3-8d2d6ded4b4f,
,,,,1,,,,,,,,1,,,,,,,3586000,,,036c75b7-2f5d-dde4-e454-85b4e8e2953e.com.samsung.health.exercise.location_data.json,2021-01-09 11:33:25.000,1002,,,,,,,,,2021-02-28 13:47:39.616,2021-01-09 15:06:16.445,,10.6,154.2,,,10716.0,,963.8,164.0,,,UTC+0200,QImw1HpIs0,,,036c75b7-2f5d-dde4-e454-85b4e8e2953e.com.samsung.health.exercise.live_data.json,,2.9882877,com.sec.android.app.shealth,,,,2021-01-09 12:42:59.000,036c75b7-2f5d-dde4-e454-85b4e8e2953e,
,0,,48.0,0,,,,4,0,,,0,,0.0,,,,,669536,,,b2c3f5be-158a-bd17-5ecf-e3ccb35ce9a7.com.samsung.health.exercise.location_data.json,2020-12-07 12:48:08.005,1001,,,,,30001,,,,2020-12-07 13:00:18.711,2020-12-07 13:00:18.711,,1.5105,,,1095,834.261,,48.0,,,,UTC+0200,RHeBeWmk3Z,,,b2c3f5be-158a-bd17-5ecf-e3ccb35ce9a7.com.samsung.health.exercise.live_data.json,,1.4304422,com.sec.android.app.shealth,,,,2020-12-07 12:59:17.541,b2c3f5be-158a-bd17-5ecf-e3ccb35ce9a7,
,0,,30.0,0,,,,4,0,,,0,,0.0,,,,,659441,,,,2020-11-13 08:08:49.333,1001,,,,,30001,,,,2020-11-13 08:20:49.184,2020-11-13 08:20:49.184,,1.3611112,,,944,696.096,,30.0,,,,UTC+0300,RHeBeWmk3Z,,,acfea75c-ed6f-7cbe-bfb5-9aa3e688aa10.com.samsung.health.exercise.live_data.json,,1.2595125,com.sec.android.app.shealth,,,,2020-11-13 08:19:48.774,acfea75c-ed6f-7cbe-bfb5-9aa3e688aa10,
837df4b3-93d2-7a65-b3da-b401f1407a5a.live_data_internal.json,0,,0.30949163,0,,,,1,0,,,0,11,0.0,,,,,13070,,,,2021-01-30 11:23:53.360,11007,,,0.0,97.0,,,,99.0,2021-01-30 11:24:09.027,2021-01-30 11:24:09.027,,0.0,,95.0,,0.0,,0.25682893,,0.0,,UTC+0200,RHeBeWmk3Z,,,837df4b3-93d2-7a65-b3da-b401f1407a5a.com.samsung.health.exercise.live_data.json,,0.0,com.sec.android.app.shealth,,,,2021-01-30 11:24:09.110,837df4b3-93d2-7a65-b3da-b401f1407a5a,
,0,,173.0,0,,,,4,0,,,0,35,0.0,,,,,2522699,,,e0636bb9-3908-b242-5203-675bdc73bbd7.com.samsung.health.exercise.location_data.json,2020-12-20 16:30:00.157,1001,,,,88.0,30001,,,95.0,2020-12-20 17:13:03.161,2020-12-20 17:13:03.161,,1.7222222,,80.0,3786,2692.037,,173.0,,,,UTC+0200,RHeBeWmk3Z,,,e0636bb9-3908-b242-5203-675bdc73bbd7.com.samsung.health.exercise.live_data.json,,1.2262931,com.sec.android.app.shealth,,,,2020-12-20 17:12:02.856,e0636bb9-3908-b242-5203-675bdc73bbd7,
e3ff36a3-ba72-b785-82dd-0f1751f76c13.live_data_internal.json,0,,131.0942,0,,,,1,0,,,1,506,0.0,,,e3ff36a3-ba72-b785-82dd-0f1751f76c13.location_data_internal.json,,1093730,,,e3ff36a3-ba72-b785-82dd-0f1751f76c13.com.samsung.health.exercise.location_data.json,2021-01-11 06:28:32.580,11007,,364.86346,45.685,121.0,,,337.59726,141.0,2021-01-11 22:07:11.854,2021-01-11 06:46:48.672,,7.358,,93.0,,4413.88,,131.058,,0.0,,UTC+0200,RHeBeWmk3Z,,,e3ff36a3-ba72-b785-82dd-0f1751f76c13.com.samsung.health.exercise.live_data.json,,4.035621,com.sec.android.app.shealth,,,,2021-01-11 06:46:48.160,e3ff36a3-ba72-b785-82dd-0f1751f76c13,
,,,,1,,,,4,0,0,,,,,,,,,1107421,,,,2021-01-04 13:37:32.000,1002,,,,,,,,,2021-01-04 14:13:30.823,2021-01-04 14:13:30.823,,3.2362158,,,,2854.0588,,206.93439,,,,UTC+0200,vC702BfhH0,,,69721513-59b5-4258-b5c8-af48a6234bb1.com.samsung.health.exercise.live_data.json,,2.577212,com.sec.android.app.shealth,,,,2021-01-04 13:56:00.000,69721513-59b5-4258-b5c8-af48a6234bb1,
d17ef784-a141-0cba-5efb-200fa964fb7c.live_data_internal.json,0,,58.73899,0,,,,1,0,,,1,127,0.0,,,d17ef784-a141-0cba-5efb-200fa964fb7c.location_data_internal.json,,604900,,,d17ef784-a141-0cba-5efb-200fa964fb7c.com.samsung.health.exercise.location_data.json,2020-12-19 08:38:39.570,11007,,416.12454,618.419,120.0,,,369.71234,165.0,2020-12-19 08:51:04.453,2020-12-19 08:48:46.245,,7.121,,85.0,,1588.884,,58.702,,60.31,,UTC+0200,RHeBeWmk3Z,,,d17ef784-a141-0cba-5efb-200fa964fb7c.com.samsung.health.exercise.live_data.json,,2.6266887,com.sec.android.app.shealth,,,,2020-12-19 08:48:46.330,d17ef784-a141-0cba-5efb-200fa964fb7c,
,0,,46.0,0,,,,4,0,,,0,4,0.0,,,,,600000,,,,2020-12-23 12:29:18.955,1001,,,,102.0,30001,,,110.0,2020-12-23 12:40:21.564,2020-12-23 12:40:21.564,,1.4855107,,92.0,1102,839.001,,46.0,,,,UTC+0200,RHeBeWmk3Z,,,0f74e81b-67a4-8fdc-c06c-cbc53d79171a.com.samsung.health.exercise.live_data.json,,1.4189268,com.sec.android.app.shealth,,,,2020-12-23 12:39:18.955,0f74e81b-67a4-8fdc-c06c-cbc53d79171a,
,0,,139.0,0,,,,4,0,,,0,14,0.0,,,,,2054483,,,d1886891-1f47-adec-977e-99f8db77f160.com.samsung.health.exercise.location_data.json,2020-12-20 17:17:22.430,1001,,,,95.0,30001,,,105.0,2020-12-20 17:52:36.505,2020-12-20 17:52:36.505,,1.4675038,,85.0,3190,2255.068,,139.0,,,,UTC+0200,RHeBeWmk3Z,,,d1886891-1f47-adec-977e-99f8db77f160.com.samsung.health.exercise.live_data.json,,1.3315401,com.sec.android.app.shealth,,,,2020-12-20 17:51:36.913,d1886891-1f47-adec-977e-99f8db77f160,
,0,,51.0,0,,,,4,0,,,0,2,0.0,,,,,756717,,,e43aa56f-d329-7f7d-e43b-0ea778e65645.com.samsung.health.exercise.location_data.json,2021-01-22 13:00:34.911,1001,,,,103.0,30001,,,108.0,2021-01-22 13:14:14.341,2021-01-22 13:14:14.341,,2.8055556,,99.0,1213,922.628,,51.0,,,,UTC+0200,RHeBeWmk3Z,,,e43aa56f-d329-7f7d-e43b-0ea778e65645.com.samsung.health.exercise.live_data.json,,1.6107461,com.sec.android.app.shealth,,,,2021-01-22 13:13:11.628,e43aa56f-d329-7f7d-e43b-0ea778e65645,
,0,,89.0,0,,,,4,0,,,0,18,0.0,,,,,1897190,,,abc46e05-081c-fa0a-b371-7c2f6d10336a.com.samsung.health.exercise.location_data.json,2020-12-26 17:49:20.661,1001,,,,75.0,30001,,,81.0,2020-12-26 18:22:00.068,2020-12-26 18:22:00.068,,1.3055556,,70.0,2162,1519.459,,89.0,,,,UTC+0200,RHeBeWmk3Z,,,abc46e05-081c-fa0a-b371-7c2f6d10336a.com.samsung.health.exercise.live_data.json,,1.0806105,com.sec.android.app.shealth,,,,2020-12-26 18:20:57.851,abc46e05-081c-fa0a-b371-7c2f6d10336a,
0ed44dae-46ee-dd17-bec7-7aee9bde437f.live_data_internal.json,0,,316.93457,0,,,0ed44dae-46ee-dd17-bec7-7aee9bde437f.sensing_status.json,1,0,,,1,777,0.0,,,0ed44dae-46ee-dd17-bec7-7aee9bde437f.location_data_internal.json,0ed44dae-46ee-dd17-bec7-7aee9bde437f.additional_internal.json,1854000,,,0ed44dae-46ee-dd17-bec7-7aee9bde437f.com.samsung.health.exercise.location_data.json,2021-02-12 12:54:21.670,1002,,358.1989,4.4,138.0,30001,,352.8744,151.0,2021-02-14 19:49:46.854,2021-02-12 13:25:20.855,,3.179,156.91597,88.0,4848,5391.878,,316.847,169.136,14.429,48.601,UTC+0200,RHeBeWmk3Z,,,0ed44dae-46ee-dd17-bec7-7aee9bde437f.com.samsung.health.exercise.live_data.json,,2.9082406,com.sec.android.app.shealth,,,,2021-02-12 13:25:20.090,0ed44dae-46ee-dd17-bec7-7aee9bde437f,
,0,,46.0,0,,,,4,0,,,0,,0.0,,,,,685288,,,,2020-11-26 09:40:18.684,1001,,,,,30001,,,,2020-11-26 09:52:46.471,2020-11-26 09:52:46.471,,1.4256667,,,1162,877.035,,46.0,,,,UTC+0300,RHeBeWmk3Z,,,1941ae9e-ab09-2599-3b27-8b3e428956d1.com.samsung.health.exercise.live_data.json,,1.3518122,com.sec.android.app.shealth,,,,2020-11-26 09:51:43.972,1941ae9e-ab09-2599-3b27-8b3e428956d1,
ac808e7f-cafd-95c1-539b-6aff291b3e90.live_data_internal.json,0,,80.23343,0,,,,1,0,,,1,614,0.0,,,ac808e7f-cafd-95c1-539b-6aff291b3e90.location_data_internal.json,,805870,,,ac808e7f-cafd-95c1-539b-6aff291b3e90.com.samsung.health.exercise.location_data.json,2021-01-20 10:21:16.760,11007,,456.85693,1.053,110.0,,,433.1559,140.0,2021-01-20 10:39:27.208,2021-01-20 10:34:44.970,,8.764,,83.0,,4347.338,,80.193,,41.839,,UTC+0200,RHeBeWmk3Z,,,ac808e7f-cafd-95c1-539b-6aff291b3e90.com.samsung.health.exercise.live_data.json,,5.39459,com.sec.android.app.shealth,,,,2021-01-20 10:34:44.680,ac808e7f-cafd-95c1-539b-6aff291b3e90,
a441e477-a84a-6ddf-cc64-025ec75d6339.live_data_internal.json,0,,370.09872,0,,,a441e477-a84a-6ddf-cc64-025ec75d6339.sensing_status.json,1,0,,,1,1483,0.0,,,a441e477-a84a-6ddf-cc64-025ec75d6339.location_data_internal.json,a441e477-a84a-6ddf-cc64-025ec75d6339.additional_internal.json,2106780,,,a441e477-a84a-6ddf-cc64-025ec75d6339.com.samsung.health.exercise.location_data.json,2020-12-28 13:31:58.990,1002,,414.31894,497.772,147.0,30001,,363.44226,161.0,2020-12-28 14:15:18.163,2020-12-28 14:08:36.160,,3.055,154.07399,86.0,5410,5657.891,,368.346,162.252,644.712,47.551,UTC+0200,RHeBeWmk3Z,,,a441e477-a84a-6ddf-cc64-025ec75d6339.com.samsung.health.exercise.live_data.json,,2.6855633,com.sec.android.app.shealth,,,,2020-12-28 14:08:33.520,a441e477-a84a-6ddf-cc64-025ec75d6339,
ec3b2a96-9ba4-3316-2182-76ce5305d576.live_data_internal.json,0,,263.864,0,,,,1,0,,,1,851,0.0,,,ec3b2a96-9ba4-3316-2182-76ce5305d576.location_data_internal.json,,1378000,,,ec3b2a96-9ba4-3316-2182-76ce5305d576.com.samsung.health.exercise.location_data.json,2020-12-17 13:37:33.080,11007,,496.59933,1283.109,136.0,,,374.08514,170.0,2020-12-17 15:15:04.559,2020-12-17 15:06:07.120,,7.418,,82.0,,3466.257,,185.592,,70.194,,UTC+0200,RHeBeWmk3Z,,,ec3b2a96-9ba4-3316-2182-76ce5305d576.com.samsung.health.exercise.live_data.json,,2.515426,com.sec.android.app.shealth,,,,2020-12-17 15:06:06.980,ec3b2a96-9ba4-3316-2182-76ce5305d576,
,0,,48.0,0,,,,4,0,,,0,,0.0,,,,,683665,,,e97b46f2-4580-91c9-2e78-1da49feb87fb.com.samsung.health.exercise.location_data.json,2020-12-08 12:32:53.524,1001,,,,,30001,,,,2020-12-08 12:45:17.053,2020-12-08 12:45:17.053,,1.4798334,,,1163,887.161,,48.0,,,,UTC+0200,RHeBeWmk3Z,,,e97b46f2-4580-91c9-2e78-1da49feb87fb.com.samsung.health.exercise.live_data.json,,1.4147433,com.sec.android.app.shealth,,,,2020-12-08 12:44:17.189,e97b46f2-4580-91c9-2e78-1da49feb87fb,
3757746a-e3c3-1bb5-0d3c-77ed35e2353d.live_data_internal.json,0,,59.386246,0,,,,1,0,,,1,61,0.0,,,3757746a-e3c3-1bb5-0d3c-77ed35e2353d.location_data_internal.json,,584770,,,3757746a-e3c3-1bb5-0d3c-77ed35e2353d.com.samsung.health.exercise.location_data.json,2021-02-02 08:14:24.390,11007,,442.75998,651.667,115.0,,,371.5836,131.0,2021-02-02 19:54:02.562,2021-02-02 08:24:11.207,,6.065,,90.0,,1928.24,,59.355,,13.825,,UTC+0200,RHeBeWmk3Z,,,3757746a-e3c3-1bb5-0d3c-77ed35e2353d.com.samsung.health.exercise.live_data.json,,3.2974331,com.sec.android.app.shealth,,,,2021-02-02 08:24:10.750,3757746a-e3c3-1bb5-0d3c-77ed35e2353d,
,0,,47.0,0,,,,4,0,,,0,3,0.0,,,,,664907,,,1984746b-9554-d490-d1bc-4f56222d561f.com.samsung.health.exercise.location_data.json,2021-01-06 11:53:59.370,1001,,,,104.0,30001,,,108.0,2021-01-06 12:06:04.538,2021-01-06 12:06:04.538,,1.5413002,,100.0,1094,835.24786,,47.0,,,,UTC+0200,RHeBeWmk3Z,,,1984746b-9554-d490-d1bc-4f56222d561f.com.samsung.health.exercise.live_data.json,,1.4454054,com.sec.android.app.shealth,,,,2021-01-06 12:05:04.277,1984746b-9554-d490-d1bc-4f56222d561f,
51d44b9a-f20d-c3d6-3407-250a035ce4b9.live_data_internal.json,0,,345.39404,0,,,51d44b9a-f20d-c3d6-3407-250a035ce4b9.sensing_status.json,1,0,,,1,1153,0.0,,,51d44b9a-f20d-c3d6-3407-250a035ce4b9.location_data_internal.json,51d44b9a-f20d-c3d6-3407-250a035ce4b9.additional_internal.json,1889770,,,51d44b9a-f20d-c3d6-3407-250a035ce4b9.com.samsung.health.exercise.location_data.json,2021-02-17 12:19:00.560,1002,,381.228,19.092,149.0,30001,,377.82443,167.0,2021-02-17 12:50:42.148,2021-02-17 12:50:33.234,,3.096,158.40022,98.0,4989,5346.61,,345.357,174.51,14.538,48.72,UTC+0200,RHeBeWmk3Z,,,51d44b9a-f20d-c3d6-3407-250a035ce4b9.com.samsung.health.exercise.live_data.json,,2.8292384,com.sec.android.app.shealth,,,,2021-02-17 12:50:32.200,51d44b9a-f20d-c3d6-3407-250a035ce4b9,
,0,,48.0,0,,,,4,0,,,0,,0.0,,,,,653316,,,23cf0a04-a3e2-5c25-763b-8f05fed1ccca.com.samsung.health.exercise.location_data.json,2020-12-09 12:41:35.901,1001,,,,,30001,,,,2020-12-09 12:53:30.925,2020-12-09 12:53:30.925,,1.57,,,1163,894.067,,48.0,,,,UTC+0200,RHeBeWmk3Z,,,23cf0a04-a3e2-5c25-763b-8f05fed1ccca.com.samsung.health.exercise.live_data.json,,1.459174,com.sec.android.app.shealth,,,,2020-12-09 12:52:29.217,23cf0a04-a3e2-5c25-763b-8f05fed1ccca,
ebcdabba-6d59-55e1-302a-2e8ef3c6d02e.live_data_internal.json,0,,84.44869,0,,,,1,0,,,1,228,0.0,,,ebcdabba-6d59-55e1-302a-2e8ef3c6d02e.location_data_internal.json,,628530,,,ebcdabba-6d59-55e1-302a-2e8ef3c6d02e.com.samsung.health.exercise.location_data.json,2021-01-02 08:51:21.950,11007,,452.85468,664.263,143.0,,,379.81967,164.0,2021-01-02 09:15:01.484,2021-01-02 09:01:54.126,,4.772,,96.0,,1883.725,,84.373,,4.921,,UTC+0200,RHeBeWmk3Z,,,ebcdabba-6d59-55e1-302a-2e8ef3c6d02e.com.samsung.health.exercise.live_data.json,,2.9970326,com.sec.android.app.shealth,,,,2021-01-02 09:01:54.290,ebcdabba-6d59-55e1-302a-2e8ef3c6d02e,
,,,,,,,,,,,,1,,,,,,,600000,,,,2020-12-19 08:38:00.000,11007,,,,,,,,,2021-02-28 13:47:44.087,2020-12-21 21:56:31.713,,,,,,,,90.0,,,,UTC+0200,vC702BfhH0,,,,,,com.myfitnesspal.android,,,,2020-12-19 08:48:00.000,25de41c6-b8e1-4f1c-adae-1fd56b5e8752,
,0,,98.0,0,,,,4,0,,,0,,0.0,,,,,1262091,,,,2020-11-08 16:10:42.428,1001,,,,,30001,,,,2020-11-08 16:32:45.453,2020-11-08 16:32:45.453,,2.6111112,,,2214,1749.487,,98.0,,,,UTC+0300,RHeBeWmk3Z,,,a3719314-e9b6-fcb1-1313-a318edb11b23.com.samsung.health.exercise.live_data.json,,1.5878229,com.sec.android.app.shealth,,,,2020-11-08 16:31:44.519,a3719314-e9b6-fcb1-1313-a318edb11b23,
,0,,226.0,0,,,,4,0,,,0,,0.0,,,,,3498954,,,,2020-11-13 17:42:35.084,1001,,,,,30001,,,,2020-11-13 18:41:54.576,2020-11-13 18:41:54.576,,1.5277778,,,5492,3991.893,,226.0,,,,UTC+0300,RHeBeWmk3Z,,,c085d94e-545a-f77e-f4f9-b0d646801083.com.samsung.health.exercise.live_data.json,,1.2952023,com.sec.android.app.shealth,,,,2020-11-13 18:40:54.038,c085d94e-545a-f77e-f4f9-b0d646801083,
